START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: UA9AX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: UA9AX
QSO: 21042 CW 2024-04-13 1320 UA9AX         599 30     DF8DU         599 28    
QSO: 21040 CW 2024-04-13 1323 UA9AX         599 30     SM3WMU        599 18    
QSO: 21029 CW 2024-04-13 1326 UA9AX         599 30     RU0LL         599 34    
QSO: 21028 CW 2024-04-13 1327 UA9AX         599 30     KA1IS         599 08    
QSO: 21027 CW 2024-04-13 1328 UA9AX         599 30     UP0L          599 30    
QSO: 21021 CW 2024-04-13 1330 UA9AX         599 30     N5XZ          599 07    
QSO: 21010 CW 2024-04-13 1331 UA9AX         599 30     RW0A          599 SA    
QSO: 21020 CW 2024-04-13 1332 UA9AX         599 30     RU6K          599 29    
QSO: 21033 CW 2024-04-13 1335 UA9AX         599 30     R0SBI         599 32    
QSO: 21033 CW 2024-04-13 1336 UA9AX         599 30     YL2TD         599 29    
QSO: 21033 CW 2024-04-13 1336 UA9AX         599 30     R6DM          599 29    
QSO: 21033 CW 2024-04-13 1337 UA9AX         599 30     EU8U          599 29    
QSO: 21033 CW 2024-04-13 1337 UA9AX         599 30     R2KW          599 29    
QSO: 21033 CW 2024-04-13 1338 UA9AX         599 30     UA0SU         599 32    
QSO: 21033 CW 2024-04-13 1339 UA9AX         599 30     I2IFT         599 28    
QSO: 21023 CW 2024-04-13 1342 UA9AX         599 30     UC1A          599 29    
QSO: 21023 CW 2024-04-13 1343 UA9AX         599 30     M0AGP         599 27    
QSO: 21033 CW 2024-04-13 1344 UA9AX         599 30     R6CZ          599 29    
QSO: 21033 CW 2024-04-13 1345 UA9AX         599 30     AA3B          599 08    
QSO: 21033 CW 2024-04-13 1346 UA9AX         599 30     M0MUT         599 27    
QSO: 21033 CW 2024-04-13 1346 UA9AX         599 30     R7AT          599 29    
QSO: 21033 CW 2024-04-13 1347 UA9AX         599 30     UA6CC         599 29    
QSO: 21033 CW 2024-04-13 1347 UA9AX         599 30     I2JSB         599 28    
QSO: 21033 CW 2024-04-13 1348 UA9AX         599 30     YU1YV         599 28    
QSO: 21033 CW 2024-04-13 1349 UA9AX         599 30     HB9IIH        599 28    
QSO: 21033 CW 2024-04-13 1351 UA9AX         599 30     UA9AT         599 30    
QSO: 21027 CW 2024-04-13 1353 UA9AX         599 30     UN9GD         599 31    
QSO: 21019 CW 2024-04-13 1358 UA9AX         599 30     UA1ZZ         599 19    
QSO: 21035 CW 2024-04-13 1359 UA9AX         599 30     YO4AAC        599 28    
QSO: 21035 CW 2024-04-13 1400 UA9AX         599 30     HA7RY         599 28    
QSO: 21035 CW 2024-04-13 1402 UA9AX         599 30     R3ZZ          599 29    
QSO: 21035 CW 2024-04-13 1402 UA9AX         599 30     I1RJP         599 28    
QSO: 21035 CW 2024-04-13 1403 UA9AX         599 30     RN2FQ         599 29    
QSO: 21031 CW 2024-04-13 1404 UA9AX         599 30     UA0DAR        599 33    
QSO: 21025 CW 2024-04-13 1406 UA9AX         599 30     R0AA          599 32    
QSO: 21020 CW 2024-04-13 1409 UA9AX         599 30     UA5L          599 YG    
QSO: 21019 CW 2024-04-13 1410 UA9AX         599 30     LA8HGA        599 18    
QSO: 21013 CW 2024-04-13 1410 UA9AX         599 30     IV3SKB        599 28    
QSO: 21006 CW 2024-04-13 1412 UA9AX         599 30     UB7K          599 29    
