START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R6HV
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: R6HV
QSO: 21023 CW 2024-04-13 1323 R6HV          599 29     UA0D          599 33    
QSO: 21030 CW 2024-04-13 1324 R6HV          599 29     RU0LL         599 34    
QSO: 21034 CW 2024-04-13 1324 R6HV          599 29     R0SBI         599 32    
QSO: 21026 CW 2024-04-13 1325 R6HV          599 29     R0MZ          599 34    
QSO: 21010 CW 2024-04-13 1326 R6HV          599 29     RC0CD         599 34    
QSO: 21014 CW 2024-04-13 1330 R6HV          599 29     RA5G          599 29    
QSO: 21014 CW 2024-04-13 1331 R6HV          599 29     RV6HV         599 29    
QSO: 21014 CW 2024-04-13 1332 R6HV          599 29     RX9CC         599 20    
QSO: 21014 CW 2024-04-13 1334 R6HV          599 29     UA9R          599 30    
QSO: 21017 CW 2024-04-13 1338 R6HV          599 29     I2IFT         599 28    
QSO: 21017 CW 2024-04-13 1338 R6HV          599 29     9A3YT         599 28    
QSO: 21017 CW 2024-04-13 1338 R6HV          599 29     R3LA          599 RG    
QSO: 21013 CW 2024-04-13 1341 R6HV          599 29     R0QC          599 23    
QSO: 21015 CW 2024-04-13 1343 R6HV          599 29     MM2T          599 27    
QSO: 21019 CW 2024-04-13 1345 R6HV          599 29     IZ4JMA        599 28    
QSO: 21019 CW 2024-04-13 1345 R6HV          599 29     UA1OIW        599 19    
QSO: 21019 CW 2024-04-13 1346 R6HV          599 29     ZA1RR         599 28    
QSO: 21019 CW 2024-04-13 1346 R6HV          599 29     RW3RN         599 29    
QSO: 21019 CW 2024-04-13 1348 R6HV          599 29     UA4C          599 29    
QSO: 21019 CW 2024-04-13 1348 R6HV          599 29     UA6GO         599 29    
QSO: 21019 CW 2024-04-13 1349 R6HV          599 29     SP2CBS        599 28    
QSO: 21019 CW 2024-04-13 1350 R6HV          599 29     VA3TNM        599 04    
QSO: 21019 CW 2024-04-13 1351 R6HV          599 29     UA9JNT/P      599 30    
QSO: 21019 CW 2024-04-13 1351 R6HV          599 29     K1AV          599 08    
QSO: 21019 CW 2024-04-13 1352 R6HV          599 29     HA3SX         599 28    
QSO: 21021 CW 2024-04-13 1355 R6HV          599 29     K4BAI         599 08    
QSO: 21021 CW 2024-04-13 1355 R6HV          599 29     HA7RY         599 28    
QSO: 21021 CW 2024-04-13 1356 R6HV          599 29     I1RJP         599 28    
QSO: 28034 CW 2024-04-13 1357 R6HV          599 29     UN5G          599 31    
QSO: 28021 CW 2024-04-13 1359 R6HV          599 29     UA6G          599 29    
QSO: 28015 CW 2024-04-13 1401 R6HV          599 29     RW0A          599 SA    
QSO: 14038 CW 2024-04-13 1404 R6HV          599 29     UA4Q          599 30    
QSO: 14038 CW 2024-04-13 1405 R6HV          599 29     LZ2MP         599 28    
QSO: 14038 CW 2024-04-13 1405 R6HV          599 29     JZ6GCE        599 45    
QSO: 14038 CW 2024-04-13 1405 R6HV          599 29     UA4C          599 29    
QSO: 14037 CW 2024-04-13 1405 R6HV          599 29     UN7LV         599 30    
QSO: 14038 CW 2024-04-13 1406 R6HV          599 29     RK2M          599 29    
QSO: 14038 CW 2024-04-13 1407 R6HV          599 29     HB9IIH        599 28    
QSO: 14038 CW 2024-04-13 1408 R6HV          599 29     UB8A          599 30    
QSO: 14038 CW 2024-04-13 1409 R6HV          599 29     R5FP          599 29    
QSO: 14038 CW 2024-04-13 1409 R6HV          599 29     UA3MIF        599 29    
QSO: 14038 CW 2024-04-13 1409 R6HV          599 29     RA9MA         599 30    
QSO: 14038 CW 2024-04-13 1409 R6HV          599 29     YU3M          599 28    
QSO: 14038 CW 2024-04-13 1410 R6HV          599 29     RZ0SW         599 32    
QSO: 14038 CW 2024-04-13 1410 R6HV          599 29     ZA1RR         599 28    
QSO: 14038 CW 2024-04-13 1411 R6HV          599 29     YT2ISM        599 28    
QSO: 14038 CW 2024-04-13 1411 R6HV          599 29     RM9X          599 20    
QSO: 14038 CW 2024-04-13 1412 R6HV          599 29     R3LA          599 RG    
QSO: 14038 CW 2024-04-13 1412 R6HV          599 29     HA2EOU        599 28    
QSO: 14038 CW 2024-04-13 1413 R6HV          599 29     R4II          599 29    
QSO: 14038 CW 2024-04-13 1413 R6HV          599 29     IZ4JMA        599 28    
QSO: 14038 CW 2024-04-13 1414 R6HV          599 29     RD7KW         599 29    
QSO: 14038 CW 2024-04-13 1414 R6HV          599 29     PC4H          599 27    
QSO: 14038 CW 2024-04-13 1415 R6HV          599 29     9A3YT         599 28    
QSO: 14038 CW 2024-04-13 1415 R6HV          599 29     YO3BL         599 28    
QSO: 14038 CW 2024-04-13 1415 R6HV          599 29     RX3VF         599 29    
QSO: 14038 CW 2024-04-13 1416 R6HV          599 29     YL2TD         599 29    
QSO: 14038 CW 2024-04-13 1416 R6HV          599 29     RM2U          599 29    
QSO: 14038 CW 2024-04-13 1416 R6HV          599 29     SP2CBS        599 28    
QSO: 14038 CW 2024-04-13 1416 R6HV          599 29     RN3N          599 29    
QSO: 14012 CW 2024-04-13 1417 R6HV          599 29     RW0A          599 SA    
QSO: 14019 CW 2024-04-13 1418 R6HV          599 29     R0QC          599 21    
QSO: 14035 CW 2024-04-13 1423 R6HV          599 29     RD0A          599 32    
QSO: 14027 CW 2024-04-13 1423 R6HV          599 29     UC0A          599 32    
QSO: 14042 CW 2024-04-13 1425 R6HV          599 29     RA6L          599 29    
QSO: 14042 CW 2024-04-13 1426 R6HV          599 29     R4PBF         599 29    
QSO: 14042 CW 2024-04-13 1427 R6HV          599 29     RA9DZ         599 30    
QSO: 14042 CW 2024-04-13 1427 R6HV          599 29     UA6Y          599 29    
QSO: 14042 CW 2024-04-13 1428 R6HV          599 29     R1CX          599 29    
