START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: EV6Z
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: EV6Z
QSO: 14017 CW 2024-04-13 1200 EV6Z          599 29     RA9DZ         599 30    
QSO: 14020 CW 2024-04-13 1201 EV6Z          599 29     UA9XX         599 20    
QSO: 14016 CW 2024-04-13 1201 EV6Z          599 29     R9LY          599 30    
QSO: 14010 CW 2024-04-13 1202 EV6Z          599 29     RW7F          599 29    
QSO: 14013 CW 2024-04-13 1203 EV6Z          599 29     R4ACY         599 29    
QSO: 14023 CW 2024-04-13 1203 EV6Z          599 29     HG8K          599 28    
QSO: 14023 CW 2024-04-13 1204 EV6Z          599 29     R6CS          599 29    
QSO: 14023 CW 2024-04-13 1205 EV6Z          599 29     YU3M          599 28    
QSO: 14023 CW 2024-04-13 1205 EV6Z          599 29     OM7AW         599 28    
QSO: 14023 CW 2024-04-13 1205 EV6Z          599 29     YT1XC         599 28    
QSO: 14014 CW 2024-04-13 1207 EV6Z          599 29     RT0O          599 32    
QSO: 14021 CW 2024-04-13 1207 EV6Z          599 29     R8WO          599 30    
QSO: 14018 CW 2024-04-13 1209 EV6Z          599 29     RW9AV         599 21    
QSO: 14021 CW 2024-04-13 1210 EV6Z          599 29     UN7LV         599 30    
QSO: 14021 CW 2024-04-13 1210 EV6Z          599 29     UA1ZZ         599 19    
QSO: 14021 CW 2024-04-13 1211 EV6Z          599 29     R6DM          599 29    
QSO: 14021 CW 2024-04-13 1211 EV6Z          599 29     IK0PXD        599 28    
QSO: 14021 CW 2024-04-13 1212 EV6Z          599 29     RA7R          599 29    
QSO: 14021 CW 2024-04-13 1212 EV6Z          599 29     RV6HV         599 29    
QSO: 14021 CW 2024-04-13 1213 EV6Z          599 29     R9XS          599 20    
QSO: 14021 CW 2024-04-13 1213 EV6Z          599 29     YO3BL         599 28    
QSO: 14021 CW 2024-04-13 1214 EV6Z          599 29     DL9ZP         599 28    
QSO: 14021 CW 2024-04-13 1214 EV6Z          599 29     RA4CL         599 29    
QSO: 14021 CW 2024-04-13 1215 EV6Z          599 29     RT7C          599 29    
QSO: 14021 CW 2024-04-13 1215 EV6Z          599 29     PC1PM         599 27    
QSO: 14021 CW 2024-04-13 1215 EV6Z          599 29     UA4CNJ        599 29    
QSO: 14021 CW 2024-04-13 1216 EV6Z          599 29     R7AT          599 29    
QSO: 14021 CW 2024-04-13 1218 EV6Z          599 29     AA3B          599 08    
QSO: 14021 CW 2024-04-13 1218 EV6Z          599 29     RC9A          599 30    
QSO: 14021 CW 2024-04-13 1218 EV6Z          599 29     LZ2MP         599 28    
QSO: 14021 CW 2024-04-13 1219 EV6Z          599 29     R7KW          599 29    
QSO: 14021 CW 2024-04-13 1219 EV6Z          599 29     UI8C          599 30    
QSO: 14021 CW 2024-04-13 1220 EV6Z          599 29     YU1ML         599 28    
QSO: 14021 CW 2024-04-13 1220 EV6Z          599 29     RM8G          599 30    
QSO: 14011 CW 2024-04-13 1221 EV6Z          599 29     RW0A          599 255   
QSO: 14013 CW 2024-04-13 1222 EV6Z          599 29     R7CA          599 29    
QSO: 14012 CW 2024-04-13 1223 EV6Z          599 29     R7KX          599 29    
QSO: 14010 CW 2024-04-13 1223 EV6Z          599 29     R4WR          599 30    
QSO: 14017 CW 2024-04-13 1223 EV6Z          599 29     RM4N          599 29    
QSO: 14017 CW 2024-04-13 1224 EV6Z          599 29     R9GM          599 29    
QSO: 14006 CW 2024-04-13 1225 EV6Z          599 29     RN4HAB        599 30    
QSO: 14023 CW 2024-04-13 1225 EV6Z          599 29     LZ1DQ         599 28    
QSO: 14019 CW 2024-04-13 1226 EV6Z          599 29     R5AG          599 AL    
QSO: 14005 CW 2024-04-13 1227 EV6Z          599 29     RG5A          599 29    
QSO: 14026 CW 2024-04-13 1231 EV6Z          599 29     UN7ZW         599 30    
QSO: 14028 CW 2024-04-13 1231 EV6Z          599 29     RL9L          599 30    
QSO: 14007 CW 2024-04-13 1232 EV6Z          599 29     SJ6R          599 18    
QSO: 14017 CW 2024-04-13 1233 EV6Z          599 29     UA9R          599 30    
QSO: 14020 CW 2024-04-13 1234 EV6Z          599 29     R8MB/1        599 20    
QSO: 14022 CW 2024-04-13 1235 EV6Z          599 29     UA6CC         599 29    
QSO: 14000 CW 2024-04-13 1235 EV6Z          599 29     UA9XX         599 20    
QSO: 14033 CW 2024-04-13 1237 EV6Z          599 29     R9TV          599 30    
QSO: 14013 CW 2024-04-13 1238 EV6Z          599 29     UA3RBR        599 29    
QSO: 14013 CW 2024-04-13 1239 EV6Z          599 29     RA6FUZ        599 29    
QSO: 14013 CW 2024-04-13 1240 EV6Z          599 29     DL3KWF        599 28    
QSO: 14011 CW 2024-04-13 1241 EV6Z          599 29     R7MM          599 29    
QSO: 14014 CW 2024-04-13 1242 EV6Z          599 29     UN9L          599 30    
