START-OF-LOG: 3.0
CONTEST: EA-MAJESTAD-CW
CALLSIGN: R1QE
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 12692
LOCATION: DX
CLUB: RUSSIAN CW
CREATED-BY: UR5EQF log v.3.31-60
NAME: Bobrov Vladimir A.
OPERATORS: Bobrov Vladimir A, 1949,1,R1QE,1
SOAPBOX: Rig ICOM-718, 100Wt. Ant. Quad 80m. All band. 10m. up
QSO: 28000 CW 2018-05-19 1344 R1QE 599 001 ED5W 599 A
QSO: 28000 CW 2018-05-19 1345 R1QE 599 002 EE3X 599 B
QSO: 28000 CW 2018-05-19 1347 R1QE 599 003 EA5DF 599 VV
QSO: 28000 CW 2018-05-19 1350 R1QE 599 004 EA3KU 599 T
QSO: 28000 CW 2018-05-19 1353 R1QE 599 005 EC5CR 599 V
QSO: 28000 CW 2018-05-19 1357 R1QE 599 006 EA5FIV 599 A
QSO: 28000 CW 2018-05-19 1358 R1QE 599 007 UR7GO 599 141
QSO: 28000 CW 2018-05-19 1401 R1QE 599 008 EF0F 599 SMR
QSO: 28000 CW 2018-05-19 1403 R1QE 599 009 EA5WU 599 CS
QSO: 21000 CW 2018-05-19 1407 R1QE 599 010 UY5VA 599 145
QSO: 21000 CW 2018-05-19 1408 R1QE 599 011 9A4W 599 031
QSO: 21000 CW 2018-05-19 1409 R1QE 599 012 P3X 599 144
QSO: 21000 CW 2018-05-19 1410 R1QE 599 013 OM8AA 599 011
QSO: 21000 CW 2018-05-19 1411 R1QE 599 014 OK2EA 599 114
QSO: 21000 CW 2018-05-19 1411 R1QE 599 015 R7AB 599 086
QSO: 21000 CW 2018-05-19 1413 R1QE 599 016 UW1M 599 108
QSO: 21000 CW 2018-05-19 1415 R1QE 599 017 HA4XH 599 126
QSO: 21000 CW 2018-05-19 1416 R1QE 599 018 9A7T 599 136
