START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: WW_PMC
CALLSIGN: SN5N
CATEGORY: ALL - All bands high power CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2015-01-03 1200 SN5N          599 15         HA2MN         599 15        
QSO: 14000 CW 2015-01-03 1201 SN5N          599 15         LY3B          599 15        
QSO: 14000 CW 2015-01-03 1201 SN5N          599 15         YT1FZ         599 KRA*      
QSO: 14000 CW 2015-01-03 1202 SN5N          599 15         UR5EFL        599 16        
QSO: 14000 CW 2015-01-03 1202 SN5N          599 15         SE4E          599 14        
QSO: 14000 CW 2015-01-03 1203 SN5N          599 15         S51RU         599 15        
QSO: 14000 CW 2015-01-03 1204 SN5N          599 15         G3MPB         599 14        
QSO: 14000 CW 2015-01-03 1204 SN5N          599 15         S51DI         599 15        
QSO: 14000 CW 2015-01-03 1205 SN5N          599 15         S57IPA        599 15        
QSO: 14000 CW 2015-01-03 1205 SN5N          599 15         LZ7H          599 20        
QSO: 14000 CW 2015-01-03 1206 SN5N          599 15         S57TXK        599 15        
QSO: 14000 CW 2015-01-03 1206 SN5N          599 15         EW8OF         599 16        
QSO: 14000 CW 2015-01-03 1207 SN5N          599 15         UZ1RM/QRP     599 16        
QSO: 14000 CW 2015-01-03 1207 SN5N          599 15         YU1ZZ         599 15        
QSO: 14000 CW 2015-01-03 1208 SN5N          599 15         SP5BMU        599 15        
QSO: 14000 CW 2015-01-03 1209 SN5N          599 15         UA3PP         599 16        
QSO: 14000 CW 2015-01-03 1211 SN5N          599 15         CT1EVE        599 14        
QSO: 14000 CW 2015-01-03 1211 SN5N          599 15         LZ1ND         599 20        
QSO: 14000 CW 2015-01-03 1212 SN5N          599 15         ON4DN         599 14        
QSO: 14000 CW 2015-01-03 1214 SN5N          599 15         PC4Y          599 14        
QSO: 14000 CW 2015-01-03 1214 SN5N          599 15         OK1AY         599 15        
QSO: 14000 CW 2015-01-03 1215 SN5N          599 15         SM5CSS        599 14        
QSO: 14000 CW 2015-01-03 1216 SN5N          599 15         OH1B          599 15        
QSO: 14000 CW 2015-01-03 1216 SN5N          599 15         UA1AFT        599 SPE*      
QSO: 14000 CW 2015-01-03 1217 SN5N          599 15         HA5BA         599 15        
QSO: 14000 CW 2015-01-03 1217 SN5N          599 15         RD9CX         599 17        
QSO: 14000 CW 2015-01-03 1217 SN5N          599 15         R9XS          599 17        
QSO: 14000 CW 2015-01-03 1218 SN5N          599 15         S58KA         599 15        
QSO: 14000 CW 2015-01-03 1218 SN5N          599 15         UA4WEF        599 16        
QSO: 14000 CW 2015-01-03 1218 SN5N          599 15         UR8GX         599 16        
QSO: 14000 CW 2015-01-03 1219 SN5N          599 15         PA0ATG        599 14        
QSO: 14000 CW 2015-01-03 1219 SN5N          599 15         OE5GA         599 15        
QSO: 14000 CW 2015-01-03 1220 SN5N          599 15         R2DCG         599 16        
QSO: 14000 CW 2015-01-03 1220 SN5N          599 15         SM6VWG        599 14        
QSO: 14000 CW 2015-01-03 1221 SN5N          599 15         S53F          599 15        
QSO: 14000 CW 2015-01-03 1222 SN5N          599 15         UA3DER        599 16        
QSO: 14000 CW 2015-01-03 1222 SN5N          599 15         OM5MX         599 15        
QSO: 14000 CW 2015-01-03 1222 SN5N          599 15         PA2PCH        599 14        
QSO: 14000 CW 2015-01-03 1222 SN5N          599 15         DL4ALI        599 14        
QSO: 14000 CW 2015-01-03 1224 SN5N          599 15         DK2MU         599 14        
QSO: 14000 CW 2015-01-03 1227 SN5N          599 15         R6AJ          599 16        
QSO: 14000 CW 2015-01-03 1227 SN5N          599 15         RA9X          599 17        
QSO: 14000 CW 2015-01-03 1228 SN5N          599 15         UR7VA         599 16        
QSO: 14000 CW 2015-01-03 1228 SN5N          599 15         UN8PT         599 17        
QSO: 14000 CW 2015-01-03 1228 SN5N          599 15         ON3ND         599 14        
QSO: 14000 CW 2015-01-03 1229 SN5N          599 15         RT9X          599 17        
QSO: 14000 CW 2015-01-03 1230 SN5N          599 15         G4OGB         599 14        
QSO: 14000 CW 2015-01-03 1230 SN5N          599 15         S52FT         599 15        
QSO: 14000 CW 2015-01-03 1230 SN5N          599 15         S58AL         599 15        
QSO: 14000 CW 2015-01-03 1232 SN5N          599 15         UR4MF         599 16        
QSO: 14000 CW 2015-01-03 1232 SN5N          599 15         UW6M          599 16        
QSO: 14000 CW 2015-01-03 1232 SN5N          599 15         RW4HFH        599 16        
QSO: 14000 CW 2015-01-03 1232 SN5N          599 15         OH6GAW        599 15        
QSO: 14000 CW 2015-01-03 1233 SN5N          599 15         PA5GU         599 14        
QSO: 14000 CW 2015-01-03 1233 SN5N          599 15         DL1LQR        599 14        
QSO: 14000 CW 2015-01-03 1234 SN5N          599 15         IN3YKS        599 15        
QSO: 14000 CW 2015-01-03 1235 SN5N          599 15         PA3ADC        599 14        
QSO: 14000 CW 2015-01-03 1236 SN5N          599 15         PA3GVI        599 14        
QSO: 14000 CW 2015-01-03 1237 SN5N          599 15         HA3FZ         599 15        
QSO: 14000 CW 2015-01-03 1238 SN5N          599 15         RA3NC         599 16        
QSO: 14000 CW 2015-01-03 1239 SN5N          599 15         RW3AI         599 MOS*      
QSO: 14000 CW 2015-01-03 1239 SN5N          599 15         SF3A          599 14        
QSO: 14000 CW 2015-01-03 1243 SN5N          599 15         DL5JQ         599 14        
QSO: 14000 CW 2015-01-03 1245 SN5N          599 15         IK5QPS        599 FIR*      
QSO: 14000 CW 2015-01-03 1245 SN5N          599 15         G4TNI         599 14        
QSO: 14000 CW 2015-01-03 1249 SN5N          599 15         YL5X          599 15        
QSO: 14000 CW 2015-01-03 1249 SN5N          599 15         UX1IL         599 16        
QSO: 14000 CW 2015-01-03 1250 SN5N          599 15         EW6GF         599 16        
