START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RDA
CALLSIGN: UI3A
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UI3A
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RDA RDAContest/2019.
QSO: 14000 CW 2019-08-17 0902 UI3A          599 MA10 SD1A          599 0038
QSO: 14048 CW 2019-08-17 0908 UI3A          599 MA10 PA4O          599 0047
QSO: 14048 CW 2019-08-17 0908 UI3A          599 MA10 SP2AEK        599 0022
QSO: 14047 CW 2019-08-17 0909 UI3A          599 MA10 OG6N          599 0047
QSO: 14047 CW 2019-08-17 0909 UI3A          599 MA10 YL7X          599 0091
QSO: 14047 CW 2019-08-17 0910 UI3A          599 MA10 UR7MZ         599 0073
QSO: 14000 CW 2019-08-17 0912 UI3A          599 MA10 HA3MU         599 0027
QSO: 14047 CW 2019-08-17 0913 UI3A          599 MA10 P33W          599 0117
QSO: 14048 CW 2019-08-17 0913 UI3A          599 MA10 SP2MKI        599 0045
QSO: 14000 CW 2019-08-17 0914 UI3A          599 MA10 UN7ZZ         599 0029
QSO: 14047 CW 2019-08-17 0914 UI3A          599 MA10 DL4WA         599 0080
QSO: 14048 CW 2019-08-17 0915 UI3A          599 MA10 DL7VOG        599 0048
QSO: 14000 CW 2019-08-17 0916 UI3A          599 MA10 UY2ZZ         599 0024
QSO: 14048 CW 2019-08-17 0916 UI3A          599 MA10 HA9PP         599 0043
QSO: 14010 CW 2019-08-17 0918 UI3A          599 MA10 4L6QL         599 0028
QSO: 14048 CW 2019-08-17 0918 UI3A          599 MA10 YO8XBA        599 0097
QSO: 14048 CW 2019-08-17 0919 UI3A          599 MA10 PA5WT         599 0025
QSO: 14048 CW 2019-08-17 0921 UI3A          599 MA10 HA6NL         599 0105
QSO: 14048 CW 2019-08-17 0922 UI3A          599 MA10 YO4NF         599 0071
QSO: 14015 CW 2019-08-17 0924 UI3A          599 MA10 F8DGF         599 0019
QSO: 14048 CW 2019-08-17 0925 UI3A          599 MA10 PA8MM         599 0033
QSO: 14047 CW 2019-08-17 0926 UI3A          599 MA10 UN6LN         599 0023
QSO: 14048 CW 2019-08-17 0928 UI3A          599 MA10 S57S          599 0128
QSO: 14000 CW 2019-08-17 0929 UI3A          599 MA10 DJ1YFK        599 0004
QSO: 14048 CW 2019-08-17 0929 UI3A          599 MA10 CR5O          599 0030
QSO: 14048 CW 2019-08-17 0929 UI3A          599 MA10 YL2CV         599 0070
QSO: 14048 CW 2019-08-17 0930 UI3A          599 MA10 G4RCG         599 0093
QSO: 14048 CW 2019-08-17 0930 UI3A          599 MA10 SN7O          599 0101
QSO: 14000 CW 2019-08-17 0932 UI3A          599 MA10 F5NLX         599 0006
QSO: 14000 CW 2019-08-17 0932 UI3A          599 MA10 PA5GU         599 0013
QSO: 14048 CW 2019-08-17 0933 UI3A          599 MA10 2E0CVN        599 0015
QSO: 14048 CW 2019-08-17 0933 UI3A          599 MA10 PE5O          599 0031
QSO: 14048 CW 2019-08-17 0934 UI3A          599 MA10 HA6PJ         599 0074
QSO: 14048 CW 2019-08-17 0937 UI3A          599 MA10 OK1TA         599 0052
QSO: 14048 CW 2019-08-17 0939 UI3A          599 MA10 SM0LPO        599 0046
QSO: 14048 CW 2019-08-17 0940 UI3A          599 MA10 DG0KS         599 0022
QSO: 14048 CW 2019-08-17 0941 UI3A          599 MA10 LZ1QZ         599 0043
QSO: 14048 CW 2019-08-17 0942 UI3A          599 MA10 LA8OM         599 0014
QSO: 14048 CW 2019-08-17 0942 UI3A          599 MA10 PD0ME         599 0045
QSO: 14000 CW 2019-08-17 0945 UI3A          599 MA10 LZ1DQ         599 0039
QSO: 14047 CW 2019-08-17 0945 UI3A          599 MA10 OK1FHI        599 0045
QSO: 21000 CW 2019-08-17 0947 UI3A          599 MA10 LZ1IA         599 0006
QSO: 21006 CW 2019-08-17 0947 UI3A          599 MA10 SN5N          599 0120
QSO: 21006 CW 2019-08-17 0948 UI3A          599 MA10 DL6KVA        599 0109
QSO: 21006 CW 2019-08-17 0948 UI3A          599 MA10 LZ1GU         599 0141
QSO: 21000 CW 2019-08-17 0949 UI3A          599 MA10 SM7RYR        599 0042
QSO: 21006 CW 2019-08-17 0949 UI3A          599 MA10 G4BWP         599 0032
QSO: 21006 CW 2019-08-17 0949 UI3A          599 MA10 OG6N          599 0099
QSO: 21006 CW 2019-08-17 0950 UI3A          599 MA10 9A5Y          599 0197
QSO: 21006 CW 2019-08-17 0950 UI3A          599 MA10 SM6E          599 0089
QSO: 21010 CW 2019-08-17 0950 UI3A          599 MA10 YT1Q          599 0023
QSO: 21006 CW 2019-08-17 0952 UI3A          599 MA10 UN0LM         599 0101
QSO: 21006 CW 2019-08-17 0952 UI3A          599 MA10 UP4L          599 0153
QSO: 21006 CW 2019-08-17 0952 UI3A          599 MA10 YU5R          599 0101
QSO: 21006 CW 2019-08-17 0953 UI3A          599 MA10 OH1TM         599 0058
QSO: 21006 CW 2019-08-17 0954 UI3A          599 MA10 LA0CX         599 0013
QSO: 28000 CW 2019-08-17 0958 UI3A          599 MA10 UN7LDR        599 0048
QSO: 28000 CW 2019-08-17 0959 UI3A          599 MA10 YT9M          599 0105
QSO: 28035 CW 2019-08-17 0959 UI3A          599 MA10 SE4E          599 0104
QSO: 28035 CW 2019-08-17 1003 UI3A          599 MA10 DL4WA         599 0131
QSO: 21006 CW 2019-08-17 1008 UI3A          599 MA10 LZ1QN         599 0072
QSO: 14000 CW 2019-08-17 1011 UI3A          599 MA10 EA5/R3AR      599 0013
QSO: 14046 CW 2019-08-17 1011 UI3A          599 MA10 LZ1GU         599 0163
QSO: 14046 CW 2019-08-17 1011 UI3A          599 MA10 PA0CT         599 0018
QSO: 14046 CW 2019-08-17 1012 UI3A          599 MA10 SM5CSS        599 0070
QSO: 14000 CW 2019-08-17 1013 UI3A          599 MA10 IK0PXD        599 0040
QSO: 14000 CW 2019-08-17 1014 UI3A          599 MA10 UR4IZ         599 0053
QSO: 14045 CW 2019-08-17 1014 UI3A          599 MA10 SM5MX         599 0063
QSO: 14046 CW 2019-08-17 1014 UI3A          599 MA10 OZ5UR         599 0013
QSO: 14046 CW 2019-08-17 1015 UI3A          599 MA10 MM3AWD        599 0021
QSO: 14046 CW 2019-08-17 1015 UI3A          599 MA10 PG6F          599 0017
QSO: 14045 CW 2019-08-17 1016 UI3A          599 MA10 LZ5R          599 0250
QSO: 14046 CW 2019-08-17 1018 UI3A          599 MA10 OR3A          599 0150
QSO: 14046 CW 2019-08-17 1018 UI3A          599 MA10 SP7LIE        599 0072
QSO: 14046 CW 2019-08-17 1019 UI3A          599 MA10 LZ1ND         599 0170
QSO: 14046 CW 2019-08-17 1020 UI3A          599 MA10 UN4PG         599 0027
QSO: 14000 CW 2019-08-17 1021 UI3A          599 MA10 DL7USW/P      599 0037
QSO: 14046 CW 2019-08-17 1021 UI3A          599 MA10 LY4A          599 0205
QSO: 14046 CW 2019-08-17 1022 UI3A          599 MA10 E77EA         599 0033
QSO: 14046 CW 2019-08-17 1022 UI3A          599 MA10 G3RLE         599 0033
QSO: 14046 CW 2019-08-17 1022 UI3A          599 MA10 PF6W          599 0007
QSO: 14000 CW 2019-08-17 1023 UI3A          599 MA10 K3ZO          599 0001
QSO: 14046 CW 2019-08-17 1023 UI3A          599 MA10 SE6N          599 0029
QSO: 14046 CW 2019-08-17 1025 UI3A          599 MA10 EI2IDB        599 0004
QSO: 14000 CW 2019-08-17 1026 UI3A          599 MA10 SM7RYR        599 0055
QSO: 14046 CW 2019-08-17 1026 UI3A          599 MA10 DL3KVR        599 0021
QSO: 14046 CW 2019-08-17 1027 UI3A          599 MA10 LY1DZ         599 0085
QSO: 14032 CW 2019-08-17 1331 UI3A          599 MA10 OH2VZ         599 0105
QSO: 14032 CW 2019-08-17 1332 UI3A          599 MA10 SN5N          599 0225
QSO: 14000 CW 2019-08-17 1333 UI3A          599 MA10 US7IA         599 0089
QSO: 14032 CW 2019-08-17 1333 UI3A          599 MA10 9A1AA         599 0339
QSO: 14032 CW 2019-08-17 1334 UI3A          599 MA10 DJ1YF         599 0117
QSO: 14032 CW 2019-08-17 1334 UI3A          599 MA10 JN3SAC        599 0107
QSO: 14032 CW 2019-08-17 1334 UI3A          599 MA10 UR3GU         599 0372
