START-OF-LOG: 3.0
CALLSIGN: IZ5JLF
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 215626
NAME: bramanti claudio
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: QARTest 5.1.1
SOAPBOX: MP-1 and KX3....heavy job...i am without voice 73 claudio IZ5JLF
QSO: 28000 PH 2016-03-27 1531 IZ5JLF        59     286 CX1DZ         59     384
QSO: 28000 PH 2016-03-27 1533 IZ5JLF        59     287 LW5DPG        59     135
QSO: 28000 PH 2016-03-27 1535 IZ5JLF        59     288 LU9DA         59     041
QSO: 28000 PH 2016-03-27 1538 IZ5JLF        59     289 D41CV         59     931
QSO: 28000 PH 2016-03-27 1542 IZ5JLF        59     290 PU8MRS        59     106
QSO: 21000 PH 2016-03-27 1553 IZ5JLF        59     291 ZS9Z          59     421
QSO: 21000 PH 2016-03-27 1600 IZ5JLF        59     292 ZV5O          59    1876
QSO: 21000 PH 2016-03-27 1603 IZ5JLF        59     293 K3ZO          59    2507
QSO: 21000 PH 2016-03-27 1605 IZ5JLF        59     294 CE3CT         59    2636
QSO: 21000 PH 2016-03-27 1609 IZ5JLF        59     295 LT1F          59    2723
QSO: 21000 PH 2016-03-27 1614 IZ5JLF        59     296 KU3K          59    3259
QSO: 14000 PH 2016-03-27 1622 IZ5JLF        59     297 CT1BXT        59     807
QSO: 14000 PH 2016-03-27 1624 IZ5JLF        59     298 7Z1SJ         59    1480
QSO: 14000 PH 2016-03-27 1630 IZ5JLF        59     299 CR6K          59    2522
QSO: 14000 PH 2016-03-27 1632 IZ5JLF        59     300 UA5C          59     812
QSO: 28000 PH 2016-03-27 1641 IZ5JLF        59     301 LR1E          59     932
QSO: 28000 PH 2016-03-27 1643 IZ5JLF        59     302 PU7DEF        59     109
QSO: 28000 PH 2016-03-27 1645 IZ5JLF        59     303 LU1MPK        59     522
QSO: 28000 PH 2016-03-27 1647 IZ5JLF        59     304 CV3D          59    1030
QSO: 28000 PH 2016-03-27 1651 IZ5JLF        59     305 PQ5B          59    3188
QSO: 28000 PH 2016-03-27 1652 IZ5JLF        59     306 LT7F          59     502
QSO: 21000 PH 2016-03-27 1843 IZ5JLF        59     307 KP4RV         59    1539
QSO: 21000 PH 2016-03-27 1845 IZ5JLF        59     308 VY2ZM         59    4077
QSO: 21000 PH 2016-03-27 1847 IZ5JLF        59     309 OE2S          59    2497
QSO: 21000 PH 2016-03-27 1848 IZ5JLF        59     310 ZP5WBM        59     783
QSO: 21000 PH 2016-03-27 1850 IZ5JLF        59     311 NP2P          59    2147
QSO: 21000 PH 2016-03-27 1852 IZ5JLF        59     312 PS5A          59    1500
QSO: 21000 PH 2016-03-27 1853 IZ5JLF        59     313 HI3TT         59    1025
QSO: 21000 PH 2016-03-27 1854 IZ5JLF        59     314 ZW5B          59    1644
QSO: 21000 PH 2016-03-27 1856 IZ5JLF        59     315 CN2AA         59    3871
QSO: 21000 PH 2016-03-27 1906 IZ5JLF        59     316 K4BAI         59    1861
QSO: 14000 PH 2016-03-27 1919 IZ5JLF        59     317 IB2A          59    1153
QSO: 14000 PH 2016-03-27 1921 IZ5JLF        59     318 RZ3Z          59     695
QSO: 14000 PH 2016-03-27 1922 IZ5JLF        59     319 R7CA          59     872
QSO: 14000 PH 2016-03-27 1924 IZ5JLF        59     320 VO1DJT        59     243
QSO: 14000 PH 2016-03-27 1926 IZ5JLF        59     321 PX5E          59    3879
QSO: 14000 PH 2016-03-27 1928 IZ5JLF        59     322 KB3WD         59    2958
QSO: 14000 PH 2016-03-27 1930 IZ5JLF        59     323 HA3DX         59    2107
QSO: 14000 PH 2016-03-27 1937 IZ5JLF        59     324 DQ2C          59    3954
QSO: 21000 PH 2016-03-27 1944 IZ5JLF        59     325 PX2A          59    1933
QSO: 21000 PH 2016-03-27 1946 IZ5JLF        59     326 FG4KH         59    1769
QSO: 21000 PH 2016-03-27 1948 IZ5JLF        59     327 W9IU          59     962
QSO: 21000 PH 2016-03-27 1950 IZ5JLF        59     328 N8BI          59    1335
QSO: 21000 PH 2016-03-27 1951 IZ5JLF        59     329 PY2HT         59     556
QSO: 21000 PH 2016-03-27 1955 IZ5JLF        59     330 KE3X          59    3944
QSO: 21000 PH 2016-03-27 2000 IZ5JLF        59     331 YY4KCV        59     252
QSO: 21000 PH 2016-03-27 2006 IZ5JLF        59     332 N3OC          59    1297
QSO: 21000 PH 2016-03-27 2008 IZ5JLF        59     333 CO2GG         59     757
QSO: 21000 PH 2016-03-27 2012 IZ5JLF        59     334 WP4PGY        59    1940
QSO: 21000 PH 2016-03-27 2015 IZ5JLF        59     335 TI2OY         59    1223
QSO: 21000 PH 2016-03-27 2017 IZ5JLF        59     336 W9SN          59     022
QSO: 21000 PH 2016-03-27 2019 IZ5JLF        59     337 AD4TR         59    2000
QSO: 21000 PH 2016-03-27 2020 IZ5JLF        59     338 P43E          59     716
QSO: 21000 PH 2016-03-27 2029 IZ5JLF        59     339 LU7MT         59    1028
QSO: 21000 PH 2016-03-27 2030 IZ5JLF        59     340 DL2ARD        59    2595
QSO: 21000 PH 2016-03-27 2031 IZ5JLF        59     341 N3AD          59     045
QSO: 21000 PH 2016-03-27 2033 IZ5JLF        59     342 VA2EW         59    1751
QSO: 21000 PH 2016-03-27 2036 IZ5JLF        59     343 NA8V          59    2151
QSO: 21000 PH 2016-03-27 2041 IZ5JLF        59     344 TI0DX         59    2465
QSO: 21000 PH 2016-03-27 2045 IZ5JLF        59     345 HK6F          59     947
END-OF-LOG:
