START-OF-LOG: 3.0
CALLSIGN: WN4AFP
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 272412
NAME: Dave Edmonds
LOCATION: SC
OPERATORS: WN4AFP
CLUB: Swamp Fox Contest Group
CERTIFICATE: YES
CREATED-BY: N3FJP's CQ WPX Contest Log 3.7
SOAPBOX: wow! This was my first All Band Low Power effort!
QSO: 28000 PH 2016-03-27 1706 WN4AFP        59  305    LU1MPK        59  533    0
QSO: 28000 PH 2016-03-27 1708 WN4AFP        59  306    P40AUA        59  376    0
QSO: 28000 PH 2016-03-27 1710 WN4AFP        59  307    YV1KK         59  3104   0
QSO: 28000 PH 2016-03-27 1710 WN4AFP        59  308    PU2UAF        59  280    0
QSO: 21000 PH 2016-03-27 1714 WN4AFP        59  309    WA2IKL        59  12     0
QSO: 21000 PH 2016-03-27 1722 WN4AFP        59  310    KH6J          59  1890   0
QSO: 21000 PH 2016-03-27 1724 WN4AFP        59  311    IK6GPZ        59  837    0
QSO: 21000 PH 2016-03-27 1726 WN4AFP        59  312    ED1R          59  3046   0
QSO: 21000 PH 2016-03-27 1732 WN4AFP        59  313    VE6EX         59  849    0
QSO: 21000 PH 2016-03-27 1733 WN4AFP        59  314    4A1DX         59  524    0
QSO: 21000 PH 2016-03-27 1736 WN4AFP        59  315    KE2VB         59  2082   0
QSO: 28000 PH 2016-03-27 1742 WN4AFP        59  316    CA7CAQ        59  542    0
QSO: 28000 PH 2016-03-27 1743 WN4AFP        59  317    LU8EOT        59  658    0
QSO: 28000 PH 2016-03-27 1745 WN4AFP        59  318    CE3AA         59  1522   0
QSO: 28000 PH 2016-03-27 1747 WN4AFP        59  319    V43Z          59  2909   0
QSO: 28000 PH 2016-03-27 1750 WN4AFP        59  320    ZY5A          59  315    0
QSO: 14000 PH 2016-03-27 1759 WN4AFP        59  321    DQ2C          59  3805   0
QSO: 14000 PH 2016-03-27 1800 WN4AFP        59  322    OP2A          59  773    0
QSO: 14000 PH 2016-03-27 1801 WN4AFP        59  323    IK4HLQ        59  159    0
QSO: 14000 PH 2016-03-27 1804 WN4AFP        59  324    YT1A          59  1870   0
QSO: 14000 PH 2016-03-27 1806 WN4AFP        59  325    KL7RA         59  2654   0
QSO: 14000 PH 2016-03-27 1808 WN4AFP        59  326    PI4DX         59  3427   0
QSO: 14000 PH 2016-03-27 1811 WN4AFP        59  327    DR1A          59  424    0
QSO: 14000 PH 2016-03-27 1813 WN4AFP        59  328    OE3K          59  3063   0
QSO: 14000 PH 2016-03-27 1817 WN4AFP        59  329    LY26A         59  2442   0
QSO: 14000 PH 2016-03-27 1818 WN4AFP        59  330    S53T          59  1502   0
QSO: 14000 PH 2016-03-27 1825 WN4AFP        59  331    IW2HAJ        59  2930   0
QSO: 14000 PH 2016-03-27 1831 WN4AFP        59  332    EA5DFV        59  1976   0
QSO: 14000 PH 2016-03-27 1832 WN4AFP        59  333    OK7Z          59  1989   0
QSO: 14000 PH 2016-03-27 1834 WN4AFP        59  334    WC5T          59  1650   0
QSO: 14000 PH 2016-03-27 1834 WN4AFP        59  335    DP7D          59  2812   0
QSO: 14000 PH 2016-03-27 1836 WN4AFP        59  336    YL3FT         59  1888   0
QSO: 14000 PH 2016-03-27 1841 WN4AFP        59  337    F8CRH         59  2008   0
QSO: 14000 PH 2016-03-27 1842 WN4AFP        59  338    W5NN          59  215    0
QSO: 28000 PH 2016-03-27 1853 WN4AFP        59  339    HC5ZY         59  57     0
QSO: 28000 PH 2016-03-27 1855 WN4AFP        59  340    EA8TX         59  361    0
QSO: 28000 PH 2016-03-27 1900 WN4AFP        59  341    PZ5RA         59  512    0
QSO: 21000 PH 2016-03-27 1906 WN4AFP        59  342    ZY5A          59  1445   0
QSO: 21000 PH 2016-03-27 1908 WN4AFP        59  343    S59A          59  953    0
QSO: 21000 PH 2016-03-27 1909 WN4AFP        59  344    AD7JP         59  1245   0
QSO: 21000 PH 2016-03-27 1912 WN4AFP        59  345    CT1GVN        59  712    0
QSO: 21000 PH 2016-03-27 1914 WN4AFP        59  346    CR5A          59  1476   0
QSO: 21000 PH 2016-03-27 1923 WN4AFP        59  347    TF2LL         59  373    0
QSO: 21000 PH 2016-03-27 1925 WN4AFP        59  348    EF8U          59  2096   0
QSO: 21000 PH 2016-03-27 1929 WN4AFP        59  349    EA1XT         59  731    0
QSO: 21000 PH 2016-03-27 1934 WN4AFP        59  350    OK7W          59  1894   0
QSO: 21000 PH 2016-03-27 1937 WN4AFP        59  351    XE1AY         59  269    0
QSO: 21000 PH 2016-03-27 1942 WN4AFP        59  352    HK6F          59  876    0
QSO: 21000 PH 2016-03-27 1944 WN4AFP        59  353    VE6BBP        59  792    0
QSO: 21000 PH 2016-03-27 1944 WN4AFP        59  354    P43E          59  649    0
QSO: 21000 PH 2016-03-27 2013 WN4AFP        59  355    WZ7ZR         59  1548   0
QSO: 21000 PH 2016-03-27 2014 WN4AFP        59  356    EI7Y          59  1439   0
QSO: 21000 PH 2016-03-27 2015 WN4AFP        59  357    DL5AXX        59  404    0
QSO: 21000 PH 2016-03-27 2016 WN4AFP        59  358    W7YAQ         59  516    0
QSO: 21000 PH 2016-03-27 2017 WN4AFP        59  359    KS7T          59  368    0
QSO: 21000 PH 2016-03-27 2024 WN4AFP        59  360    DK0SU         59  110    0
QSO: 21000 PH 2016-03-27 2026 WN4AFP        59  361    KZ7X          59  429    0
QSO: 21000 PH 2016-03-27 2032 WN4AFP        59  362    9A5K          59  15     0
QSO: 21000 PH 2016-03-27 2035 WN4AFP        59  363    YU5A          59  1714   0
QSO: 28000 PH 2016-03-27 2037 WN4AFP        59  364    PU2WDX        59  342    0
QSO: 28000 PH 2016-03-27 2039 WN4AFP        59  365    PY2SBY        59  298    0
QSO: 28000 PH 2016-03-27 2040 WN4AFP        59  366    D41CV         59  1489   0
QSO: 28000 PH 2016-03-27 2044 WN4AFP        59  367    5E5E          59  504    0
QSO: 28000 PH 2016-03-27 2045 WN4AFP        59  368    LR1E          59  1232   0
QSO: 28000 PH 2016-03-27 2047 WN4AFP        59  369    ZY2B          59  955    0
QSO: 28000 PH 2016-03-27 2049 WN4AFP        59  370    ZZ2T          59  2627   0
QSO: 28000 PH 2016-03-27 2051 WN4AFP        59  371    PY2XC         59  337    0
QSO: 28000 PH 2016-03-27 2052 WN4AFP        59  372    ZV5O          59  639    0
QSO: 21000 PH 2016-03-27 2057 WN4AFP        59  373    G2F           59  3709   0
QSO: 21000 PH 2016-03-27 2058 WN4AFP        59  374    VE4VT         59  2184   0
QSO: 21000 PH 2016-03-27 2102 WN4AFP        59  375    W0ETT         59  399    0
QSO: 21000 PH 2016-03-27 2103 WN4AFP        59  376    VE9AA         59  1645   0
QSO: 21000 PH 2016-03-27 2107 WN4AFP        59  377    WR5O          59  1820   0
QSO: 21000 PH 2016-03-27 2110 WN4AFP        59  378    PY4TJ         59  509    0
QSO: 21000 PH 2016-03-27 2116 WN4AFP        59  379    KN5A          59  1764   0
QSO: 21000 PH 2016-03-27 2117 WN4AFP        59  380    EA5DFV        59  2083   0
QSO: 28000 PH 2016-03-27 2126 WN4AFP        59  381    CN2AA         59  390    0
QSO: 28000 PH 2016-03-27 2127 WN4AFP        59  382    PS2T          59  1011   0
QSO: 21000 PH 2016-03-27 2133 WN4AFP        59  383    HR2WW         59  986    0
QSO: 21000 PH 2016-03-27 2135 WN4AFP        59  384    VE9ML         59  798    0
QSO: 21000 PH 2016-03-27 2148 WN4AFP        59  385    FM5FJ         59  2      0
QSO: 21000 PH 2016-03-27 2151 WN4AFP        59  386    8P5A          59  6092   0
QSO: 21000 PH 2016-03-27 2151 WN4AFP        59  387    KD0JLE        59  173    0
QSO: 21000 PH 2016-03-27 2154 WN4AFP        59  388    V31MA         59  451    0
QSO: 21000 PH 2016-03-27 2157 WN4AFP        59  389    OA4SS         59  1521   0
QSO: 28000 PH 2016-03-27 2202 WN4AFP        59  390    PP5JY         59  156    0
QSO: 28000 PH 2016-03-27 2203 WN4AFP        59  391    PY4CK         59  130    0
QSO: 28000 PH 2016-03-27 2207 WN4AFP        59  392    TI2OY         59  1375   0
QSO: 28000 PH 2016-03-27 2222 WN4AFP        59  393    LU3ARE        59  127    0
QSO: 28000 PH 2016-03-27 2224 WN4AFP        59  394    PU5SSR        59  200    0
QSO: 28000 PH 2016-03-27 2227 WN4AFP        59  395    HK3TK         59  690    0
QSO: 28000 PH 2016-03-27 2230 WN4AFP        59  396    PU2PSP        59  313    0
QSO: 28000 PH 2016-03-27 2235 WN4AFP        59  397    PU2RAY        59  238    0
QSO: 21000 PH 2016-03-27 2240 WN4AFP        59  398    LU7MT         59  1250   0
QSO: 21000 PH 2016-03-27 2247 WN4AFP        59  399    WA7NB         59  1131   0
QSO:  7000 PH 2016-03-27 2255 WN4AFP        59  400    W4ML          59  1924   0
END-OF-LOG:
