START-OF-LOG: 3.0
CALLSIGN: OE1HHB
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 663040
NAME: Harald Hofbauer
LOCATION: DX
OPERATORS: OE1HHB
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger V14.9.0
SOAPBOX: Kenwood TS570D + vertical antennas on the 6th floor balcony.
QSO:  3500 PH 2016-03-26 0416 OE1HHB        59  0022   UA2F          59  0274
QSO:  3500 PH 2016-03-26 0417 OE1HHB        59  0023   OK7K          59  0489
QSO:  3500 PH 2016-03-26 0417 OE1HHB        59  0024   OH0X          59  0501
QSO:  3500 PH 2016-03-26 0419 OE1HHB        59  0025   5E5E          59  0492
QSO:  3500 PH 2016-03-26 0420 OE1HHB        59  0026   S54ZZ         59  0403
QSO:  3500 PH 2016-03-26 0421 OE1HHB        59  0027   HA3DX         59  0333
QSO:  3500 PH 2016-03-26 0422 OE1HHB        59  0028   EC2DX         59  0303
QSO:  3500 PH 2016-03-26 0422 OE1HHB        59  0029   OK7Z          59  0328
QSO:  3500 PH 2016-03-26 0423 OE1HHB        59  0030   PA9M          59  0325
QSO:  3500 PH 2016-03-26 0425 OE1HHB        59  0031   HG3M          59  0236
QSO:  3500 PH 2016-03-26 0426 OE1HHB        59  0032   F8CRH         59  0080
QSO:  3500 PH 2016-03-26 0427 OE1HHB        59  0033   HA3NU         59  0287
QSO:  3500 PH 2016-03-26 0429 OE1HHB        59  0034   IZ8JFL/1      59  0167
QSO:  3500 PH 2016-03-26 0430 OE1HHB        59  0035   EA3CI         59  0260
QSO:  7000 PH 2016-03-26 0439 OE1HHB        59  0036   IR8P          59  0447
QSO: 14000 PH 2016-03-26 0440 OE1HHB        59  0037   RQ4C          59  0143
QSO: 14000 PH 2016-03-26 0441 OE1HHB        59  0038   RW9QA         59  0184
QSO: 14000 PH 2016-03-26 0442 OE1HHB        59  0039   9K2K          59  0383
QSO: 14000 PH 2016-03-26 0442 OE1HHB        59  0040   RG5R          59  0120
QSO: 14000 PH 2016-03-26 0445 OE1HHB        59  0041   UA9MA         59  0443
QSO: 14000 PH 2016-03-26 0445 OE1HHB        59  0042   C4A           59  0102
QSO:  7000 PH 2016-03-26 0447 OE1HHB        59  0043   KT5J          59  0843
QSO:  7000 PH 2016-03-26 0449 OE1HHB        59  0044   NV9L          59  0381
QSO:  7000 PH 2016-03-26 0449 OE1HHB        59  0045   EW5Z          59  0437
QSO:  7000 PH 2016-03-26 0450 OE1HHB        59  0046   LY7A          59  0157
QSO:  7000 PH 2016-03-26 0451 OE1HHB        59  0047   RA3Y          59  0156
QSO:  7000 PH 2016-03-26 0452 OE1HHB        59  0048   OH6LI         59  0035
QSO:  7000 PH 2016-03-26 0453 OE1HHB        59  0049   WP2Z          59  0593
QSO:  7000 PH 2016-03-26 0454 OE1HHB        59  0050   EM140Y        59  0477
QSO:  3500 PH 2016-03-26 0457 OE1HHB        59  0051   M4U           59  0182
QSO:  3500 PH 2016-03-26 0457 OE1HHB        59  0052   DL0NM         59  0128
QSO:  7000 PH 2016-03-26 0459 OE1HHB        59  0053   OH6K          59  0208
QSO:  7000 PH 2016-03-26 0500 OE1HHB        59  0054   LY9A          59  0398
QSO:  7000 PH 2016-03-26 0502 OE1HHB        59  0055   Z33C          59  0260
QSO:  7000 PH 2016-03-26 0513 OE1HHB        59  0056   UT3UFH        59  0149
QSO:  7000 PH 2016-03-26 0515 OE1HHB        59  0057   SV8CRI        59  0119
QSO:  7000 PH 2016-03-26 0517 OE1HHB        59  0058   YP0C          59  0474
QSO:  7000 PH 2016-03-26 0518 OE1HHB        59  0059   YL9T          59  0274
QSO: 14000 PH 2016-03-26 0519 OE1HHB        59  0060   US7IA         59  0110
QSO: 14000 PH 2016-03-26 0520 OE1HHB        59  0061   4X7R          59  0479
QSO: 14000 PH 2016-03-26 0521 OE1HHB        59  0062   RA9AEA        59  0118
QSO: 14000 PH 2016-03-26 0524 OE1HHB        59  0063   A65BP         59  0566
QSO: 14000 PH 2016-03-26 0528 OE1HHB        59  0064   KH6J          59  0635
QSO: 14000 PH 2016-03-26 0528 OE1HHB        59  0065   4L0A          59  0679
QSO: 14000 PH 2016-03-26 0531 OE1HHB        59  0066   P33W          59  1002
QSO: 14000 PH 2016-03-26 0532 OE1HHB        59  0067   UP2L          59  0917
QSO: 14000 PH 2016-03-26 0533 OE1HHB        59  0068   SX9C          59  0137
QSO: 14000 PH 2016-03-26 0534 OE1HHB        59  0069   UY1IP         59  0132
QSO: 14000 PH 2016-03-26 0534 OE1HHB        59  0070   UT8IM         59  0279
QSO: 14000 PH 2016-03-26 0534 OE1HHB        59  0071   RW6AEW        59  0187
QSO: 14000 PH 2016-03-26 0536 OE1HHB        59  0072   TC2G          59  0093
QSO: 14000 PH 2016-03-26 0536 OE1HHB        59  0073   7Z1SJ         59  0359
QSO: 14000 PH 2016-03-26 0537 OE1HHB        59  0074   EA7ATX        59  0005
QSO: 14000 PH 2016-03-26 0537 OE1HHB        59  0075   4L8A          59  0112
QSO: 14000 PH 2016-03-26 0541 OE1HHB        59  0076   RD2D          59  0104
QSO: 14000 PH 2016-03-26 0543 OE1HHB        59  0077   P3F           59  0657
QSO: 14000 PH 2016-03-26 0544 OE1HHB        59  0078   US3EW         59  0160
QSO: 14000 PH 2016-03-26 0545 OE1HHB        59  0079   TC3P          59  0287
QSO: 21000 PH 2016-03-26 0548 OE1HHB        59  0080   BY2AA         59  0273
QSO: 21000 PH 2016-03-26 0549 OE1HHB        59  0081   RC9J          59  0286
QSO: 21000 PH 2016-03-26 0549 OE1HHB        59  0082   9K9K          59  0400
QSO: 21000 PH 2016-03-26 0551 OE1HHB        59  0083   4X7R          59  0541
QSO: 21000 PH 2016-03-26 0552 OE1HHB        59  0084   RK9LWA        59  0220
QSO:  7000 PH 2016-03-26 0603 OE1HHB        59  0085   DP7D          59  0387
QSO:  7000 PH 2016-03-26 0604 OE1HHB        59  0086   EN7P          59  0279
QSO:  7000 PH 2016-03-26 0606 OE1HHB        59  0087   LY2OU         59  0142
QSO:  7000 PH 2016-03-26 0607 OE1HHB        59  0088   UY2UQ         59  0232
QSO:  7000 PH 2016-03-26 0608 OE1HHB        59  0089   DC4A          59  0347
QSO:  7000 PH 2016-03-26 0609 OE1HHB        59  0090   OZ5E          59  0209
QSO:  7000 PH 2016-03-26 0609 OE1HHB        59  0091   LY4L          59  0447
QSO:  7000 PH 2016-03-26 0612 OE1HHB        59  0092   S51F          59  0445
QSO: 14000 PH 2016-03-26 0614 OE1HHB        59  0093   UV3QF         59  0163
QSO: 14000 PH 2016-03-26 0615 OE1HHB        59  0094   UP0L          59  0682
QSO: 14000 PH 2016-03-26 0617 OE1HHB        59  0095   UN6LN         59  0226
QSO: 14000 PH 2016-03-26 0617 OE1HHB        59  0096   UA5F          59  0076
QSO: 14000 PH 2016-03-26 0619 OE1HHB        59  0097   RW3XZ         59  0063
QSO: 14000 PH 2016-03-26 0620 OE1HHB        59  0098   UI5R          59  0316
QSO: 14000 PH 2016-03-26 0622 OE1HHB        59  0099   EC2DX         59  0435
QSO: 14000 PH 2016-03-26 0623 OE1HHB        59  0100   SJ2W          59  0256
QSO: 14000 PH 2016-03-26 0624 OE1HHB        59  0101   RW9USA        59  0603
QSO: 14000 PH 2016-03-26 0625 OE1HHB        59  0102   RK9AX         59  0401
QSO: 14000 PH 2016-03-26 0625 OE1HHB        59  0103   SV8CRI        59  0184
QSO: 14000 PH 2016-03-26 0626 OE1HHB        59  0104   RZ3Z          59  0105
QSO: 14000 PH 2016-03-26 0629 OE1HHB        59  0105   NL7V          59  0188
QSO: 14000 PH 2016-03-26 0640 OE1HHB        59  0106   JY9FC         59  0252
QSO: 14000 PH 2016-03-26 0642 OE1HHB        59  0107   EI7M          59  1717
QSO: 21000 PH 2016-03-26 0644 OE1HHB        59  0108   RJ4P          59  0521
QSO: 21000 PH 2016-03-26 0645 OE1HHB        59  0109   RA9AAA        59  0176
QSO: 21000 PH 2016-03-26 0647 OE1HHB        59  0110   UP9L          59  0385
QSO: 21000 PH 2016-03-26 0647 OE1HHB        59  0111   4Z7T          59  0280
QSO: 21000 PH 2016-03-26 0649 OE1HHB        59  0112   9K9Z          59  0402
QSO: 14000 PH 2016-03-26 0653 OE1HHB        59  0113   EA6/EI6DX     59  0034
QSO: 14000 PH 2016-03-26 0654 OE1HHB        59  0114   SV1PMH        59  0191
QSO: 14000 PH 2016-03-26 0656 OE1HHB        59  0115   EF2A          59  0579
QSO: 14000 PH 2016-03-26 0657 OE1HHB        59  0116   OG30OJ        59  0238
QSO: 14000 PH 2016-03-26 0658 OE1HHB        59  0117   UR5AS         59  0404
QSO: 14000 PH 2016-03-26 0700 OE1HHB        59  0118   EF8S          59  0017
QSO: 14000 PH 2016-03-26 0701 OE1HHB        59  0119   IT9STX        59  0158
QSO: 14000 PH 2016-03-26 0701 OE1HHB        59  0120   EB3CW         59  0023
QSO: 14000 PH 2016-03-26 0704 OE1HHB        59  0121   RV3FF         59  0633
QSO: 14000 PH 2016-03-26 0704 OE1HHB        59  0122   UA4S          59  0540
QSO: 14000 PH 2016-03-26 0706 OE1HHB        59  0123   OG3MS         59  0273
QSO: 14000 PH 2016-03-26 0710 OE1HHB        59  0124   GM2Y          59  0027
QSO: 14000 PH 2016-03-26 0717 OE1HHB        59  0125   KL7RA         59  0868
QSO: 14000 PH 2016-03-26 0724 OE1HHB        59  0126   TA1O          57  0042
QSO:  7000 PH 2016-03-26 0725 OE1HHB        59  0127   YR8D          59  0294
QSO:  7000 PH 2016-03-26 0726 OE1HHB        59  0128   OK1WCF        59  0438
QSO:  7000 PH 2016-03-26 0727 OE1HHB        59  0129   S56X          59  0439
QSO:  7000 PH 2016-03-26 0728 OE1HHB        59  0130   EI6JK         59  0426
QSO:  7000 PH 2016-03-26 0729 OE1HHB        59  0131   DL6NDW        59  0425
QSO:  7000 PH 2016-03-26 0730 OE1HHB        59  0132   OK4K          59  0547
QSO:  7000 PH 2016-03-26 0730 OE1HHB        59  0133   YT8A          59  0421
QSO:  7000 PH 2016-03-26 0731 OE1HHB        59  0134   DH8BQA        59  0247
QSO:  7000 PH 2016-03-26 0735 OE1HHB        59  0135   LA8OM         59  0117
QSO:  7000 PH 2016-03-26 0736 OE1HHB        59  0136   SQ9LOM        59  0055
QSO:  7000 PH 2016-03-26 0737 OE1HHB        59  0137   S51CK         59  0398
QSO:  7000 PH 2016-03-26 0737 OE1HHB        59  0138   YT6W          59  0310
QSO:  7000 PH 2016-03-26 0738 OE1HHB        59  0139   OR1Z          59  0130
QSO:  7000 PH 2016-03-26 0739 OE1HHB        59  0140   DL0NM         59  0424
QSO:  7000 PH 2016-03-26 0740 OE1HHB        59  0141   CN2AA         59  1207
QSO:  7000 PH 2016-03-26 0741 OE1HHB        59  0142   IZ3SQW        59  0029
QSO:  7000 PH 2016-03-26 0743 OE1HHB        59  0143   GM5X          59  0424
QSO:  7000 PH 2016-03-26 0744 OE1HHB        59  0144   IK6GPZ        59  0165
QSO:  7000 PH 2016-03-26 0745 OE1HHB        59  0145   TM0T          59  0896
QSO:  7000 PH 2016-03-26 0747 OE1HHB        59  0146   F4EIK         59  0071
QSO:  7000 PH 2016-03-26 0748 OE1HHB        59  0147   IK3UNA/1      59  0418
QSO:  7000 PH 2016-03-26 0749 OE1HHB        59  0148   LZ9W          59  0608
QSO:  7000 PH 2016-03-26 0750 OE1HHB        59  0149   ON4APU        59  0158
QSO:  7000 PH 2016-03-26 0751 OE1HHB        59  0150   IZ4TOA        59  0031
QSO: 21000 PH 2016-03-26 0754 OE1HHB        59  0151   E44YL         59  0106
QSO: 21000 PH 2016-03-26 0755 OE1HHB        59  0152   UA1ORK        59  0019
QSO: 21000 PH 2016-03-26 0756 OE1HHB        59  0153   9K2HN         59  0805
QSO: 21000 PH 2016-03-26 0758 OE1HHB        59  0154   UA9MA         59  0846
QSO: 21000 PH 2016-03-26 0758 OE1HHB        59  0155   UB4WAW        59  0126
QSO: 21000 PH 2016-03-26 0801 OE1HHB        59  0156   A73A          59  0287
QSO: 21000 PH 2016-03-26 0802 OE1HHB        59  0157   RJ4P          59  0713
QSO: 21000 PH 2016-03-26 0803 OE1HHB        59  0158   UA0UK         59  0255
QSO: 21000 PH 2016-03-26 0806 OE1HHB        59  0159   RK0UT         59  0606
QSO: 21000 PH 2016-03-26 0807 OE1HHB        59  0160   R8CT          59  0535
QSO: 21000 PH 2016-03-26 0810 OE1HHB        59  0161   UA9BA         59  0078
QSO: 21000 PH 2016-03-26 0810 OE1HHB        59  0162   RT1Q          59  0028
QSO: 14000 PH 2016-03-26 0813 OE1HHB        59  0163   YL9T          59  0484
QSO: 14000 PH 2016-03-26 0813 OE1HHB        59  0164   EA3QP         59  0132
QSO: 14000 PH 2016-03-26 0814 OE1HHB        59  0165   OH8NW         59  0348
QSO: 14000 PH 2016-03-26 0816 OE1HHB        59  0166   OH6K          59  0375
QSO: 14000 PH 2016-03-26 0817 OE1HHB        59  0167   YL3CW         59  0056
QSO: 14000 PH 2016-03-26 0818 OE1HHB        59  0168   CR6P          59  0198
QSO: 14000 PH 2016-03-26 0820 OE1HHB        59  0169   RL3BZ         59  0088
QSO: 14000 PH 2016-03-26 0821 OE1HHB        59  0170   ES1O          59  0244
QSO: 14000 PH 2016-03-26 0822 OE1HHB        59  0171   UT3EV         59  0172
QSO:  7000 PH 2016-03-26 0824 OE1HHB        59  0172   MD4K          59  0487
QSO:  7000 PH 2016-03-26 0825 OE1HHB        59  0173   DL7JAN        59  0125
QSO:  7000 PH 2016-03-26 0826 OE1HHB        59  0174   ON6NL         59  0043
QSO:  7000 PH 2016-03-26 0828 OE1HHB        59  0175   IN3EIS        59  0218
QSO:  7000 PH 2016-03-26 0829 OE1HHB        59  0176   DK7CH         59  0084
QSO:  7000 PH 2016-03-26 0830 OE1HHB        59  0177   S50D          59  0420
QSO:  7000 PH 2016-03-26 0831 OE1HHB        59  0178   PD9X          59  0144
QSO:  7000 PH 2016-03-26 0832 OE1HHB        59  0179   DJ6QT         59  0323
QSO:  7000 PH 2016-03-26 0835 OE1HHB        59  0180   DK8ZZ         59  0537
QSO: 14000 PH 2016-03-26 0837 OE1HHB        59  0181   UR7HCX        59  0073
QSO: 14000 PH 2016-03-26 0838 OE1HHB        59  0182   GM5X          59  0520
QSO: 14000 PH 2016-03-26 0839 OE1HHB        59  0183   ES1LS         59  0149
QSO: 14000 PH 2016-03-26 0841 OE1HHB        59  0184   R3DCX         59  0231
QSO: 21000 PH 2016-03-26 0846 OE1HHB        59  0185   R0AEE         59  0238
QSO: 21000 PH 2016-03-26 0848 OE1HHB        59  0186   UI9I          59  0535
QSO: 21000 PH 2016-03-26 0850 OE1HHB        59  0187   UA9LAO        59  0403
QSO: 21000 PH 2016-03-26 0852 OE1HHB        59  0188   UP2L          59  1250
QSO: 21000 PH 2016-03-26 0856 OE1HHB        59  0189   CR3W          59  0139
QSO: 21000 PH 2016-03-26 0858 OE1HHB        59  0190   RC9O          59  0873
QSO: 21000 PH 2016-03-26 0903 OE1HHB        59  0191   RK4W          59  0208
QSO: 21000 PH 2016-03-26 0904 OE1HHB        59  0192   UP0L          59  1085
QSO: 21000 PH 2016-03-26 0909 OE1HHB        59  0193   UN3M          59  0219
QSO: 14000 PH 2016-03-26 0912 OE1HHB        59  0194   EA2RCP        59  0009
QSO: 14000 PH 2016-03-26 0913 OE1HHB        59  0195   UT7QL         59  0234
QSO: 14000 PH 2016-03-26 0916 OE1HHB        59  0196   OH4XX         59  0226
QSO: 14000 PH 2016-03-26 0918 OE1HHB        59  0197   R7CA          59  0041
QSO: 14000 PH 2016-03-26 0921 OE1HHB        59  0198   OH5C          59  0137
QSO: 14000 PH 2016-03-26 0923 OE1HHB        59  0199   OH5TS         59  0151
QSO: 14000 PH 2016-03-26 0926 OE1HHB        59  0200   CN2AA         59  0229
QSO: 21000 PH 2016-03-26 0927 OE1HHB        59  0201   RQ4C          59  0371
QSO: 21000 PH 2016-03-26 0928 OE1HHB        59  0202   UA4S          59  0759
QSO: 21000 PH 2016-03-26 0930 OE1HHB        59  0203   A65BP         59  0905
QSO: 21000 PH 2016-03-26 0932 OE1HHB        59  0204   4Z5LY         59  0181
QSO: 21000 PH 2016-03-26 0933 OE1HHB        59  0205   UA9XL         59  0302
QSO: 21000 PH 2016-03-26 0936 OE1HHB        59  0206   R9SBH         59  0109
QSO: 28000 PH 2016-03-26 0938 OE1HHB        59  0207   A71AE         59  0620
QSO:  7000 PH 2016-03-26 0950 OE1HHB        59  0208   OT5X          59  0271
QSO:  7000 PH 2016-03-26 0952 OE1HHB        59  0209   G3PXT         59  0090
QSO:  7000 PH 2016-03-26 0953 OE1HHB        59  0210   LZ5K          59  0292
QSO: 14000 PH 2016-03-26 0955 OE1HHB        59  0211   ED1B          59  0019
QSO: 14000 PH 2016-03-26 0956 OE1HHB        59  0212   EF1W          59  0372
QSO: 14000 PH 2016-03-26 1002 OE1HHB        59  0213   UD4FD         59  0422
QSO: 14000 PH 2016-03-26 1002 OE1HHB        59  0214   MM3T          59  0106
QSO: 14000 PH 2016-03-26 1003 OE1HHB        59  0215   MW0TBI        59  0033
QSO: 14000 PH 2016-03-26 1004 OE1HHB        59  0216   RA3Y          59  0472
QSO: 14000 PH 2016-03-26 1005 OE1HHB        59  0217   VY2ZM         59  0684
QSO: 14000 PH 2016-03-26 1015 OE1HHB        59  0218   R2AD          59  0309
QSO: 14000 PH 2016-03-26 1017 OE1HHB        59  0219   5E5E          59  0529
QSO: 21000 PH 2016-03-26 1019 OE1HHB        59  0220   RU9CC         59  0091
QSO: 21000 PH 2016-03-26 1021 OE1HHB        59  0221   A93JA         59  0611
QSO: 21000 PH 2016-03-26 1024 OE1HHB        59  0222   A71SS         59  0603
QSO: 21000 PH 2016-03-26 1127 OE1HHB        59  0223   UA9R          59  0353
QSO: 14000 PH 2016-03-26 1130 OE1HHB        59  0224   UA6LUQ        59  0209
QSO: 14000 PH 2016-03-26 1131 OE1HHB        59  0225   RU1M          59  0424
QSO: 14000 PH 2016-03-26 1135 OE1HHB        59  0226   RU4AA         59  0328
QSO: 14000 PH 2016-03-26 1136 OE1HHB        59  0227   EI5KF         59  0379
QSO: 21000 PH 2016-03-26 1139 OE1HHB        59  0228   R9RA          59  0327
QSO: 21000 PH 2016-03-26 1141 OE1HHB        59  0229   RV9DC         59  0038
QSO: 21000 PH 2016-03-26 1143 OE1HHB        59  0230   EF8U          59  0327
QSO: 14000 PH 2016-03-26 1149 OE1HHB        59  0231   RU1A          59  1590
QSO: 14000 PH 2016-03-26 1153 OE1HHB        59  0232   EA5DFV        59  0324
QSO: 14000 PH 2016-03-26 1153 OE1HHB        59  0233   RQ6M          59  0240
QSO: 21000 PH 2016-03-26 1158 OE1HHB        59  0234   9K2K          59  0885
QSO: 21000 PH 2016-03-26 1203 OE1HHB        59  0235   KQ2M          59  0527
QSO:  7000 PH 2016-03-26 1206 OE1HHB        59  0236   IZ1DGG        59  0208
QSO:  7000 PH 2016-03-26 1207 OE1HHB        59  0237   IW2MWC        59  0160
QSO: 14000 PH 2016-03-26 1210 OE1HHB        59  0238   GW4EVX        59  0142
QSO: 14000 PH 2016-03-26 1211 OE1HHB        59  0239   RT73GP        59  0128
QSO: 14000 PH 2016-03-26 1214 OE1HHB        59  0240   UW2M          59  1110
QSO: 21000 PH 2016-03-26 1223 OE1HHB        59  0241   VE3EJ         59  0915
QSO: 21000 PH 2016-03-26 1227 OE1HHB        59  0242   AC1U          59  1096
QSO: 14000 PH 2016-03-26 1239 OE1HHB        59  0243   UW6M          59  0373
QSO: 14000 PH 2016-03-26 1241 OE1HHB        59  0244   F4KIR         59  0513
QSO: 14000 PH 2016-03-26 1246 OE1HHB        59  0245   F6DZU         59  0505
QSO: 21000 PH 2016-03-26 1249 OE1HHB        59  0246   PX5E          59  1396
QSO:  7000 PH 2016-03-26 1254 OE1HHB        59  0247   OK1HFP        59  0302
QSO:  7000 PH 2016-03-26 1255 OE1HHB        59  0248   YT3EE         59  0010
QSO: 14000 PH 2016-03-26 1256 OE1HHB        59  0249   MM1E          59  0211
QSO: 14000 PH 2016-03-26 1257 OE1HHB        59  0250   UA3RN         59  0036
QSO: 14000 PH 2016-03-26 1301 OE1HHB        59  0251   R1566O        59  0235
QSO: 14000 PH 2016-03-26 1303 OE1HHB        59  0252   UP9L          59  0763
QSO: 14000 PH 2016-03-26 1307 OE1HHB        59  0253   ED1R          59  0898
QSO: 14000 PH 2016-03-26 1307 OE1HHB        59  0254   MD4K          59  0615
QSO: 14000 PH 2016-03-26 1308 OE1HHB        59  0255   RA3XDX        59  0034
QSO: 14000 PH 2016-03-26 1320 OE1HHB        59  0256   RM7C          59  0244
QSO: 14000 PH 2016-03-26 1321 OE1HHB        59  0257   RK3DYB        59  0306
QSO: 14000 PH 2016-03-26 1322 OE1HHB        59  0258   R1FZ          59  0194
QSO: 14000 PH 2016-03-26 1324 OE1HHB        59  0259   RW8T          59  0434
QSO: 21000 PH 2016-03-26 1327 OE1HHB        59  0260   HZ1TL         59  0446
QSO: 21000 PH 2016-03-26 1329 OE1HHB        59  0261   R9CZA         59  0061
QSO: 21000 PH 2016-03-26 1333 OE1HHB        59  0262   5E5E          59  0704
QSO: 14000 PH 2016-03-26 1337 OE1HHB        59  0263   OH0X          59  1264
QSO: 14000 PH 2016-03-26 1348 OE1HHB        59  0264   A61SM         59  0653
QSO: 14000 PH 2016-03-26 1353 OE1HHB        59  0265   SE5L          59  0152
QSO: 14000 PH 2016-03-26 1354 OE1HHB        59  0266   US0HZ         59  0765
QSO: 14000 PH 2016-03-26 1355 OE1HHB        59  0267   TC101SO       59  0073
QSO: 14000 PH 2016-03-26 1357 OE1HHB        59  0268   OG7A          59  0210
QSO: 14000 PH 2016-03-26 1359 OE1HHB        59  0269   NR7DX         59  0173
QSO:  7000 PH 2016-03-26 1408 OE1HHB        59  0270   LZ1QI         59  0150
QSO:  7000 PH 2016-03-26 1410 OE1HHB        59  0271   OM3IAG        59  0166
QSO:  7000 PH 2016-03-26 1413 OE1HHB        59  0272   IR2R          59  0534
QSO: 14000 PH 2016-03-26 1415 OE1HHB        59  0273   IS0BSR        59  0492
QSO: 14000 PH 2016-03-26 1416 OE1HHB        59  0274   RN6L          59  0248
QSO: 21000 PH 2016-03-26 1421 OE1HHB        59  0275   CN2AA         59  1084
QSO: 21000 PH 2016-03-26 1431 OE1HHB        59  0276   YB0NDT        59  0695
QSO: 21000 PH 2016-03-26 1442 OE1HHB        59  0277   VC2A          59  0743
QSO: 14000 PH 2016-03-26 1445 OE1HHB        59  0278   EI4GYB        59  0052
QSO: 14000 PH 2016-03-26 1446 OE1HHB        59  0279   RM3DA         59  0660
QSO: 14000 PH 2016-03-26 1448 OE1HHB        59  0280   IB9P          59  0377
QSO: 14000 PH 2016-03-26 1452 OE1HHB        59  0281   SJ3A          59  0414
QSO: 14000 PH 2016-03-26 1454 OE1HHB        59  0282   R3GZ          59  0160
QSO: 14000 PH 2016-03-26 1456 OE1HHB        59  0283   UR6EA         59  0903
QSO:  7000 PH 2016-03-26 1457 OE1HHB        59  0284   PD1RO         59  0128
QSO:  7000 PH 2016-03-26 1500 OE1HHB        59  0285   YU4ZZ         59  0225
QSO: 14000 PH 2016-03-26 1503 OE1HHB        59  0286   RA9AAA        59  0472
QSO: 14000 PH 2016-03-26 1505 OE1HHB        59  0287   TC2MK         59  0809
QSO: 14000 PH 2016-03-26 1507 OE1HHB        59  0288   IT9EWR        59  0288
QSO: 14000 PH 2016-03-26 1507 OE1HHB        59  0289   ED3T          59  0271
QSO: 14000 PH 2016-03-26 1509 OE1HHB        59  0290   UA9BA         59  0412
QSO: 14000 PH 2016-03-26 1511 OE1HHB        59  0291   RT9T/3        59  0098
QSO: 21000 PH 2016-03-26 1529 OE1HHB        59  0292   P49Y          59  1696
QSO: 21000 PH 2016-03-26 1531 OE1HHB        59  0293   NR5M          59  1417
QSO: 21000 PH 2016-03-26 1535 OE1HHB        59  0294   VE9CB         59  1136
QSO: 14000 PH 2016-03-26 1539 OE1HHB        59  0295   RU5A          59  0230
QSO: 14000 PH 2016-03-26 1540 OE1HHB        59  0296   RZ9U          59  0579
QSO: 14000 PH 2016-03-26 1547 OE1HHB        59  0297   UG3G          59  0142
QSO: 14000 PH 2016-03-26 1549 OE1HHB        59  0298   OE3K          59  1183
QSO: 14000 PH 2016-03-26 1553 OE1HHB        59  0299   GW9X          59  0159
QSO: 14000 PH 2016-03-26 1557 OE1HHB        59  0300   RU3C          59  0273
QSO: 21000 PH 2016-03-26 1603 OE1HHB        59  0301   8P5A          59  2199
QSO: 21000 PH 2016-03-26 1605 OE1HHB        59  0302   TO972M        59  1168
QSO:  7000 PH 2016-03-26 1608 OE1HHB        59  0303   HG8R          59  0898
QSO:  7000 PH 2016-03-26 1610 OE1HHB        59  0304   RC9O          59  1718
QSO: 14000 PH 2016-03-26 1613 OE1HHB        59  0305   GM3D          59  0366
QSO: 14000 PH 2016-03-26 1622 OE1HHB        59  0306   RT8U          59  0243
