START-OF-LOG: 3.0
CALLSIGN: VU2DED
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 185472
NAME: AJAYA GUPTA
LOCATION: DX
OPERATORS: VU2DED
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5555.0
SOAPBOX: Working conditions - ICOM IC-707 barefoot with Trap Dipole.
QSO: 21000 PH 2016-03-26 0612 VU2DED        59  0025   S59A          59  0092
QSO: 21000 PH 2016-03-26 0616 VU2DED        59  0026   UK/JE1RZR     59  0017
QSO: 21000 PH 2016-03-26 0617 VU2DED        59  0027   YP8T          59  0453
QSO: 21000 PH 2016-03-26 0617 VU2DED        59  0028   LY1R          59  0005
QSO: 21000 PH 2016-03-26 0618 VU2DED        59  0029   AT5R          59  0042
QSO: 21000 PH 2016-03-26 0620 VU2DED        59  0030   YL2KO         59  0112
QSO: 21000 PH 2016-03-26 0623 VU2DED        59  0031   OK7W          59  0056
QSO: 21000 PH 2016-03-26 0625 VU2DED        59  0032   SM2S          59  0115
QSO: 21000 PH 2016-03-26 0626 VU2DED        59  0033   S59N          59  0003
QSO: 21000 PH 2016-03-26 0628 VU2DED        59  0034   HG7T          59  0089
QSO: 21000 PH 2016-03-26 0629 VU2DED        59  0035   UI5R          59  0320
QSO: 21000 PH 2016-03-26 0631 VU2DED        59  0036   RU1A          59  0814
QSO: 21000 PH 2016-03-26 0640 VU2DED        59  0037   OK7Z          59  0505
QSO: 21000 PH 2016-03-26 0644 VU2DED        59  0038   BA7QT         59  0294
QSO: 21000 PH 2016-03-26 0650 VU2DED        59  0039   EA3CX         59  0037
QSO: 21000 PH 2016-03-26 0653 VU2DED        59  0040   UW1M          59  0200
QSO: 21000 PH 2016-03-26 0655 VU2DED        59  0041   DL2ARD        59  0071
QSO: 21000 PH 2016-03-26 0657 VU2DED        59  0042   ES6RW         59  0180
QSO: 21000 PH 2016-03-26 0659 VU2DED        59  0043   OE3K          59  0753
QSO: 21000 PH 2016-03-26 0702 VU2DED        59  0044   VU3WDN        59  0013
QSO: 21000 PH 2016-03-26 0703 VU2DED        59  0045   OG73X         59  0362
QSO: 21000 PH 2016-03-26 0704 VU2DED        59  0046   OH0X          59  0756
QSO: 21000 PH 2016-03-26 0710 VU2DED        59  0047   SV3AQR        59  0035
QSO: 21000 PH 2016-03-26 0713 VU2DED        59  0048   LZ4T          59  0360
QSO: 21000 PH 2016-03-26 0715 VU2DED        59  0049   S560C         59  0767
QSO: 21000 PH 2016-03-26 0719 VU2DED        59  0050   UR3GU         59  0183
QSO: 21000 PH 2016-03-26 0721 VU2DED        59  0051   HZ1TL         59  0365
QSO: 21000 PH 2016-03-26 0722 VU2DED        59  0052   PA3EVY        59  0227
QSO: 21000 PH 2016-03-26 0725 VU2DED        59  0053   JY9FC         59  0322
QSO: 21000 PH 2016-03-26 0727 VU2DED        59  0054   OM3IAG        59  0052
QSO: 21000 PH 2016-03-26 0729 VU2DED        59  0055   OM5ZW         59  0878
QSO: 21000 PH 2016-03-26 0732 VU2DED        59  0056   UA4S          59  0585
QSO: 21000 PH 2016-03-26 0736 VU2DED        59  0057   EW5Z          59  0760
QSO: 21000 PH 2016-03-26 0738 VU2DED        59  0058   OR3A          59  0011
QSO: 28000 PH 2016-03-26 0751 VU2DED        59  0059   AT5R          59  0026
QSO: 21000 PH 2016-03-26 0756 VU2DED        59  0060   E7DX          59  1173
QSO: 21000 PH 2016-03-26 0756 VU2DED        59  0061   C4A           59  0258
QSO: 21000 PH 2016-03-26 0840 VU2DED        59  0062   SP8H          59  0034
QSO: 21000 PH 2016-03-26 0842 VU2DED        59  0063   UP2L          59  1484
QSO: 21000 PH 2016-03-26 0846 VU2DED        59  0064   IN3ZNR        59  0196
QSO: 21000 PH 2016-03-26 0847 VU2DED        59  0065   YT7Z          59  0177
QSO: 21000 PH 2016-03-26 0848 VU2DED        59  0066   OH2KW         59  0039
QSO: 21000 PH 2016-03-26 0853 VU2DED        59  0067   ES7GM         59  0816
QSO: 21000 PH 2016-03-26 0858 VU2DED        59  0068   SN1D          59  0627
QSO: 21000 PH 2016-03-26 0903 VU2DED        59  0069   OK1KQH        59  0213
QSO: 21000 PH 2016-03-26 0908 VU2DED        59  0070   UV5U          59  0017
QSO: 28000 PH 2016-03-26 0911 VU2DED        59  0071   9K9K          59  0699
QSO: 28000 PH 2016-03-26 0914 VU2DED        59  0072   HS0ZHC        59  0417
QSO: 28000 PH 2016-03-26 0915 VU2DED        59  0073   A73A          59  0079
QSO: 21000 PH 2016-03-26 0918 VU2DED        59  0074   EA5DFV        59  0131
QSO: 21000 PH 2016-03-26 0919 VU2DED        59  0075   LY26A         59  0023
QSO: 21000 PH 2016-03-26 0921 VU2DED        59  0076   OG6N          59  0279
QSO: 21000 PH 2016-03-26 0924 VU2DED        59  0077   YC1CT         59  0015
QSO: 21000 PH 2016-03-26 0925 VU2DED        59  0078   UW5ZM         59  0201
QSO: 21000 PH 2016-03-26 0927 VU2DED        59  0079   TM0T          59  1122
QSO: 21000 PH 2016-03-26 0929 VU2DED        59  0080   UT7HA         59  0398
QSO: 21000 PH 2016-03-26 0933 VU2DED        59  0081   RU9CC         59  0011
QSO: 21000 PH 2016-03-26 0943 VU2DED        59  0082   9M2GET        59  0407
QSO: 21000 PH 2016-03-26 0945 VU2DED        59  0083   5E5E          59  0251
QSO: 21000 PH 2016-03-26 0949 VU2DED        59  0084   GM5X          59  0688
QSO: 21000 PH 2016-03-26 0952 VU2DED        59  0085   RJ4P          59  0999
QSO: 21000 PH 2016-03-26 1006 VU2DED        59  0086   R3KM          59  0100
QSO: 28000 PH 2016-03-26 1016 VU2DED        59  0087   IR9W          59  0030
QSO: 21000 PH 2016-03-26 1021 VU2DED        59  0088   DP7D          59  0761
QSO: 21000 PH 2016-03-26 1032 VU2DED        59  0089   LZ9W          59  0342
QSO: 21000 PH 2016-03-26 1033 VU2DED        59  0090   SN7D          59  0491
QSO: 21000 PH 2016-03-26 1042 VU2DED        59  0091   HS0AC         59  0401
QSO: 21000 PH 2016-03-26 1044 VU2DED        59  0092   R6FDD         59  0190
QSO: 28000 PH 2016-03-26 1054 VU2DED        59  0093   D41CV         59  0026
QSO: 21000 PH 2016-03-26 1059 VU2DED        59  0094   M0WUT         59  0377
QSO: 21000 PH 2016-03-26 1106 VU2DED        59  0095   IT9BTI        59  0166
QSO: 21000 PH 2016-03-26 1110 VU2DED        59  0096   OG3MS         59  0405
QSO: 21000 PH 2016-03-26 1119 VU2DED        59  0097   IV3SKB        59  0047
QSO: 21000 PH 2016-03-26 1122 VU2DED        59  0098   DL7ON         59  0020
QSO: 21000 PH 2016-03-26 1132 VU2DED        59  0099   RT9YA         59  0178
QSO: 21000 PH 2016-03-26 1133 VU2DED        59  0100   RA3Y          59  0370
QSO: 21000 PH 2016-03-26 1139 VU2DED        59  0101   VU2KWJ        59  0098
QSO: 21000 PH 2016-03-26 1140 VU2DED        59  0102   PI4DX         59  0941
QSO: 21000 PH 2016-03-26 1142 VU2DED        59  0103   9M4SG         59  0173
QSO: 21000 PH 2016-03-26 1147 VU2DED        59  0104   4S7AB         59  0299
QSO: 21000 PH 2016-03-26 1150 VU2DED        59  0105   SM2T          59  0192
QSO: 21000 PH 2016-03-26 1154 VU2DED        59  0106   9K9K          59  0890
QSO: 21000 PH 2016-03-26 1202 VU2DED        59  0107   YB1C          59  0273
QSO: 21000 PH 2016-03-26 1205 VU2DED        59  0108   A61SM         59  0456
QSO: 21000 PH 2016-03-26 1212 VU2DED        59  0109   YB0NDT        59  0566
QSO: 21000 PH 2016-03-26 1214 VU2DED        59  0110   KQ2M          59  0568
QSO: 21000 PH 2016-03-26 1216 VU2DED        59  0111   YL2SM         59  0813
QSO: 21000 PH 2016-03-26 1232 VU2DED        59  0112   DC4A          59  0577
QSO: 21000 PH 2016-03-26 1236 VU2DED        59  0113   4S7JL         59  0092
QSO: 21000 PH 2016-03-26 1238 VU2DED        59  0114   4O/AA7XT      59  0074
QSO: 21000 PH 2016-03-26 1241 VU2DED        59  0115   Z35T          59  0217
QSO: 21000 PH 2016-03-26 1244 VU2DED        59  0116   YL3FT         59  0797
QSO: 21000 PH 2016-03-26 1247 VU2DED        59  0117   LY7A          59  0202
QSO: 21000 PH 2016-03-26 1250 VU2DED        59  0118   UX5UO         59  0112
QSO: 21000 PH 2016-03-26 1309 VU2DED        59  0119   IR4M          59  1390
QSO: 14000 PH 2016-03-26 1317 VU2DED        59  0120   DP6A          59  0311
QSO: 14000 PH 2016-03-26 1322 VU2DED        59  0121   YB1C          59  0128
QSO: 14000 PH 2016-03-26 1324 VU2DED        59  0122   SJ2W          59  1255
QSO: 14000 PH 2016-03-26 1330 VU2DED        59  0123   OH0X          59  1247
QSO: 14000 PH 2016-03-26 1337 VU2DED        59  0124   A73A          59  0407
QSO: 14000 PH 2016-03-26 1340 VU2DED        59  0125   US0HZ         59  0742
QSO: 14000 PH 2016-03-26 1343 VU2DED        59  0126   DM9EE         59  0041
QSO: 14000 PH 2016-03-26 1348 VU2DED        59  0127   EN4U          59  1007
QSO: 14000 PH 2016-03-26 1349 VU2DED        59  0128   9M2SI         59  0364
QSO: 14000 PH 2016-03-26 1350 VU2DED        59  0129   RT0F          59  1231
QSO: 14000 PH 2016-03-26 1355 VU2DED        59  0130   US5D          59  0440
QSO: 21000 PH 2016-03-26 1409 VU2DED        59  0131   8S0C          59  0398
QSO: 21000 PH 2016-03-26 1414 VU2DED        59  0132   WZ4F          59  0979
QSO: 21000 PH 2016-03-26 1415 VU2DED        59  0133   OH6LI         59  0696
QSO: 21000 PH 2016-03-26 1425 VU2DED        59  0134   K4PV          59  0595
QSO: 21000 PH 2016-03-26 1429 VU2DED        59  0135   WQ6SL         59  0846
QSO: 21000 PH 2016-03-26 1434 VU2DED        59  0136   NM5O          59  0624
QSO: 21000 PH 2016-03-26 1437 VU2DED        59  0137   OG7O          59  0093
QSO: 21000 PH 2016-03-26 1438 VU2DED        59  0138   K3UA          59  0559
QSO: 21000 PH 2016-03-26 1442 VU2DED        59  0139   I2WIJ         59  0055
QSO: 21000 PH 2016-03-26 1449 VU2DED        59  0140   OK1WCF        59  0741
QSO: 21000 PH 2016-03-26 1450 VU2DED        59  0141   OZ5E          59  0190
QSO: 21000 PH 2016-03-26 1452 VU2DED        59  0142   OZ1NLD        59  0250
QSO: 14000 PH 2016-03-26 1505 VU2DED        59  0143   II0I          59  0251
QSO: 14000 PH 2016-03-26 1518 VU2DED        59  0144   HS0ZLE        59  0134
QSO: 14000 PH 2016-03-26 1519 VU2DED        59  0145   IK0PHY        59  0807
QSO: 14000 PH 2016-03-26 1526 VU2DED        59  0146   LZ9W          59  0908
QSO: 14000 PH 2016-03-26 1529 VU2DED        59  0147   YB5BOY        59  0211
QSO: 14000 PH 2016-03-26 1653 VU2DED        59  0148   VU2YVK        59  0303
QSO: 14000 PH 2016-03-26 1706 VU2DED        59  0149   9M2GET        59  0629
QSO:  7000 PH 2016-03-26 1715 VU2DED        59  0150   HG8R          59  0990
QSO:  7000 PH 2016-03-26 1717 VU2DED        59  0151   US1I          59  0733
QSO:  7000 PH 2016-03-26 1730 VU2DED        59  0152   A73A          59  0332
QSO:  7000 PH 2016-03-26 1734 VU2DED        59  0153   ES7GM         59  1379
QSO:  7000 PH 2016-03-26 2204 VU2DED        59  0154   HG3M          59  0681
QSO:  7000 PH 2016-03-26 2206 VU2DED        59  0155   OK4K          59  0844
QSO:  7000 PH 2016-03-26 2210 VU2DED        59  0156   4L0A          59  2781
QSO:  7000 PH 2016-03-26 2214 VU2DED        59  0157   S53M          59  0741
QSO:  7000 PH 2016-03-26 2215 VU2DED        59  0158   OH0X          59  2469
QSO:  7000 PH 2016-03-26 2217 VU2DED        59  0159   EW2W          59  0744
QSO:  7000 PH 2016-03-26 2221 VU2DED        59  0160   9A705Y        59  2092
QSO:  7000 PH 2016-03-26 2224 VU2DED        59  0161   9A6A          59  0560
QSO:  7000 PH 2016-03-26 2227 VU2DED        59  0162   SN7D          59  1270
QSO:  7000 PH 2016-03-26 2235 VU2DED        59  0163   F4DSK         59  0253
QSO:  7000 PH 2016-03-26 2310 VU2DED        59  0164   VY2ZM         59  2643
QSO: 14000 PH 2016-03-27 0327 VU2DED        59  0165   RJ4P          59  2425
QSO: 14000 PH 2016-03-27 0330 VU2DED        59  0166   UT7QL         59  0591
QSO: 14000 PH 2016-03-27 0333 VU2DED        59  0167   RK9LWA        59  0712
QSO: 14000 PH 2016-03-27 0334 VU2DED        59  0168   UA9CDC        59  0163
QSO: 14000 PH 2016-03-27 0336 VU2DED        59  0169   UP2L          59  3723
QSO: 14000 PH 2016-03-27 0342 VU2DED        59  0170   RK9CYA        59  0601
QSO: 21000 PH 2016-03-27 0349 VU2DED        59  0171   9K2HN         59  2648
QSO: 14000 PH 2016-03-27 0530 VU2DED        59  0172   UZ9E          59  1387
QSO: 21000 PH 2016-03-27 0535 VU2DED        59  0173   4Z7T          59  1817
QSO: 21000 PH 2016-03-27 0552 VU2DED        59  0174   RG6G          59  0060
QSO: 21000 PH 2016-03-27 0554 VU2DED        59  0175   SX9C          59  0743
QSO: 21000 PH 2016-03-27 0557 VU2DED        59  0176   EO3Q          59  0188
QSO: 21000 PH 2016-03-27 0602 VU2DED        59  0177   RG5R          59  0886
QSO: 21000 PH 2016-03-27 0610 VU2DED        59  0178   R2AD          59  0866
QSO: 21000 PH 2016-03-27 0631 VU2DED        59  0179   UP0L          59  2613
QSO: 21000 PH 2016-03-27 0635 VU2DED        59  0180   UA9CDC        59  0260
QSO: 21000 PH 2016-03-27 0637 VU2DED        59  0181   UN3M          59  0805
QSO: 21000 PH 2016-03-27 0639 VU2DED        59  0182   DM0Y          59  0696
QSO: 21000 PH 2016-03-27 0642 VU2DED        59  0183   II9P          59  2311
QSO: 21000 PH 2016-03-27 0647 VU2DED        59  0184   RW9QA         59  0498
QSO: 21000 PH 2016-03-27 0651 VU2DED        59  0185   PI4COM        59  1209
QSO: 21000 PH 2016-03-27 0653 VU2DED        59  0186   UA6LCN        59  0471
QSO: 21000 PH 2016-03-27 0710 VU2DED        59  0187   S50A          59  1354
QSO: 21000 PH 2016-03-27 0712 VU2DED        59  0188   DK0WRTC       59  0241
QSO: 21000 PH 2016-03-27 0714 VU2DED        59  0189   R3OM          59  0741
QSO: 21000 PH 2016-03-27 0715 VU2DED        59  0190   OH6K          59  1137
QSO: 21000 PH 2016-03-27 0719 VU2DED        59  0191   EN4U          59  2017
QSO: 21000 PH 2016-03-27 0722 VU2DED        59  0192   TM1W          59  1607
QSO: 28000 PH 2016-03-27 0801 VU2DED        59  0193   A65BP         59  2469
QSO: 28000 PH 2016-03-27 0802 VU2DED        59  0194   HG7T          59  0062
QSO: 28000 PH 2016-03-27 0808 VU2DED        59  0195   HS3LUY        59  0111
QSO: 28000 PH 2016-03-27 0811 VU2DED        59  0196   VR2ZQZ        59  0458
QSO: 28000 PH 2016-03-27 0819 VU2DED        59  0197   ES5TV         59  3174
QSO: 28000 PH 2016-03-27 0823 VU2DED        59  0198   BW0PX         59  0080
QSO: 28000 PH 2016-03-27 0825 VU2DED        59  0199   UN7QF         59  0054
QSO: 28000 PH 2016-03-27 0826 VU2DED        59  0200   B7P           59  1004
QSO: 28000 PH 2016-03-27 0835 VU2DED        59  0201   C4A           59  0033
QSO: 28000 PH 2016-03-27 0855 VU2DED        59  0202   A93JA         59  1617
QSO: 28000 PH 2016-03-27 0856 VU2DED        59  0203   OM5XX         59  1232
QSO: 21000 PH 2016-03-27 0859 VU2DED        59  0204   UZ4I          59  0986
QSO: 21000 PH 2016-03-27 0905 VU2DED        59  0205   EC5AN         59  2201
QSO: 21000 PH 2016-03-27 0908 VU2DED        59  0206   SP7VC         59  1972
QSO: 21000 PH 2016-03-27 0912 VU2DED        59  0207   SV8DTD        59  0557
QSO: 21000 PH 2016-03-27 0918 VU2DED        59  0208   OR1Z          59  0781
QSO: 21000 PH 2016-03-27 0920 VU2DED        59  0209   HB9CA         59  0372
QSO: 21000 PH 2016-03-27 0926 VU2DED        59  0210   OZ1ZD         59  0286
QSO: 21000 PH 2016-03-27 0930 VU2DED        59  0211   IO2X          59  2249
QSO: 28000 PH 2016-03-27 0935 VU2DED        59  0212   BY7KTO        59  0639
QSO: 28000 PH 2016-03-27 0938 VU2DED        59  0213   HS0ZIN        59  0146
QSO: 28000 PH 2016-03-27 0941 VU2DED        59  0214   Z33Z          59  0034
QSO: 28000 PH 2016-03-27 0944 VU2DED        59  0215   LZ9W          59  0166
QSO: 21000 PH 2016-03-27 0946 VU2DED        59  0216   OH3EX         59  0458
QSO: 21000 PH 2016-03-27 0959 VU2DED        59  0217   DP6A          59  0170
QSO: 21000 PH 2016-03-27 1015 VU2DED        59  0218   9K2K          59  1871
QSO: 28000 PH 2016-03-27 1116 VU2DED        59  0219   UN7QF         59  0121
QSO: 21000 PH 2016-03-27 1127 VU2DED        59  0220   GW4BVE        59  0540
QSO: 21000 PH 2016-03-27 1128 VU2DED        59  0221   OO7P          59  1394
QSO: 21000 PH 2016-03-27 1130 VU2DED        59  0222   DQ2C          59  3258
QSO: 21000 PH 2016-03-27 1133 VU2DED        59  0223   UC4C          59  0428
QSO: 21000 PH 2016-03-27 1139 VU2DED        59  0224   F8CRH         59  1633
QSO: 21000 PH 2016-03-27 1141 VU2DED        59  0225   F4KIR         59  1317
QSO: 21000 PH 2016-03-27 1152 VU2DED        59  0226   YT7Z          59  1051
QSO: 14000 PH 2016-03-27 1159 VU2DED        59  0227   UA9MA         59  2478
QSO: 14000 PH 2016-03-27 1201 VU2DED        59  0228   YC1CZZ        59  0117
QSO: 14000 PH 2016-03-27 1204 VU2DED        59  0229   UR7R          59  0271
QSO: 14000 PH 2016-03-27 1205 VU2DED        59  0230   HS0ZHC        59  1242
QSO: 14000 PH 2016-03-27 1207 VU2DED        59  0231   ES5TV         59  3585
QSO: 14000 PH 2016-03-27 1213 VU2DED        59  0232   UA9LAO        59  0586
QSO: 14000 PH 2016-03-27 1216 VU2DED        59  0233   YE1ZAT        59  0846
QSO: 21000 PH 2016-03-27 1219 VU2DED        59  0234   RY3D          59  0171
QSO: 21000 PH 2016-03-27 1224 VU2DED        59  0235   OK1XC         59  0158
QSO: 21000 PH 2016-03-27 1233 VU2DED        59  0236   UA3RN         59  0365
QSO: 21000 PH 2016-03-27 1233 VU2DED        59  0237   9A0W          59  0405
QSO: 21000 PH 2016-03-27 1242 VU2DED        59  0238   UA2F          59  2544
QSO: 21000 PH 2016-03-27 1244 VU2DED        59  0239   HA3DX         59  1715
QSO: 21000 PH 2016-03-27 1246 VU2DED        59  0240   Z35W          59  0731
QSO: 21000 PH 2016-03-27 1250 VU2DED        59  0241   HG3M          59  1041
QSO: 21000 PH 2016-03-27 1258 VU2DED        59  0242   ES1O          59  1397
QSO: 28000 PH 2016-03-27 1308 VU2DED        59  0243   EA8TX         59  0225
QSO: 21000 PH 2016-03-27 1310 VU2DED        59  0244   HA3YE         59  0083
QSO: 21000 PH 2016-03-27 1312 VU2DED        59  0245   9A77A         59  3378
QSO: 21000 PH 2016-03-27 1315 VU2DED        59  0246   P33W          59  5555
QSO: 21000 PH 2016-03-27 1326 VU2DED        59  0247   DL0UM         59  0875
QSO: 21000 PH 2016-03-27 1327 VU2DED        59  0248   OH1VR         59  0008
QSO: 21000 PH 2016-03-27 1332 VU2DED        59  0249   VY2ZM         59  3561
QSO: 21000 PH 2016-03-27 1335 VU2DED        59  0250   OK2KJU        59  1849
QSO: 21000 PH 2016-03-27 1341 VU2DED        59  0251   RK4FD         59  3352
QSO: 21000 PH 2016-03-27 1347 VU2DED        59  0252   UR6EA         59  1649
QSO: 21000 PH 2016-03-27 1356 VU2DED        59  0253   K1LZ          59  3463
QSO: 21000 PH 2016-03-27 1400 VU2DED        59  0254   TM7F          59  2008
QSO: 21000 PH 2016-03-27 1406 VU2DED        59  0255   KU2M          59  1150
QSO: 21000 PH 2016-03-27 1411 VU2DED        59  0256   YP3A          59  0739
QSO: 21000 PH 2016-03-27 1414 VU2DED        59  0257   4L0A          59  3616
QSO: 21000 PH 2016-03-27 1417 VU2DED        59  0258   OM5XX         59  1336
QSO: 14000 PH 2016-03-27 1419 VU2DED        59  0259   YB0JS         59  0482
QSO: 14000 PH 2016-03-27 1422 VU2DED        59  0260   UT3EV         59  0867
QSO: 14000 PH 2016-03-27 1424 VU2DED        59  0261   GM5X          59  3113
QSO: 14000 PH 2016-03-27 1426 VU2DED        59  0262   YP8T          59  2382
QSO: 14000 PH 2016-03-27 1427 VU2DED        59  0263   SN1D          59  1840
QSO: 14000 PH 2016-03-27 1430 VU2DED        59  0264   RU1A          59  4422
QSO: 21000 PH 2016-03-27 1439 VU2DED        59  0265   YU1EL         59  0015
QSO: 14000 PH 2016-03-27 1449 VU2DED        59  0266   ES2MC         59  0038
QSO: 14000 PH 2016-03-27 1455 VU2DED        59  0267   LY7A          59  1129
QSO: 14000 PH 2016-03-27 1456 VU2DED        59  0268   UA2F          59  2731
QSO: 14000 PH 2016-03-27 1457 VU2DED        59  0269   EV1R          59  1775
QSO: 14000 PH 2016-03-27 1458 VU2DED        59  0270   OG7A          59  0566
QSO: 14000 PH 2016-03-27 1459 VU2DED        59  0271   UW2M          59  3446
QSO: 14000 PH 2016-03-27 1504 VU2DED        59  0272   OM3IAG        59  0498
QSO: 14000 PH 2016-03-27 1517 VU2DED        59  0273   RU3C          59  1026
QSO: 14000 PH 2016-03-27 1517 VU2DED        59  0274   VU2RCT        59  0788
QSO: 14000 PH 2016-03-27 1525 VU2DED        59  0275   RK4FD         59  3559
QSO: 14000 PH 2016-03-27 1531 VU2DED        59  0276   UR3RAA        59  0518
QSO: 14000 PH 2016-03-27 1551 VU2DED        59  0277   G1XOW         59  1285
QSO: 14000 PH 2016-03-27 1554 VU2DED        59  0278   YL1ZT         59  1437
QSO: 14000 PH 2016-03-27 1557 VU2DED        59  0279   OG3MS         59  1533
QSO: 14000 PH 2016-03-27 1602 VU2DED        59  0280   LY26A         59  2286
QSO: 14000 PH 2016-03-27 1604 VU2DED        59  0281   OE2S          59  2280
QSO: 14000 PH 2016-03-27 1611 VU2DED        59  0282   YT1A          59  1730
QSO: 14000 PH 2016-03-27 1613 VU2DED        59  0283   4K6FO         59  0061
QSO: 14000 PH 2016-03-27 1616 VU2DED        59  0284   ON4VDV        59  0611
QSO: 14000 PH 2016-03-27 1622 VU2DED        59  0285   IT9DVZ        59  0206
QSO: 14000 PH 2016-03-27 1627 VU2DED        59  0286   S53T          59  1406
QSO: 14000 PH 2016-03-27 1633 VU2DED        59  0287   DD2CW         59  0640
QSO: 14000 PH 2016-03-27 1634 VU2DED        59  0288   UR6EA         59  1775
QSO: 14000 PH 2016-03-27 1638 VU2DED        59  0289   OE3K          59  2908
QSO: 14000 PH 2016-03-27 1639 VU2DED        59  0290   EA5DFV        59  1745
QSO: 14000 PH 2016-03-27 1641 VU2DED        59  0291   D41CV         59  3748
QSO: 14000 PH 2016-03-27 1647 VU2DED        59  0292   YB0IBM        59  0338
QSO: 14000 PH 2016-03-27 1658 VU2DED        59  0293   VU3KPL        59  0106
QSO:  7000 PH 2016-03-27 1708 VU2DED        59  0294   SE0X          59  1510
QSO:  7000 PH 2016-03-27 1714 VU2DED        59  0295   LY5W          59  0994
QSO:  7000 PH 2016-03-27 1715 VU2DED        59  0296   YL3FT         59  1837
QSO:  7000 PH 2016-03-27 1719 VU2DED        59  0297   S56X          59  1619
QSO:  7000 PH 2016-03-27 1729 VU2DED        59  0298   HG7T          59  1319
QSO: 14000 PH 2016-03-27 2122 VU2DED        59  0299   5E5E          59  2414
QSO: 14000 PH 2016-03-27 2124 VU2DED        59  0300   VY2ZM         59  4244
QSO: 14000 PH 2016-03-27 2134 VU2DED        59  0301   IR4M          59  4243
QSO: 14000 PH 2016-03-27 2138 VU2DED        59  0302   9A77A         59  4316
QSO: 14000 PH 2016-03-27 2146 VU2DED        59  0303   K1LZ          59  4186
QSO: 14000 PH 2016-03-27 2147 VU2DED        59  0304   PJ4DX         59  3750
QSO: 14000 PH 2016-03-27 2150 VU2DED        59  0305   P49Y          59  4773
QSO: 14000 PH 2016-03-27 2151 VU2DED        59  0306   DQ2C          59  4212
QSO: 14000 PH 2016-03-27 2153 VU2DED        59  0307   HA3DX         59  2318
QSO: 14000 PH 2016-03-27 2200 VU2DED        59  0308   YV1KK         59  3489
QSO: 14000 PH 2016-03-27 2204 VU2DED        59  0309   OM5ZW         59  3702
QSO: 14000 PH 2016-03-27 2208 VU2DED        59  0310   S50G          59  4337
QSO: 14000 PH 2016-03-27 2223 VU2DED        59  0311   CN2AA         59  3304
QSO:  7000 PH 2016-03-27 2233 VU2DED        59  0312   YL2SM         59  3072
