START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rda-ubn-downloader
CONTEST: RDA
CALLSIGN: HA6NL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: HA6NL
QSO: 14000 CW 2018-08-18 0800 HA6NL         599 0001   UC0A          599 KK18  
QSO: 14000 CW 2018-08-18 0801 HA6NL         599 0002   R9OK          599 NS29  
QSO: 14000 CW 2018-08-18 0802 HA6NL         599 0004   RT3N          599 KS15  
QSO: 14000 CW 2018-08-18 0802 HA6NL         599 0003   RD0A          599 KK49  
QSO: 14000 CW 2018-08-18 0803 HA6NL         599 0005   RZ4AZ         599 VG02  
QSO: 14000 CW 2018-08-18 0803 HA6NL         599 0006   RN3K          599 VR22  
QSO: 14000 CW 2018-08-18 0804 HA6NL         599 0007   R4LR          599 UL06  
QSO: 14000 CW 2018-08-18 0811 HA6NL         599 0008   R5DV          599 MO34  
QSO: 14000 CW 2018-08-18 0811 HA6NL         599 0009   RC4I/P        599 SR12  
QSO: 14000 CW 2018-08-18 0813 HA6NL         599 0010   R8TT          599 OB26  
QSO: 14000 CW 2018-08-18 0814 HA6NL         599 0011   RT9A          599 CB28  
QSO: 14000 CW 2018-08-18 0817 HA6NL         599 0012   RJ9I          599 TO22  
QSO: 14000 CW 2018-08-18 0818 HA6NL         599 0013   R9UG/P        599 KE45  
QSO: 14000 CW 2018-08-18 0820 HA6NL         599 0014   RN9RF         599 KN26  
QSO: 14000 CW 2018-08-18 0821 HA6NL         599 0015   R2UZ/P        599 IV17  
QSO: 21000 CW 2018-08-18 0822 HA6NL         599 0016   R7AB          599 KR32  
QSO: 21000 CW 2018-08-18 0825 HA6NL         599 0017   R2DA          599 MO14  
QSO: 14000 CW 2018-08-18 0829 HA6NL         599 0018   RA9MX         599 OM05  
QSO: 14000 CW 2018-08-18 0830 HA6NL         599 0019   RX9FB         599 PM05  
QSO: 14000 CW 2018-08-18 0834 HA6NL         599 0020   UA9LAO        599 TN03  
QSO: 14000 CW 2018-08-18 0835 HA6NL         599 0021   UA0ACG/M      599 KK55  
QSO: 14000 CW 2018-08-18 0836 HA6NL         599 0022   RA1QD         599 VO21  
QSO: 14000 CW 2018-08-18 0837 HA6NL         599 0023   RG5A          599 VL25  
QSO: 14000 CW 2018-08-18 0900 HA6NL         599 0024   RT9S          599 OB34  
QSO: 14000 CW 2018-08-18 0901 HA6NL         599 0025   RA9CMO        599 SV03  
QSO: 14000 CW 2018-08-18 0903 HA6NL         599 0026   RK3T          599 NN58  
QSO: 14000 CW 2018-08-18 0904 HA6NL         599 0027   RQ4D          599 SA56  
QSO: 14000 CW 2018-08-18 0904 HA6NL         599 0028   R3LB          599 SM22  
QSO: 14000 CW 2018-08-18 0906 HA6NL         599 0029   R6CZ/P        599 KR10  
QSO: 14000 CW 2018-08-18 0908 HA6NL         599 0030   RN3AC/P       599 TV32  
QSO: 14000 CW 2018-08-18 0910 HA6NL         599 0031   RT4W          599 UD05  
QSO: 14000 CW 2018-08-18 0911 HA6NL         599 0032   RK3DWW/P      599 MO13  
QSO: 14000 CW 2018-08-18 0911 HA6NL         599 0033   RM7M/P        599 RO58  
QSO: 14000 CW 2018-08-18 0912 HA6NL         599 0034   RT4F/P        599 PE36  
QSO: 14000 CW 2018-08-18 0913 HA6NL         599 0035   RK3AW         599 MA04  
QSO: 14000 CW 2018-08-18 0914 HA6NL         599 0036   UI8J/P        599 HM18  
QSO: 14000 CW 2018-08-18 0915 HA6NL         599 0037   R8LA          599 TN30  
QSO: 14000 CW 2018-08-18 0916 HA6NL         599 0038   R8IZ          599 TO23  
QSO: 14000 CW 2018-08-18 0917 HA6NL         599 0039   R7MM          599 RO22  
QSO: 14000 CW 2018-08-18 0917 HA6NL         599 0040   RW4WA         599 UD04  
QSO: 14000 CW 2018-08-18 0918 HA6NL         599 0041   RC3F          599 MO95  
QSO: 14000 CW 2018-08-18 0919 HA6NL         599 0042   RK9AX         599 CB50  
QSO: 14000 CW 2018-08-18 0920 HA6NL         599 0043   UA4NBA        599 KI29  
QSO: 14000 CW 2018-08-18 0922 HA6NL         599 0044   RA0SMS        599 IR45  
QSO: 14000 CW 2018-08-18 0923 HA6NL         599 0045   RU6MO/3/P     599 YR25  
QSO: 14000 CW 2018-08-18 0924 HA6NL         599 0046   RM6J          599 SO04  
QSO: 14000 CW 2018-08-18 0925 HA6NL         599 0047   RU4A/P        599 VG27  
QSO: 14000 CW 2018-08-18 0930 HA6NL         599 0048   R0RG          599 IR02  
QSO: 14000 CW 2018-08-18 0931 HA6NL         599 0049   RK9CYA        599 SV22  
QSO: 14000 CW 2018-08-18 0933 HA6NL         599 0050   RD3WR         599 KU27  
QSO: 14000 CW 2018-08-18 0934 HA6NL         599 0051   RA3AN         599 MO88  
QSO: 14000 CW 2018-08-18 0934 HA6NL         599 0052   R4WT/P        599 UD14  
QSO: 14000 CW 2018-08-18 0938 HA6NL         599 0053   RN4AO         599 VG10  
QSO: 14000 CW 2018-08-18 0940 HA6NL         599 0054   RM2U          599 IV14  
QSO: 14000 CW 2018-08-18 0941 HA6NL         599 0055   R1CA/P        599 LO26  
QSO: 14000 CW 2018-08-18 0942 HA6NL         599 0056   R9SS          599 OB28  
QSO: 14000 CW 2018-08-18 0944 HA6NL         599 0057   RT3M/P        599 YR28  
