START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JAN
CALLSIGN: N6ED
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N6ED
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JAN ARRL/arrl_january_vhf_contest/2019.
QSO:    50 DG 2019-01-20 0218 N6ED          DM03 XE2YWH        DL92
QSO:    50 RY 2019-01-20 0223 N6ED          DM03 XE2JS         DL68
QSO:    50 DG 2019-01-20 0226 N6ED          DM03 K9FA          EM10
QSO:    50 DG 2019-01-20 0228 N6ED          DM03 AD5A          EL09
QSO:    50 DG 2019-01-20 0233 N6ED          DM03 KN5S          EL09
QSO:    50 DG 2019-01-20 0234 N6ED          DM03 KN8KAZ        EM10
QSO:    50 DG 2019-01-20 0251 N6ED          DM03 XE1MEX        EK08
QSO:    50 DG 2019-01-20 0252 N6ED          DM03 KW6S          CM96
QSO:    50 DG 2019-01-20 0258 N6ED          DM03 K5VH          EM00
QSO:    50 DG 2019-01-20 0310 N6ED          DM03 N6QQ          DM03
QSO:    50 RY 2019-01-20 0313 N6ED          DM03 K6MI          DM06
QSO:    50 DG 2019-01-20 0334 N6ED          DM03 XE1H          DL80
QSO:    50 DG 2019-01-20 0340 N6ED          DM03 K6PO          DM12
QSO:    50 RY 2019-01-20 1818 N6ED          DM03 W5UHF         DM75
QSO:    50 DG 2019-01-20 2036 N6ED          DM03 NC6K          DM13
QSO:    50 DG 2019-01-20 2043 N6ED          DM03 KM6WCO        DM14
QSO:    50 DG 2019-01-20 2046 N6ED          DM03 W6XK          CM97
QSO:    50 RY 2019-01-20 2230 N6ED          DM03 W7OJT         DM24
END-OF-LOG:
