START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2018
CALLSIGN: OE1RFU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OE1RFU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2018 OK_OM_DX_Contest/2018/SSB.
QSO: 14207 PH 2018-04-14 1827 OE1RFU        59 001 NE1C          59 311
QSO:  7185 PH 2018-04-14 1840 OE1RFU        59 002 OM4MM         59 PAR
QSO:  7172 PH 2018-04-14 1843 OE1RFU        59 003 TA7OM         59 057
QSO:  7162 PH 2018-04-14 1848 OE1RFU        59 004 IZ7FLP        59 127
QSO:  7000 PH 2018-04-14 1849 OE1RFU        59 005 IZ8GUQ        59 166
QSO:  7146 PH 2018-04-14 1852 OE1RFU        59 007 RW1F          59 406
QSO:  7137 PH 2018-04-14 1858 OE1RFU        59 007 LZ9W          59 167
QSO:  7103 PH 2018-04-14 1904 OE1RFU        59 009 Z66D          59 187
QSO:  7176 PH 2018-04-14 1907 OE1RFU        59 10 UA3VFS        59 335
QSO:  7143 PH 2018-04-14 1910 OE1RFU        59 011 LZ5K          59 164
QSO:  7100 PH 2018-04-14 1912 OE1RFU        59 012 EA3HJO        59 232
QSO:  7184 PH 2018-04-14 2023 OE1RFU        59 014 IK5RLP        59 164
QSO:  7132 PH 2018-04-14 2027 OE1RFU        59 015 MM3AWD        59 067
QSO:  7127 PH 2018-04-14 2034 OE1RFU        59 016 YO6GUU        59 030
QSO: 14196 PH 2018-04-15 0949 OE1RFU        59 017 RW1F          59 647
QSO: 14306 PH 2018-04-15 0957 OE1RFU        59 018 UI4I          59 046
QSO: 14000 PH 2018-04-15 1001 OE1RFU        59 019 YL1ZT         59 382
END-OF-LOG:
