START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: W9OO
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W9OO
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2021.
QSO:    50 DG 2021-06-13 0151 W9OO          EN61 KA0WAS        EN61
QSO:    50 DG 2021-06-13 1354 W9OO          EN61 K0BJ          DM99
QSO:    50 RY 2021-06-13 1357 W9OO          EN61 KB0ZOM        EN00
QSO:    50 DG 2021-06-13 1403 W9OO          EN61 K3WA          FM05
QSO:    50 DG 2021-06-13 1959 W9OO          EN61 KO9A          EN52
QSO:    50 DG 2021-06-13 2008 W9OO          EN61 W9CY          EN51
QSO:    50 RY 2021-06-13 2016 W9OO          EN61 W9GA          EN53
QSO:    50 PH 2021-06-13 2017 W9OO          EN61 NV9L          EN60
QSO:    50 DG 2021-06-13 2020 W9OO          EN61 WB8BZK        EN52
QSO:    50 RY 2021-06-13 2236 W9OO          EN61 WA9LEY        EN61
QSO:    50 DG 2021-06-13 2237 W9OO          EN61 N9YZA         EN51
QSO:    50 DG 2021-06-13 2238 W9OO          EN61 NT9E          EN52
QSO:    50 DG 2021-06-13 2247 W9OO          EN61 WU9D          EN61
QSO:    50 DG 2021-06-13 2250 W9OO          EN61 AA9JS         EN51
QSO:    50 DG 2021-06-13 2255 W9OO          EN61 W2LCQ         FN30
QSO:    50 DG 2021-06-13 2256 W9OO          EN61 AF2F          FN20
QSO:    50 DG 2021-06-13 2303 W9OO          EN61 N2XK          FN20
QSO:    50 DG 2021-06-14 0118 W9OO          EN61 KA9FOX        EN43
END-OF-LOG:
