START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: AL1VE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AL1VE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2021.
QSO:    50 PH 2021-06-12 2111 AL1VE         DM99 KA0RYT/R      EN26
QSO:    50 PH 2021-06-12 2113 AL1VE         DM99 N7RK          DM33
QSO:    50 PH 2021-06-12 2127 AL1VE         DM99 K7HP          DM33
QSO:    50 PH 2021-06-12 2204 AL1VE         DM98 W7ZR          DM26
QSO:    50 PH 2021-06-12 2208 AL1VE         DM98 KK7BV         DM35
QSO:    50 PH 2021-06-12 2228 AL1VE         DM98 N6MI          DM15
QSO:    50 PH 2021-06-12 2333 AL1VE         DM98 KN4LIU        EM75
QSO:    50 PH 2021-06-13 1306 AL1VE         DN90 K3HX          FN00
QSO:    50 PH 2021-06-13 1317 AL1VE         DN90 K8MR          EN91
QSO:    50 PH 2021-06-13 1322 AL1VE         DN90 N9AJD         EN71
QSO:    50 PH 2021-06-13 1414 AL1VE         DN80 K9SUL         EN50
QSO:    50 PH 2021-06-13 1445 AL1VE         DN80 KI4NG         EM76
QSO:    50 PH 2021-06-13 1453 AL1VE         DN80 N9UN          EM69
QSO:    50 PH 2021-06-13 1457 AL1VE         DN80 WA9M          EM79
QSO:    50 PH 2021-06-13 1504 AL1VE         DN80 N9VKU         EM69
QSO:    50 PH 2021-06-13 1526 AL1VE         DN80 KB9VMW        EM68
QSO:    50 PH 2021-06-13 1528 AL1VE         DN80 KD9EII        EN50
QSO:    50 DG 2021-06-13 1545 AL1VE         DN80 K4XXX         EM77
QSO:    50 DG 2021-06-13 1713 AL1VE         DN90 WD5BJT        EM50
END-OF-LOG:
