START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: KB7PKC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KB7PKC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2021.
QSO:    50 PH 2021-06-12 1829 KB7PKC        CN87 N7EPD         CN87
QSO:    50 PH 2021-06-12 1830 KB7PKC        CN87 K7CW          CN87
QSO:    50 RY 2021-06-12 1830 KB7PKC        CN87 KD7UO         CN87
QSO:    50 PH 2021-06-12 1831 KB7PKC        CN87 N7QOZ         CN87
QSO:   144 PH 2021-06-12 1945 KB7PKC        CN87 N7EPD         CN87
QSO:   144 PH 2021-06-12 1946 KB7PKC        CN87 N7QOZ         CN87
QSO:    50 DG 2021-06-12 2037 KB7PKC        CN87 KX7L          CN87
QSO:    50 PH 2021-06-12 2039 KB7PKC        CN87 W7OTL         CN85
QSO:    50 DG 2021-06-12 2040 KB7PKC        CN87 W6OAT         CN87
QSO:    50 DG 2021-06-12 2042 KB7PKC        CN87 K7CW          CN87
QSO:    50 RY 2021-06-12 2043 KB7PKC        CN87 WA7PVE        CN87
QSO:    50 DG 2021-06-12 2044 KB7PKC        CN87 N7ZZE         CN85
QSO:    50 DG 2021-06-12 2047 KB7PKC        CN87 N7EPD         CN87
QSO:    50 DG 2021-06-12 2048 KB7PKC        CN87 W7YAQ         CN94
QSO:    50 DG 2021-06-12 2052 KB7PKC        CN87 AA2IL         DM12
QSO:    50 RY 2021-06-12 2114 KB7PKC        CN87 NI6E          DM13
QSO:    50 RY 2021-06-12 2118 KB7PKC        CN87 AA7EA         CN85
QSO:    50 DG 2021-06-12 2122 KB7PKC        CN87 KA6BIM        CN73
END-OF-LOG:
