START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Unofficial results - VHFManager
CALLSIGN: HG1DX
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2011-08-07 0700 HG1DX         59  1 JN86LT   9A5SM/P       59  1 JN86KD  
QSO: 144300 PH 2011-08-07 0701 HG1DX         59  2 JN86LT   9A4P/P        59  1 JN85UM  
QSO: 144300 PH 2011-08-07 0703 HG1DX         59  3 JN86LT   S51WC         59  6 JN75PS  
QSO: 144300 PH 2011-08-07 0705 HG1DX         59  4 JN86LT   S59DEM        59  9 JN75DS  
QSO: 144300 PH 2011-08-07 0706 HG1DX         59  5 JN86LT   9A3DF         59  5 JN86HF  
QSO: 144300 PH 2011-08-07 0707 HG1DX         59  6 JN86LT   S59R          59  17 JN76OM 
QSO: 144300 PH 2011-08-07 0708 HG1DX         59  7 JN86LT   9A1O          59  11 JN95IT 
QSO: 144300 PH 2011-08-07 0710 HG1DX         59  8 JN86LT   OE/OL1P       59  14 JN77UQ 
QSO: 144300 PH 2011-08-07 0710 HG1DX         59  9 JN86LT   HG1Z          59  17 JN86KU 
QSO: 144300 PH 2011-08-07 0712 HG1DX         59  10 JN86LT  HA2R          59  13 JN87UE 
QSO: 144300 PH 2011-08-07 0713 HG1DX         59  11 JN86LT  HA5UA/P       59  9 JN97FQ  
QSO: 144300 PH 2011-08-07 0714 HG1DX         59  12 JN86LT  HA6W          59  22 KN08FB 
QSO: 144300 PH 2011-08-07 0715 HG1DX         59  13 JN86LT  S57C          59  24 JN76PB 
QSO: 144300 PH 2011-08-07 0716 HG1DX         59  14 JN86LT  OE1ILW/3      59  8 JN77XX  
QSO: 144300 PH 2011-08-07 0718 HG1DX         59  15 JN86LT  OE1W/P        59  21 JN77VN 
QSO: 144300 PH 2011-08-07 0720 HG1DX         59  16 JN86LT  S51SL         59  28 JN76PL 
QSO: 144300 PH 2011-08-07 0721 HG1DX         59  17 JN86LT  HA1WA         59  16 JN87IH 
QSO: 144300 PH 2011-08-07 0725 HG1DX         59  18 JN86LT  HA7MB         59  11 KN07BM 
QSO: 144300 PH 2011-08-07 0728 HG1DX         59  19 JN86LT  S59P          59  27 JN86AO 
