START-OF-LOG: 2.0
REF-SECTION: DX
CALLSIGN: YL2TB
CONTEST: REF-CW
CATEGORY: SINGLE-OP 20M LOW CW
CLAIMED-SCORE: 14960
OPERATORS: YL2TB
NAME: Victor Ivanov
CREATED-BY: N1MM Logger V11.10.2
QSO: 14027 CW 2012-01-28 0825 YL2TB         599 0001   F5KKD         599 93      
QSO: 14030 CW 2012-01-28 1347 YL2TB         599 0067   F5BLC         599 12      
QSO: 14008 CW 2012-01-28 1349 YL2TB         599 0068   F6KEH         599 34      
QSO: 14016 CW 2012-01-28 1350 YL2TB         599 0069   F8DGY         599 77      
QSO: 14020 CW 2012-01-28 1351 YL2TB         599 0070   F4EEI         599 52      
QSO: 14015 CW 2012-01-28 1354 YL2TB         599 0071   F8KGZ         599 54      
QSO: 14043 CW 2012-01-28 1359 YL2TB         599 0072   F5OAM         599 57      
QSO: 14035 CW 2012-01-28 1400 YL2TB         599 0073   F5OWL         599 83      
QSO: 14030 CW 2012-01-28 1403 YL2TB         599 0074   F6DEO         599 95      
QSO: 14027 CW 2012-01-28 1508 YL2TB         599 0075   F8KFU         599 91      
QSO: 14031 CW 2012-01-28 1509 YL2TB         599 0076   F6CEL         599 02      
QSO: 14037 CW 2012-01-28 1509 YL2TB         599 0077   F5KDC         599 63      
QSO: 14014 CW 2012-01-28 1510 YL2TB         599 0078   F6KJX         599 41      
QSO: 14015 CW 2012-01-28 1511 YL2TB         599 0079   F6EPQ         599 70      
QSO: 14040 CW 2012-01-28 1512 YL2TB         599 0080   F5VV          599 01      
QSO: 14026 CW 2012-01-28 1513 YL2TB         599 0081   F6KED         599 13      
QSO: 14011 CW 2012-01-28 1515 YL2TB         599 0082   F5OJN         599 87      
QSO: 14055 CW 2012-01-28 1517 YL2TB         599 0083   F5SIZ         599 12      
QSO: 14046 CW 2012-01-28 1518 YL2TB         599 0084   F5NQL         599 89      
QSO: 14014 CW 2012-01-28 1518 YL2TB         599 0085   F5QF          599 77      
QSO: 14034 CW 2012-01-28 1521 YL2TB         599 0086   F6HZS         599 34      
QSO: 14006 CW 2012-01-28 1521 YL2TB         599 0087   TM70TRS       599 63      
QSO: 14036 CW 2012-01-28 1522 YL2TB         599 0088   TM1T          599 44      
QSO: 14038 CW 2012-01-28 1522 YL2TB         599 0089   F5NTZ         599 77      
QSO: 14026 CW 2012-01-28 1527 YL2TB         599 0090   F6TJS         599 11      
QSO: 14023 CW 2012-01-28 1528 YL2TB         599 0091   F6CXJ         599 47      
QSO: 14009 CW 2012-01-28 1529 YL2TB         599 0092   F5PCV         599 62      
QSO: 14033 CW 2012-01-28 1529 YL2TB         599 0093   TM2OP         599 86      
QSO: 14007 CW 2012-01-28 1531 YL2TB         599 0094   F2GL          599 89      
QSO: 14013 CW 2012-01-28 1531 YL2TB         599 0095   F8AEE         599 10      
QSO: 14024 CW 2012-01-28 1535 YL2TB         599 0096   F6DTZ         599 65      
QSO: 14016 CW 2012-01-28 1536 YL2TB         599 0097   F4KIP         599 57      
QSO: 14019 CW 2012-01-28 1537 YL2TB         599 0098   F6KNB         599 33      
QSO: 14034 CW 2012-01-28 1538 YL2TB         599 0099   F6KUU         599 26      
QSO: 14021 CW 2012-01-28 1540 YL2TB         599 0100   F5OEV         599 85      
QSO: 14041 CW 2012-01-28 1655 YL2TB         599 0101   FM/F6AUS      599 FM      
QSO: 14029 CW 2012-01-28 1656 YL2TB         599 0102   F6KUQ         599 33      
QSO: 14015 CW 2012-01-28 1658 YL2TB         599 0103   F6ARL         599 06      
QSO: 14014 CW 2012-01-28 1659 YL2TB         599 0104   F4KIO         599 35      
QSO: 14029 CW 2012-01-28 1659 YL2TB         599 0105   F1AKK         599 29      
QSO: 14055 CW 2012-01-28 1700 YL2TB         599 0106   F6KTW         599 87      
QSO: 14032 CW 2012-01-28 1707 YL2TB         599 0107   F6BCW         599 71      
QSO: 14040 CW 2012-01-28 1712 YL2TB         599 0108   F5SSQ         599 86      
QSO: 14024 CW 2012-01-28 1714 YL2TB         599 0109   F2IF          599 82      
QSO: 14040 CW 2012-01-29 0745 YL2TB         599 0110   F5LKK/P       599 59      
QSO: 14019 CW 2012-01-29 0747 YL2TB         599 0111   F5IAE         599 18      
QSO: 14028 CW 2012-01-29 0750 YL2TB         599 0112   F5MDB         599 70      
QSO: 14031 CW 2012-01-29 0821 YL2TB         599 0113   TM9FL         599 86      
QSO: 14043 CW 2012-01-29 0822 YL2TB         599 0114   F8DRE         599 28      
QSO: 14019 CW 2012-01-29 0823 YL2TB         599 0115   F6ENO         599 51      
QSO: 14014 CW 2012-01-29 0828 YL2TB         599 0116   F5KOJ         599 52      
QSO: 14034 CW 2012-01-29 0835 YL2TB         599 0117   F9DK          599 78      
QSO: 14025 CW 2012-01-29 0837 YL2TB         599 0118   F8KCF         599 74      
QSO: 14028 CW 2012-01-29 0839 YL2TB         599 0119   F3MB          599 33      
QSO: 14027 CW 2012-01-29 0842 YL2TB         599 0120   F6AGQ         599 44      
QSO: 14038 CW 2012-01-29 0849 YL2TB         599 0121   F5LMG         599 27      
QSO: 14032 CW 2012-01-29 0851 YL2TB         599 0122   F5KLE         599 30      
QSO: 14010 CW 2012-01-29 0900 YL2TB         599 0123   F5PBG         599 29      
QSO: 14024 CW 2012-01-29 0903 YL2TB         599 0124   F6IPQ         599 47      
QSO: 14024 CW 2012-01-29 0905 YL2TB         599 0125   F6CNM         599 29      
QSO: 14018 CW 2012-01-29 0920 YL2TB         599 0126   F6EVG         599 08      
QSO: 14022 CW 2012-01-29 0922 YL2TB         599 0127   F5LMJ         599 67      
QSO: 14036 CW 2012-01-29 0930 YL2TB         599 0128   F6BZQ         599 84      
QSO: 14014 CW 2012-01-29 0936 YL2TB         599 0129   TM5FFT        599 56      
QSO: 14034 CW 2012-01-29 0940 YL2TB         599 0130   F6GUF         599 69      
QSO: 14022 CW 2012-01-29 0943 YL2TB         599 0131   F2NY          599 13      
QSO: 14030 CW 2012-01-29 0944 YL2TB         599 0132   F5OGM         599 95      
QSO: 14034 CW 2012-01-29 0946 YL2TB         599 0133   F6BFQ         599 55      
QSO: 14029 CW 2012-01-29 1132 YL2TB         599 0134   F5KOU         599 80      
QSO: 14012 CW 2012-01-29 1134 YL2TB         599 0135   F3WT          599 78      
QSO: 14004 CW 2012-01-29 1136 YL2TB         599 0136   F8CZI         599 68      
QSO: 14021 CW 2012-01-29 1139 YL2TB         599 0137   F8KGH         599 83      
QSO: 14034 CW 2012-01-29 1220 YL2TB         599 0138   F6GPT         599 33      
QSO: 14035 CW 2012-01-29 1223 YL2TB         599 0139   F5VKT         599 47      
QSO: 14035 CW 2012-01-29 1224 YL2TB         599 0140   F6GEU         599 49      
QSO: 14025 CW 2012-01-29 1228 YL2TB         599 0141   F6CUD         599 69      
QSO: 14019 CW 2012-01-29 1231 YL2TB         599 0142   F5JU          599 35      
QSO: 14023 CW 2012-01-29 1234 YL2TB         599 0143   F5KHP         599 32      
QSO: 14032 CW 2012-01-29 1236 YL2TB         599 0144   F5UB          599 62      
QSO: 14032 CW 2012-01-29 1237 YL2TB         599 0145   FG8NY         599 FG      
QSO: 14032 CW 2012-01-29 1238 YL2TB         599 0146   F4EUG         599 22      
QSO: 14032 CW 2012-01-29 1239 YL2TB         599 0147   F8DVU         599 44      
QSO: 14021 CW 2012-01-29 1250 YL2TB         599 0148   F6CBH         599 60      
QSO: 14021 CW 2012-01-29 1251 YL2TB         599 0149   F5NSB         599 13      
QSO: 14035 CW 2012-01-29 1315 YL2TB         599 0150   F6FWQ         599 86      
QSO: 14013 CW 2012-01-29 1326 YL2TB         599 0151   F5LTH         599 13      
QSO: 14036 CW 2012-01-29 1328 YL2TB         599 0152   F6BDM         599 59      
QSO: 14026 CW 2012-01-29 1431 YL2TB         599 0153   F6KQK         599 30      
QSO: 14022 CW 2012-01-29 1432 YL2TB         599 0154   F6ICG         599 89      
QSO: 14012 CW 2012-01-29 1434 YL2TB         599 0155   F5KED/P       599 36      
QSO: 14025 CW 2012-01-29 1435 YL2TB         599 0156   F5ORB         599 24      
QSO: 14048 CW 2012-01-29 1444 YL2TB         599 0157   F5LEN         599 54      
QSO: 14042 CW 2012-01-29 1449 YL2TB         599 0158   F5JQG         599 24      
QSO: 14035 CW 2012-01-29 1520 YL2TB         599 0159   F5LWF         599 51      
QSO: 14035 CW 2012-01-29 1521 YL2TB         599 0160   F6IHY         599 31      
QSO: 14035 CW 2012-01-29 1522 YL2TB         599 0161   F6AUQ         599 83      
QSO: 14035 CW 2012-01-29 1524 YL2TB         599 0162   F6EQI         599 24      
QSO: 14035 CW 2012-01-29 1526 YL2TB         599 0163   F5YK          599 90      
QSO: 14020 CW 2012-01-29 1543 YL2TB         599 0164   F6API         599 31      
QSO: 14021 CW 2012-01-29 1549 YL2TB         599 0165   F5CQ          599 35      
QSO: 14028 CW 2012-01-29 1554 YL2TB         599 0166   F6ACD         599 85      
QSO: 14019 CW 2012-01-29 1558 YL2TB         599 0167   FM5WD         599 FM      
QSO: 14033 CW 2012-01-29 1559 YL2TB         599 0168   F6KFA/P       599 92      
QSO: 14037 CW 2012-01-29 1605 YL2TB         599 0169   F5RPB         599 26      
QSO: 14023 CW 2012-01-29 1609 YL2TB         599 0170   F5SIH         599 38      
QSO: 14044 CW 2012-01-29 1611 YL2TB         599 0171   F8BPN         599 19      
QSO: 14029 CW 2012-01-29 1615 YL2TB         599 0172   F6BYJ         599 16      
QSO: 14038 CW 2012-01-29 1618 YL2TB         599 0173   F5SZB         599 16      
QSO: 14038 CW 2012-01-29 1620 YL2TB         599 0174   F5ADH         599 60      
QSO: 14020 CW 2012-01-29 1623 YL2TB         599 0175   F5ROL         599 83      
QSO: 14006 CW 2012-01-29 1630 YL2TB         599 0176   FY5PO         599 FY      
QSO: 14040 CW 2012-01-29 1633 YL2TB         599 0177   F8DVC         599 47      
END-OF-LOG:
