START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rcc-cup-ubn-downloader
CONTEST: RCC-CUP
CALLSIGN: UA0CA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: UA0CA
QSO: 14000 CW 2018-05-05 0302 UA0CA         599 RCC141 RW0UM         599 RCC76 
QSO: 14000 CW 2018-05-05 0322 UA0CA         599 RCC141 R4HC          599 29    
QSO: 14000 CW 2018-05-05 0329 UA0CA         599 RCC141 R7AW          599 29    
QSO: 14000 CW 2018-05-05 0331 UA0CA         599 RCC141 RT5G          599 RCC1  
QSO: 14000 CW 2018-05-05 0332 UA0CA         599 RCC141 UN8PT         599 30    
QSO: 14000 CW 2018-05-05 0333 UA0CA         599 RCC141 R3LC          599 RCC128
QSO: 14000 CW 2018-05-05 0333 UA0CA         599 RCC141 UN7FW         599 RCC377
QSO: 14000 CW 2018-05-05 0334 UA0CA         599 RCC141 UA9UKL        599 31    
QSO: 14000 CW 2018-05-05 0335 UA0CA         599 RCC141 R9IR          599 RCC95 
QSO: 14000 CW 2018-05-05 0336 UA0CA         599 RCC141 JF1KWG        599 45    
QSO: 14000 CW 2018-05-05 0339 UA0CA         599 RCC141 RZ0AT         599 RCC240
QSO: 14000 CW 2018-05-05 0343 UA0CA         599 RCC141 R0CD          599 RCC204
QSO: 14000 CW 2018-05-05 0344 UA0CA         599 RCC141 RU4LM         599 29    
QSO: 14000 CW 2018-05-05 0344 UA0CA         599 RCC141 EX8MJ         599 30    
QSO: 14000 CW 2018-05-05 0345 UA0CA         599 RCC141 AB5EB         599 07    
QSO: 14023 CW 2018-05-05 0530 UA0CA         599 RCC141 RA9AP         599 RCC169
QSO: 14023 CW 2018-05-05 0530 UA0CA         599 RCC141 P3X           599 39    
QSO: 14023 CW 2018-05-05 0531 UA0CA         599 RCC141 UR7QM         599 RCC196
QSO: 14023 CW 2018-05-05 0531 UA0CA         599 RCC141 RA9DZ         599 30    
QSO: 14023 CW 2018-05-05 0532 UA0CA         599 RCC141 R8CT          599 30    
QSO: 14023 CW 2018-05-05 0532 UA0CA         599 RCC141 UA9LDD        599 30    
QSO: 14023 CW 2018-05-05 0533 UA0CA         599 RCC141 UA4FER        599 29    
QSO: 14023 CW 2018-05-05 0533 UA0CA         599 RCC141 R3LA          599 RCC109
QSO: 14023 CW 2018-05-05 0534 UA0CA         599 RCC141 RC6U          599 RCC170
QSO: 14023 CW 2018-05-05 0534 UA0CA         599 RCC141 UR7MZ         599 RCC667
QSO: 14023 CW 2018-05-05 0535 UA0CA         599 RCC141 UN7LAN        599 30    
QSO: 14023 CW 2018-05-05 0536 UA0CA         599 RCC141 R8OD          599 31    
QSO: 14023 CW 2018-05-05 0536 UA0CA         599 RCC141 R3RK          599 29    
QSO: 14023 CW 2018-05-05 0537 UA0CA         599 RCC141 UW1M          599 29    
QSO: 14023 CW 2018-05-05 0537 UA0CA         599 RCC141 RW4S          599 RCC71 
QSO: 14023 CW 2018-05-05 0545 UA0CA         599 RCC141 D1DX          599 29    
QSO: 14023 CW 2018-05-05 0546 UA0CA         599 RCC141 RK8I          599 31    
QSO: 14023 CW 2018-05-05 0547 UA0CA         599 RCC141 RA2F          599 29    
QSO: 14023 CW 2018-05-05 0547 UA0CA         599 RCC141 RN3N          599 RCC127
QSO: 14023 CW 2018-05-05 0548 UA0CA         599 RCC141 UA3LID        599 29    
QSO: 14023 CW 2018-05-05 0548 UA0CA         599 RCC141 RO4F          599 RCC101
QSO: 14023 CW 2018-05-05 0549 UA0CA         599 RCC141 UC5D          599 29    
QSO: 14023 CW 2018-05-05 0549 UA0CA         599 RCC141 UA4W          599 30    
QSO: 14023 CW 2018-05-05 0550 UA0CA         599 RCC141 RK4W          599 30    
QSO: 14023 CW 2018-05-05 0550 UA0CA         599 RCC141 RN0A          599 RCC797
QSO: 14023 CW 2018-05-05 0550 UA0CA         599 RCC141 UA6Y          599 29    
QSO: 14023 CW 2018-05-05 0551 UA0CA         599 RCC141 RA9MX         599 RCC242
QSO: 14023 CW 2018-05-05 0551 UA0CA         599 RCC141 RT9I          599 RCC214
QSO: 14023 CW 2018-05-05 0552 UA0CA         599 RCC141 R0AK          599 32    
QSO: 14023 CW 2018-05-05 0552 UA0CA         599 RCC141 UA4ATZ        599 29    
QSO: 14023 CW 2018-05-05 0553 UA0CA         599 RCC141 UA9LAO        599 RCC311
QSO: 14023 CW 2018-05-05 0554 UA0CA         599 RCC141 R7CA          599 RCC96 
QSO: 14023 CW 2018-05-05 0554 UA0CA         599 RCC141 UA3SAQ        599 29    
QSO: 14023 CW 2018-05-05 0554 UA0CA         599 RCC141 RL4A          599 29    
QSO: 14023 CW 2018-05-05 0555 UA0CA         599 RCC141 R7MM          599 29    
QSO: 14029 CW 2018-05-05 0609 UA0CA         599 RCC141 RT3T          599 RCC52 
QSO: 14029 CW 2018-05-05 0609 UA0CA         599 RCC141 VR20EH        599 RCC391
QSO: 14029 CW 2018-05-05 0610 UA0CA         599 RCC141 RM9RZ         599 RCC444
QSO: 14029 CW 2018-05-05 0611 UA0CA         599 RCC141 K7GA          599 06    
QSO: 14029 CW 2018-05-05 0611 UA0CA         599 RCC141 RG4I          599 30    
QSO: 14029 CW 2018-05-05 0612 UA0CA         599 RCC141 R3AP          599 RCC26 
QSO: 14029 CW 2018-05-05 0613 UA0CA         599 RCC141 R4RE          599 RCC410
QSO: 14029 CW 2018-05-05 0614 UA0CA         599 RCC141 RU6AV         599 29    
QSO: 14029 CW 2018-05-05 0615 UA0CA         599 RCC141 R9LM          599 RCC64 
QSO: 14029 CW 2018-05-05 0615 UA0CA         599 RCC141 UA9MA         599 30    
QSO: 14029 CW 2018-05-05 0616 UA0CA         599 RCC141 UA9AX         599 RCC83 
QSO: 14029 CW 2018-05-05 0617 UA0CA         599 RCC141 R8WO          599 RCC305
QSO: 14029 CW 2018-05-05 0617 UA0CA         599 RCC141 RG9A          599 RCC74 
QSO: 14029 CW 2018-05-05 0618 UA0CA         599 RCC141 EU8U          599 29    
QSO: 14029 CW 2018-05-05 0619 UA0CA         599 RCC141 UA5F          599 RCC244
QSO: 14029 CW 2018-05-05 0619 UA0CA         599 RCC141 RK4FD         599 29    
QSO: 14029 CW 2018-05-05 0620 UA0CA         599 RCC141 R3RU          599 RCC110
QSO: 14029 CW 2018-05-05 0620 UA0CA         599 RCC141 R3VO          599 RCC99 
QSO: 14029 CW 2018-05-05 0621 UA0CA         599 RCC141 RM6AA         599 RCC233
QSO: 14029 CW 2018-05-05 0623 UA0CA         599 RCC141 RL3F          599 RCC573
QSO: 14029 CW 2018-05-05 0623 UA0CA         599 RCC141 RU9TN         599 30    
QSO: 14029 CW 2018-05-05 0624 UA0CA         599 RCC141 RT3F          599 RCC307
QSO: 14029 CW 2018-05-05 0626 UA0CA         599 RCC141 RA3NC         599 RCC232
QSO: 14029 CW 2018-05-05 0626 UA0CA         599 RCC141 UA9KB         599 20    
QSO: 14029 CW 2018-05-05 0627 UA0CA         599 RCC141 UD8V          599 31    
