START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rcc-cup-ubn-downloader
CONTEST: RCC-CUP
CALLSIGN: UA0CA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: UA0CA
QSO: 14000 CW 2018-05-05 0302 UA0CA         599 RCC141 RW0UM         599 RCC76 
QSO: 14029 CW 2018-05-05 0628 UA0CA         599 RCC141 RV3FF         599 RCC10 
QSO: 14029 CW 2018-05-05 0628 UA0CA         599 RCC141 RT4M          599 29    
QSO: 14029 CW 2018-05-05 0629 UA0CA         599 RCC141 4U1A          599 28    
QSO: 21030 CW 2018-05-05 0636 UA0CA         599 RCC141 R4HC          599 29    
QSO: 21020 CW 2018-05-05 0639 UA0CA         599 RCC141 VR20EH        599 RCC391
QSO: 21020 CW 2018-05-05 0640 UA0CA         599 RCC141 RC6U          599 RCC170
QSO: 21018 CW 2018-05-05 0642 UA0CA         599 RCC141 RT5K          599 RCC33 
QSO: 21021 CW 2018-05-05 0643 UA0CA         599 RCC141 RT5G          599 RCC1  
QSO: 21029 CW 2018-05-05 0647 UA0CA         599 RCC141 R4IO          599 29    
QSO: 14026 CW 2018-05-05 0651 UA0CA         599 RCC141 RT9S          599 RCC107
QSO: 14026 CW 2018-05-05 0651 UA0CA         599 RCC141 UA4Q          599 30    
QSO: 14026 CW 2018-05-05 0652 UA0CA         599 RCC141 RX9WN         599 30    
QSO: 14026 CW 2018-05-05 0652 UA0CA         599 RCC141 UT7MR         599 29    
QSO: 14026 CW 2018-05-05 0653 UA0CA         599 RCC141 RA9CCK        599 30    
QSO: 14026 CW 2018-05-05 0653 UA0CA         599 RCC141 R7AT          599 RCC247
QSO: 14026 CW 2018-05-05 0653 UA0CA         599 RCC141 RA1AL         599 29    
QSO: 14026 CW 2018-05-05 0654 UA0CA         599 RCC141 RT6N          599 29    
QSO: 14026 CW 2018-05-05 0654 UA0CA         599 RCC141 RM3Z          599 RCC178
QSO: 14026 CW 2018-05-05 0655 UA0CA         599 RCC141 RK9AX         599 RCC179
QSO: 14026 CW 2018-05-05 0655 UA0CA         599 RCC141 UA6HFI        599 29    
QSO: 14026 CW 2018-05-05 0656 UA0CA         599 RCC141 UA9QCP/3      599 RCC220
QSO: 14026 CW 2018-05-05 0657 UA0CA         599 RCC141 UA3RF         599 RCC87 
QSO: 14026 CW 2018-05-05 0658 UA0CA         599 RCC141 R3EA          599 29    
QSO: 14026 CW 2018-05-05 0700 UA0CA         599 RCC141 R2AA          599 RCC3  
QSO: 14026 CW 2018-05-05 0700 UA0CA         599 RCC141 RL6MF         599 29    
QSO: 14026 CW 2018-05-05 0701 UA0CA         599 RCC141 PA5WT         599 27    
QSO: 14026 CW 2018-05-05 0702 UA0CA         599 RCC141 RC9O          599 RCC85 
QSO: 14026 CW 2018-05-05 0702 UA0CA         599 RCC141 RT3N          599 RCC69 
QSO: 14026 CW 2018-05-05 0703 UA0CA         599 RCC141 R3VA          599 RCC158
QSO: 14026 CW 2018-05-05 0704 UA0CA         599 RCC141 RN9RF         599 30    
QSO: 14026 CW 2018-05-05 0704 UA0CA         599 RCC141 R3QA          599 29    
QSO: 14026 CW 2018-05-05 0704 UA0CA         599 RCC141 RM2T          599 29    
QSO: 14026 CW 2018-05-05 0705 UA0CA         599 RCC141 UN7ID         599 30    
QSO: 14026 CW 2018-05-05 0705 UA0CA         599 RCC141 UA6AK         599 29    
QSO: 14026 CW 2018-05-05 0706 UA0CA         599 RCC141 RM7C          599 29    
QSO: 14026 CW 2018-05-05 0706 UA0CA         599 RCC141 UN7ZZ         599 30    
QSO: 14026 CW 2018-05-05 0707 UA0CA         599 RCC141 UT4LW         599 29    
QSO: 14026 CW 2018-05-05 0708 UA0CA         599 RCC141 UA9JNT        599 21    
QSO: 14026 CW 2018-05-05 0708 UA0CA         599 RCC141 UT8MZ         599 29    
QSO: 14026 CW 2018-05-05 0708 UA0CA         599 RCC141 UA4LL         599 29    
QSO: 14026 CW 2018-05-05 0709 UA0CA         599 RCC141 RM7F          599 29    
QSO: 14026 CW 2018-05-05 0710 UA0CA         599 RCC141 RA3XCZ        599 29    
QSO: 14026 CW 2018-05-05 0710 UA0CA         599 RCC141 R0RG          599 32    
QSO: 14026 CW 2018-05-05 0710 UA0CA         599 RCC141 RW3AI         599 29    
QSO: 14026 CW 2018-05-05 0711 UA0CA         599 RCC141 UA3QAM        599 29    
QSO: 14026 CW 2018-05-05 0711 UA0CA         599 RCC141 RW4WA         599 30    
QSO: 14026 CW 2018-05-05 0712 UA0CA         599 RCC141 UA9LT         599 30    
QSO: 14026 CW 2018-05-05 0712 UA0CA         599 RCC141 UA4C          599 29    
QSO: 14026 CW 2018-05-05 0713 UA0CA         599 RCC141 RA9AMC        599 30    
QSO: 14026 CW 2018-05-05 0713 UA0CA         599 RCC141 UA4AQL        599 29    
QSO: 14026 CW 2018-05-05 0714 UA0CA         599 RCC141 EW8OM         599 29    
QSO: 14026 CW 2018-05-05 0714 UA0CA         599 RCC141 RK3T          599 RCC499
END-OF-LOG:
