START-OF-LOG: 3.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: E14
CALLSIGN: DL6HCC
CLAIMED-SCORE: 465042
CREATED-BY: UcxLog 8.46, modified by DXHF upload.
OPERATORS: DL6HCC
CLUB: RHEIN RUHR DX ASSOCIATION
GRID-LOCATOR: JO53BQ
QSO: 28000 CW 2025-10-18 1500 DL6HCC        599 E14    EA5YU         599 1
QSO: 28000 CW 2025-10-18 1501 DL6HCC        599 E14    K3UL          599 2
QSO: 28000 CW 2025-10-18 1501 DL6HCC        599 E14    WA3AER        599 2
QSO: 28000 CW 2025-10-18 1502 DL6HCC        599 E14    FY5KE         599 1
QSO: 28000 CW 2025-10-18 1504 DL6HCC        599 E14    YL7X          599 9
QSO: 28000 CW 2025-10-18 1506 DL6HCC        599 E14    N3AM          599 14
QSO: 28000 CW 2025-10-18 1506 DL6HCC        599 E14    KM5G          599 1
QSO: 28000 CW 2025-10-18 1508 DL6HCC        599 E14    KC1XX         599 40
QSO: 28000 CW 2025-10-18 1509 DL6HCC        599 E14    EA5FID        599 1
QSO: 28000 CW 2025-10-18 1509 DL6HCC        599 E14    OK2TJ         599 1
QSO: 28000 CW 2025-10-18 1510 DL6HCC        599 E14    K2MK          599 2
QSO: 28000 CW 2025-10-18 1513 DL6HCC        599 E14    VA1EET        599 27
QSO: 28000 CW 2025-10-18 1514 DL6HCC        599 E14    DR5X          599 M11
QSO: 28000 CW 2025-10-18 1516 DL6HCC        599 E14    N3QE          599 39
QSO: 28000 CW 2025-10-18 1516 DL6HCC        599 E14    SN1T          599 22
QSO: 28000 CW 2025-10-18 1517 DL6HCC        599 E14    DL7AT         599 E38
QSO: 28000 CW 2025-10-18 1518 DL6HCC        599 E14    K1RM          599 43
QSO: 28000 CW 2025-10-18 1521 DL6HCC        599 E14    CT7BJG        599 16
QSO: 28000 CW 2025-10-18 1523 DL6HCC        599 E14    EA1X          599 47
QSO: 28000 CW 2025-10-18 1524 DL6HCC        599 E14    N4BP          599 43
QSO: 28000 CW 2025-10-18 1526 DL6HCC        599 E14    NM4AA         599 50
QSO: 28000 CW 2025-10-18 1529 DL6HCC        599 E14    SV8OVJ        599 28
QSO: 28000 CW 2025-10-18 1531 DL6HCC        599 E14    PY2XL         599 28
QSO: 28000 CW 2025-10-18 1531 DL6HCC        599 E14    DK5XG         599 E22
QSO: 28000 CW 2025-10-18 1533 DL6HCC        599 E14    N4AF          599 52
QSO: 28000 CW 2025-10-18 1537 DL6HCC        599 E14    DJ9AO         599 X22
QSO: 28000 CW 2025-10-18 1538 DL6HCC        599 E14    HA7TM         599 42
QSO: 28000 CW 2025-10-18 1539 DL6HCC        599 E14    DA2X          599 S01
QSO: 28000 CW 2025-10-18 1540 DL6HCC        599 E14    DM3K          599 B14
QSO: 28000 CW 2025-10-18 1541 DL6HCC        599 E14    DQ2A          599 P05
QSO: 28000 CW 2025-10-18 1543 DL6HCC        599 E14    K1JB          599 74
QSO: 28000 CW 2025-10-18 1543 DL6HCC        599 E14    K1ZZ          599 93
QSO: 28000 CW 2025-10-18 1544 DL6HCC        599 E14    DK9PY         599 K04
QSO: 28000 CW 2025-10-18 1545 DL6HCC        599 E14    PY3TD         599 22
QSO: 28000 CW 2025-10-18 1547 DL6HCC        599 E14    PV5N          599 10
QSO: 28000 CW 2025-10-18 1549 DL6HCC        599 E14    W8FN          599 50
QSO: 28000 CW 2025-10-18 1549 DL6HCC        599 E14    CR3Z          599 186
QSO: 28000 CW 2025-10-18 1550 DL6HCC        599 E14    EA5ITT        599 32
QSO: 28000 CW 2025-10-18 1552 DL6HCC        599 E14    YU7A          599 40
QSO: 28000 CW 2025-10-18 1554 DL6HCC        599 E14    W4RM          599 17
QSO: 28000 CW 2025-10-18 1556 DL6HCC        599 E14    N3CKI         599 50
QSO: 28000 CW 2025-10-18 1557 DL6HCC        599 E14    AA3B          599 86
QSO: 28000 CW 2025-10-18 1559 DL6HCC        599 E14    K3AJ          599 67
QSO: 28000 CW 2025-10-18 1602 DL6HCC        599 E14    EA5CP         599 14
QSO: 28000 CW 2025-10-18 1603 DL6HCC        599 E14    N5RZ          599 44
QSO: 28000 CW 2025-10-18 1604 DL6HCC        599 E14    W4NF          599 32
QSO: 28000 CW 2025-10-18 1605 DL6HCC        599 E14    K1AR          599 99
QSO: 28000 CW 2025-10-18 1605 DL6HCC        599 E14    DL1VDL        599 S06
QSO: 28000 CW 2025-10-18 1606 DL6HCC        599 E14    N7DR          599 95
QSO: 28000 CW 2025-10-18 1607 DL6HCC        599 E14    EA5DF         599 12
QSO: 21000 CW 2025-10-18 1613 DL6HCC        599 E14    K3IE          599 53
QSO: 21000 CW 2025-10-18 1614 DL6HCC        599 E14    VE7ZO         599 14
QSO: 21000 CW 2025-10-18 1614 DL6HCC        599 E14    UA6LCN        599 93
QSO: 21000 CW 2025-10-18 1615 DL6HCC        599 E14    OZ0B          599 51
QSO: 21000 CW 2025-10-18 1615 DL6HCC        599 E14    UA4C          599 36
QSO: 21000 CW 2025-10-18 1616 DL6HCC        599 E14    R7MM          599 101
QSO: 21000 CW 2025-10-18 1616 DL6HCC        599 E14    EA5FID        599 81
QSO: 21000 CW 2025-10-18 1617 DL6HCC        599 E14    RW4HFH        599 5
QSO: 21000 CW 2025-10-18 1617 DL6HCC        599 E14    RC2O          599 49
QSO: 21000 CW 2025-10-18 1618 DL6HCC        599 E14    K1ZZ          599 142
QSO: 21000 CW 2025-10-18 1618 DL6HCC        599 E14    SN1T          599 100
QSO: 21000 CW 2025-10-18 1619 DL6HCC        599 E14    RW9DX         599 81
