START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: REF-CW
CALLSIGN: RO3G
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RO3G
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for REF-CW REF/2015/CW.
QSO: 21000 CW 2015-01-25 0912 RO3G          599 001 F5MFI         599 45
QSO: 21038 CW 2015-01-25 1012 RO3G          599 039 F8KCF         599 74
QSO: 21000 CW 2015-01-25 1014 RO3G          599 042 F5XX          599 81
QSO: 21020 CW 2015-01-25 1014 RO3G          599 41 F5PAL         599 63
QSO: 21031 CW 2015-01-25 1015 RO3G          599 043 F5VV          599 01
QSO: 21033 CW 2015-01-25 1016 RO3G          599 044 F8CIL         599 03
QSO: 21000 CW 2015-01-25 1017 RO3G          599 045 F5DE/P        599 19
QSO: 21018 CW 2015-01-25 1017 RO3G          599 046 F6DYX         599 49
QSO: 21000 CW 2015-01-25 1021 RO3G          599 037 F6CLN         599 31
QSO: 21008 CW 2015-01-25 1021 RO3G          599 049 F5CWU         599 37
QSO: 21011 CW 2015-01-25 1021 RO3G          599 048 F5VBU         599 66
QSO: 21000 CW 2015-01-25 1023 RO3G          599 050 F4BDG         599 77
QSO: 21034 CW 2015-01-25 1023 RO3G          599 051 F5VHY         599 47
QSO: 14006 CW 2015-01-25 1026 RO3G          599 052 TK5MH         599 2A
QSO: 14011 CW 2015-01-25 1027 RO3G          599 053 F6KPQ         599 56
QSO: 14000 CW 2015-01-25 1028 RO3G          599 054 TM2G          599 49
QSO: 14000 CW 2015-01-25 1029 RO3G          599 055 F5IAE         599 18
QSO: 14000 CW 2015-01-25 1029 RO3G          599 056 F6KEH         599 34
QSO: 14023 CW 2015-01-25 1032 RO3G          599 057 F4KIP         599 57
QSO: 14000 CW 2015-01-25 1033 RO3G          599 058 F6EYB         599 40
QSO: 14000 CW 2015-01-25 1035 RO3G          599 060 F4GBW         599 59
QSO: 14000 CW 2015-01-25 1036 RO3G          599 061 F6GVC         599 47
QSO: 14000 CW 2015-01-25 1037 RO3G          599 062 F5YG          599 60
QSO: 14000 CW 2015-01-25 1040 RO3G          599 064 F2QH          599 95
QSO: 14000 CW 2015-01-25 1041 RO3G          599 065 F8KGW         599 35
QSO: 14000 CW 2015-01-25 1042 RO3G          599 066 F6ALQ         599 02
QSO: 14000 CW 2015-01-25 1044 RO3G          599 067 F5ICC         599 24
QSO: 14019 CW 2015-01-25 1047 RO3G          599 068 F5VBT         599 38
QSO: 14000 CW 2015-01-25 1049 RO3G          599 070 F5NKX         599 50
QSO: 14019 CW 2015-01-25 1110 RO3G          599 071 TM5G          599 44
QSO: 14028 CW 2015-01-25 1111 RO3G          599 072 F8KCF         599 74
QSO: 14000 CW 2015-01-25 1112 RO3G          599 073 F5KDC         599 63
QSO: 14018 CW 2015-01-25 1114 RO3G          599 30 TM1O          599 34
QSO: 14031 CW 2015-01-25 1115 RO3G          599 076 F4VPX         599 63
QSO: 14018 CW 2015-01-25 1116 RO3G          599 078 F8DGY         599 77
QSO: 14026 CW 2015-01-25 1116 RO3G          599 077 TM5CD         599 59
QSO: 14011 CW 2015-01-25 1117 RO3G          599 080 TM7X          599 12
QSO: 14025 CW 2015-01-25 1117 RO3G          599 079 F6DYX         599 49
QSO: 14000 CW 2015-01-25 1120 RO3G          599 023 F5LZN         599 84
QSO: 14000 CW 2015-01-25 1121 RO3G          599 083 F1MOZ         599 40
QSO: 14000 CW 2015-01-25 1122 RO3G          599 084 F6API         599 31
QSO: 14000 CW 2015-01-25 1127 RO3G          599 086 F6EJN         599 81
QSO: 14022 CW 2015-01-25 1128 RO3G          599 087 F5KMB/P       599 60
QSO: 14034 CW 2015-01-25 1129 RO3G          599 088 F5KEQ         599 44
QSO: 14000 CW 2015-01-25 1130 RO3G          599 089 F5RJW         599 71
QSO: 14000 CW 2015-01-25 1133 RO3G          599 091 F6REF         599 00
QSO: 14000 CW 2015-01-25 1134 RO3G          599 090 F6KMX         599 94
QSO: 14014 CW 2015-01-25 1134 RO3G          599 093 F8UFT         599 51
QSO: 14000 CW 2015-01-25 1135 RO3G          599 092 F4BDG         599 77
QSO: 14000 CW 2015-01-25 1136 RO3G          599 095 F5KKD         599 93
QSO: 14000 CW 2015-01-25 1138 RO3G          599 095 F5BLC         599 12
QSO: 14000 CW 2015-01-25 1142 RO3G          599 097 F6KJS         599 71
QSO: 14000 CW 2015-01-25 1142 RO3G          599 099 F6KTW         599 87
QSO: 14034 CW 2015-01-25 1142 RO3G          599 098 F6KDL         599 68
QSO: 21000 CW 2015-01-25 1143 RO3G          599 099 F5KED         599 36
QSO: 21000 CW 2015-01-25 1146 RO3G          599 101 F5LPY         599 55
QSO: 21027 CW 2015-01-25 1148 RO3G          599 102 F5UTN         599 27
QSO: 21012 CW 2015-01-25 1149 RO3G          599 045 F8UFT         599 51
QSO: 21000 CW 2015-01-25 1150 RO3G          599 104 F6KUP         599 55
QSO: 21026 CW 2015-01-25 1150 RO3G          599 105 F6KRK         599 78
QSO: 21000 CW 2015-01-25 1151 RO3G          599 106 F5YG          599 60
QSO: 21013 CW 2015-01-25 1152 RO3G          599 107 TM7X          599 12
QSO: 21029 CW 2015-01-25 1153 RO3G          599 108 F4VPX         599 63
QSO: 21000 CW 2015-01-25 1155 RO3G          599 111 F5IAE         599 18
QSO: 21021 CW 2015-01-25 1155 RO3G          599 110 F5KEQ         599 44
QSO: 21000 CW 2015-01-25 1156 RO3G          599 109 F5KHP         599 32
QSO: 21023 CW 2015-01-25 1156 RO3G          599 112 FG8NY         599 FG
QSO: 21016 CW 2015-01-25 1209 RO3G          599 113 F6KHM         599 29
QSO: 21020 CW 2015-01-25 1210 RO3G          599 114 F1BIH/P       599 58
QSO: 28021 CW 2015-01-25 1212 RO3G          599 115 F8CMF         599 74
END-OF-LOG:
