START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OK8DD
OPERATORS: OK8DD
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21028 CW 2012-11-10 1206 OK8DD         599 APJ        EA5YU         599 008       
QSO: 21028 CW 2012-11-10 1207 OK8DD         599 APJ        RM2T          599 004       
QSO: 21028 CW 2012-11-10 1207 OK8DD         599 APJ        RA3UT         599 008       
QSO: 14028 CW 2012-11-10 1212 OK8DD         599 APJ        G3MPB         599 007       
QSO: 14028 CW 2012-11-10 1213 OK8DD         599 APJ        RA1OT         599 009       
QSO: 14028 CW 2012-11-10 1213 OK8DD         599 APJ        UA1AJ         599 012       
QSO: 14028 CW 2012-11-10 1213 OK8DD         599 APJ        LZ1DQ         599 009       
QSO: 14028 CW 2012-11-10 1214 OK8DD         599 APJ        UA1ASB        599 009       
QSO: 14028 CW 2012-11-10 1214 OK8DD         599 APJ        LZ1ND         599 015       
QSO: 14028 CW 2012-11-10 1214 OK8DD         599 APJ        RA9DZ         599 017       
QSO: 14028 CW 2012-11-10 1215 OK8DD         599 APJ        RK3ER         599 013       
QSO: 14028 CW 2012-11-10 1215 OK8DD         599 APJ        UA3QAM        599 013       
QSO: 14028 CW 2012-11-10 1216 OK8DD         599 APJ        EW8EW         599 014       
QSO: 14028 CW 2012-11-10 1216 OK8DD         599 APJ        UT0RM         599 018       
QSO: 14028 CW 2012-11-10 1216 OK8DD         599 APJ        G4RCG         599 015       
QSO: 14028 CW 2012-11-10 1217 OK8DD         599 APJ        UY5ZI         599 009       
QSO: 14028 CW 2012-11-10 1218 OK8DD         599 APJ        RC9JWR        599 011       
QSO: 14028 CW 2012-11-10 1218 OK8DD         599 APJ        RM4R          599 016       
QSO: 14028 CW 2012-11-10 1219 OK8DD         599 APJ        RK9Q          599 005       
