START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OM3IAG
OPERATORS: OM3IAG
CATEGORY: SINGLE-OP 10M HIGHSINGLE-OP 15M HIGHSINGLE-OP 160M HIGHSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14027 CW 2012-11-10 1202 OM3IAG        599 ZIL        SE6Y          599 002       
QSO: 14027 CW 2012-11-10 1204 OM3IAG        599 ZIL        YL2TB         599 004       
QSO: 14027 CW 2012-11-10 1204 OM3IAG        599 ZIL        UA4RW         599 002       
QSO: 14027 CW 2012-11-10 1205 OM3IAG        599 ZIL        RU6CS         599 003       
QSO: 14027 CW 2012-11-10 1205 OM3IAG        599 ZIL        M0CFW         599 002       
QSO: 14027 CW 2012-11-10 1206 OM3IAG        599 ZIL        SE6N          599 002       
QSO: 14027 CW 2012-11-10 1206 OM3IAG        599 ZIL        R3LB          599 006       
QSO: 14027 CW 2012-11-10 1207 OM3IAG        599 ZIL        US7IA         599 004       
QSO: 14027 CW 2012-11-10 1208 OM3IAG        599 ZIL        PA5GU         599 003       
QSO: 14027 CW 2012-11-10 1208 OM3IAG        599 ZIL        K8MFO         599 003       
QSO: 14027 CW 2012-11-10 1211 OM3IAG        599 ZIL        RA1OT         599 007       
QSO: 14027 CW 2012-11-10 1212 OM3IAG        599 ZIL        UA1AJ         599 009       
QSO: 14027 CW 2012-11-10 1212 OM3IAG        599 ZIL        SE6W          599 002       
QSO: 14027 CW 2012-11-10 1214 OM3IAG        599 ZIL        UA7G          599 011       
QSO: 14027 CW 2012-11-10 1214 OM3IAG        599 ZIL        R8MD          599 007       
QSO: 14027 CW 2012-11-10 1214 OM3IAG        599 ZIL        RM4R          599 014       
QSO: 14027 CW 2012-11-10 1215 OM3IAG        599 ZIL        G4RCG         599 013       
QSO: 14027 CW 2012-11-10 1216 OM3IAG        599 ZIL        UY5ZI         599 008       
QSO: 14027 CW 2012-11-10 1216 OM3IAG        599 ZIL        RN7F          599 006       
QSO: 14027 CW 2012-11-10 1217 OM3IAG        599 ZIL        UA3QAM        599 014       
QSO: 14027 CW 2012-11-10 1217 OM3IAG        599 ZIL        SM6VWG        599 004       
QSO: 14027 CW 2012-11-10 1217 OM3IAG        599 ZIL        LZ1ND         599 018       
QSO: 14027 CW 2012-11-10 1218 OM3IAG        599 ZIL        LZ40YE        599 004       
QSO: 14027 CW 2012-11-10 1218 OM3IAG        599 ZIL        RK3ER         599 016       
QSO: 14027 CW 2012-11-10 1219 OM3IAG        599 ZIL        PA0WLB        599 008       
QSO: 14027 CW 2012-11-10 1219 OM3IAG        599 ZIL        R3OM          599 006       
QSO: 14027 CW 2012-11-10 1220 OM3IAG        599 ZIL        RA9DZ         599 022       
QSO: 14027 CW 2012-11-10 1220 OM3IAG        599 ZIL        UA1AFT        599 017       
QSO: 14027 CW 2012-11-10 1221 OM3IAG        599 ZIL        R3PA          599 012       
QSO: 14027 CW 2012-11-10 1221 OM3IAG        599 ZIL        US5VX         599 015       
QSO: 14027 CW 2012-11-10 1222 OM3IAG        599 ZIL        LZ1GEN        599 005       
QSO: 14027 CW 2012-11-10 1222 OM3IAG        599 ZIL        G5LP          599 029       
QSO: 14027 CW 2012-11-10 1223 OM3IAG        599 ZIL        RK9Q          599 009       
QSO: 14027 CW 2012-11-10 1223 OM3IAG        599 ZIL        RW0AJ         599 009       
QSO: 14027 CW 2012-11-10 1224 OM3IAG        599 ZIL        PC5WB         599 008       
