START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OK2KOS
OPERATORS: OK2HZ, OK2WA, OK2BMU
CATEGORY: MULTI-ONE
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28010 CW 2012-11-10 1219 OK2KOS        599 HOS        PT2CM         599 014       
QSO: 28020 CW 2012-11-10 1223 OK2KOS        599 HOS        ZS5BBW        599 001       
QSO: 21028 CW 2012-11-10 1230 OK2KOS        599 HOS        RU4SO         599 041       
QSO: 21028 CW 2012-11-10 1232 OK2KOS        599 HOS        K3LU          599 015       
QSO: 21028 CW 2012-11-10 1233 OK2KOS        599 HOS        EA5YU         599 038       
QSO: 21028 CW 2012-11-10 1233 OK2KOS        599 HOS        RT3F          599 029       
QSO: 21028 CW 2012-11-10 1235 OK2KOS        599 HOS        LZ4RR         599 026       
QSO: 21028 CW 2012-11-10 1235 OK2KOS        599 HOS        K4BAI         599 018       
QSO: 21028 CW 2012-11-10 1236 OK2KOS        599 HOS        RA9AP         599 039       
QSO: 21028 CW 2012-11-10 1237 OK2KOS        599 HOS        UA9LAO/4      599 036       
QSO: 21028 CW 2012-11-10 1239 OK2KOS        599 HOS        R9XS          599 030       
QSO: 21028 CW 2012-11-10 1240 OK2KOS        599 HOS        EA8AVK        599 022       
QSO: 21028 CW 2012-11-10 1240 OK2KOS        599 HOS        RU4SS         599 045       
QSO: 21028 CW 2012-11-10 1243 OK2KOS        599 HOS        RX4YY         599 035       
QSO: 21028 CW 2012-11-10 1243 OK2KOS        599 HOS        UP0L          599 055       
QSO: 21028 CW 2012-11-10 1248 OK2KOS        599 HOS        K8MFO         599 030       
QSO: 21028 CW 2012-11-10 1248 OK2KOS        599 HOS        UA9FFV        599 016       
QSO: 21028 CW 2012-11-10 1249 OK2KOS        599 HOS        UA4PN         599 054       
QSO: 21028 CW 2012-11-10 1251 OK2KOS        599 HOS        RA9CCK        599 027       
QSO: 21027 CW 2012-11-10 1256 OK2KOS        599 HOS        RK9SWF        599 042       
QSO: 21027 CW 2012-11-10 1257 OK2KOS        599 HOS        VP9KF         599 008       
QSO: 21027 CW 2012-11-10 1257 OK2KOS        599 HOS        RN4HAB        599 049       
QSO: 21027 CW 2012-11-10 1258 OK2KOS        599 HOS        F5IN          599 021       
QSO: 21027 CW 2012-11-10 1259 OK2KOS        599 HOS        CS2C          599 057       
QSO: 21027 CW 2012-11-10 1301 OK2KOS        599 HOS        RT4W          599 040       
QSO: 21027 CW 2012-11-10 1302 OK2KOS        599 HOS        N4PN          599 021       
