START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OK2KG
OPERATORS: OK2KG
CATEGORY: SINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21054 CW 2012-11-10 1205 OK2KG         599 GBL        UA4PAQ        599 007       
QSO: 21054 CW 2012-11-10 1207 OK2KG         599 GBL        RT9S          599 012       
QSO: 21054 CW 2012-11-10 1207 OK2KG         599 GBL        RU9WZ         599 013       
QSO: 21054 CW 2012-11-10 1208 OK2KG         599 GBL        RD9CX         599 001       
QSO: 21054 CW 2012-11-10 1208 OK2KG         599 GBL        RW9C          599 011       
QSO: 21054 CW 2012-11-10 1210 OK2KG         599 GBL        RU4SS         599 008       
QSO: 21054 CW 2012-11-10 1210 OK2KG         599 GBL        UA9LAO/4      599 012       
QSO: 21054 CW 2012-11-10 1211 OK2KG         599 GBL        R4WT          599 006       
QSO: 14047 CW 2012-11-10 1218 OK2KG         599 GBL        RT9S          599 024       
QSO: 14047 CW 2012-11-10 1218 OK2KG         599 GBL        RA9SN         599 006       
QSO: 14047 CW 2012-11-10 1219 OK2KG         599 GBL        LA8HGA        599 023       
QSO: 14047 CW 2012-11-10 1220 OK2KG         599 GBL        G5LP          599 024       
QSO: 14047 CW 2012-11-10 1221 OK2KG         599 GBL        UA3XAG        599 009       
QSO: 14047 CW 2012-11-10 1222 OK2KG         599 GBL        LZ1DQ         599 015       
QSO: 14047 CW 2012-11-10 1223 OK2KG         599 GBL        ES5KJ         599 016       
QSO: 14047 CW 2012-11-10 1224 OK2KG         599 GBL        UA1CEC        599 015       
QSO: 14047 CW 2012-11-10 1224 OK2KG         599 GBL        R7AM          599 011       
QSO: 14047 CW 2012-11-10 1228 OK2KG         599 GBL        US3LX         599 003       
QSO: 14047 CW 2012-11-10 1228 OK2KG         599 GBL        UX3HA         599 015       
QSO: 14047 CW 2012-11-10 1229 OK2KG         599 GBL        UT0RM         599 028       
QSO: 14047 CW 2012-11-10 1229 OK2KG         599 GBL        YO4SI         599 013       
QSO: 14047 CW 2012-11-10 1230 OK2KG         599 GBL        R3PA          599 022       
QSO: 14047 CW 2012-11-10 1231 OK2KG         599 GBL        M0BKB         599 006       
QSO: 14047 CW 2012-11-10 1232 OK2KG         599 GBL        G4RCG         599 032       
QSO: 14047 CW 2012-11-10 1232 OK2KG         599 GBL        UA3MIF        599 007       
QSO: 14047 CW 2012-11-10 1233 OK2KG         599 GBL        R3OM          599 019       
QSO: 14047 CW 2012-11-10 1233 OK2KG         599 GBL        G4KFT         599 026       
QSO: 14047 CW 2012-11-10 1233 OK2KG         599 GBL        UA1AFT        599 032       
QSO: 14047 CW 2012-11-10 1234 OK2KG         599 GBL        G3MPB         599 015       
QSO: 14047 CW 2012-11-10 1235 OK2KG         599 GBL        EW8EW         599 031       
QSO: 14047 CW 2012-11-10 1236 OK2KG         599 GBL        RV3QO         599 019       
QSO: 14047 CW 2012-11-10 1238 OK2KG         599 GBL        R3LB          599 035       
QSO: 14047 CW 2012-11-10 1239 OK2KG         599 GBL        UA7G          599 030       
QSO: 14047 CW 2012-11-10 1239 OK2KG         599 GBL        RA5B          599 019       
QSO: 14047 CW 2012-11-10 1240 OK2KG         599 GBL        UT4UFU        599 012       
QSO: 14047 CW 2012-11-10 1241 OK2KG         599 GBL        RA1OT         599 035       
QSO: 14047 CW 2012-11-10 1242 OK2KG         599 GBL        EW6GF         599 024       
QSO: 14047 CW 2012-11-10 1242 OK2KG         599 GBL        RA9DZ         599 043       
QSO: 14047 CW 2012-11-10 1242 OK2KG         599 GBL        UA6LCJ        599 017       
QSO: 14047 CW 2012-11-10 1243 OK2KG         599 GBL        RM4R          599 045       
QSO: 14047 CW 2012-11-10 1243 OK2KG         599 GBL        RU3U          599 046       
QSO: 14047 CW 2012-11-10 1245 OK2KG         599 GBL        UA4HBM        599 025       
QSO: 14047 CW 2012-11-10 1245 OK2KG         599 GBL        R7AO          599 033       
QSO: 14047 CW 2012-11-10 1246 OK2KG         599 GBL        M0CFW         599 038       
QSO: 14047 CW 2012-11-10 1246 OK2KG         599 GBL        RM5D          599 053       
QSO: 14047 CW 2012-11-10 1247 OK2KG         599 GBL        GM4SID        599 038       
QSO: 14047 CW 2012-11-10 1247 OK2KG         599 GBL        EU6AA         599 021       
QSO: 14047 CW 2012-11-10 1248 OK2KG         599 GBL        RV3F          599 041       
QSO: 14047 CW 2012-11-10 1248 OK2KG         599 GBL        LZ1ND         599 052       
QSO: 14047 CW 2012-11-10 1249 OK2KG         599 GBL        UU2J          599 033       
QSO: 14047 CW 2012-11-10 1250 OK2KG         599 GBL        RN9RF         599 038       
QSO: 14047 CW 2012-11-10 1250 OK2KG         599 GBL        UN2E          599 020       
QSO: 14047 CW 2012-11-10 1253 OK2KG         599 GBL        RX3AEX        599 023       
QSO: 14047 CW 2012-11-10 1254 OK2KG         599 GBL        LZ7H          599 025       
QSO: 14047 CW 2012-11-10 1254 OK2KG         599 GBL        LZ2NG         599 011       
QSO: 14047 CW 2012-11-10 1255 OK2KG         599 GBL        UA1AJ         599 038       
QSO: 14047 CW 2012-11-10 1257 OK2KG         599 GBL        G0ORH         599 031       
