START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OK2HBR
OPERATORS: OK2HBR
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21000 CW 2012-11-10 1205 OK2HBR        599 HOL        UA4PAQ        599 6         
QSO: 21000 CW 2012-11-10 1208 OK2HBR        599 HOL        RN9RF         599 6         
QSO: 21000 CW 2012-11-10 1210 OK2HBR        599 HOL        RM4A          599 4         
QSO: 21000 CW 2012-11-10 1212 OK2HBR        599 HOL        UA9FGJ        599 15        
QSO: 21000 CW 2012-11-10 1214 OK2HBR        599 HOL        R4WT          599 10        
QSO: 21000 CW 2012-11-10 1214 OK2HBR        599 HOL        RU4SS         599 15        
QSO: 21000 CW 2012-11-10 1215 OK2HBR        599 HOL        RW9C          599 19        
QSO: 21000 CW 2012-11-10 1217 OK2HBR        599 HOL        RX4YY         599 6         
QSO: 21000 CW 2012-11-10 1219 OK2HBR        599 HOL        RA9AP         599 19        
QSO: 21000 CW 2012-11-10 1222 OK2HBR        599 HOL        RD9CX         599 12        
QSO: 21000 CW 2012-11-10 1223 OK2HBR        599 HOL        LZ1YQ         599 10        
QSO: 21000 CW 2012-11-10 1225 OK2HBR        599 HOL        UA9LAO/4      599 25        
QSO: 21000 CW 2012-11-10 1225 OK2HBR        599 HOL        N3QE          599 17        
QSO: 21000 CW 2012-11-10 1226 OK2HBR        599 HOL        LZ1GE         599 3         
QSO: 21000 CW 2012-11-10 1227 OK2HBR        599 HOL        RN4HAB        599 30        
QSO: 21000 CW 2012-11-10 1230 OK2HBR        599 HOL        UD8A          599 18        
QSO: 21000 CW 2012-11-10 1231 OK2HBR        599 HOL        CS2C          599 36        
QSO: 21000 CW 2012-11-10 1232 OK2HBR        599 HOL        RU4SO         599 43        
QSO: 21000 CW 2012-11-10 1232 OK2HBR        599 HOL        RV6LCI        599 30        
QSO: 21000 CW 2012-11-10 1235 OK2HBR        599 HOL        C4Z           599 31        
QSO: 21000 CW 2012-11-10 1237 OK2HBR        599 HOL        ZC4LI         599 34        
QSO: 21000 CW 2012-11-10 1238 OK2HBR        599 HOL        RA4DB         599 31        
QSO: 21000 CW 2012-11-10 1239 OK2HBR        599 HOL        RA6HSM        599 25        
QSO: 21000 CW 2012-11-10 1241 OK2HBR        599 HOL        UA9FFV        599 13        
QSO: 21000 CW 2012-11-10 1242 OK2HBR        599 HOL        UA6HFI        599 16        
QSO: 21000 CW 2012-11-10 1242 OK2HBR        599 HOL        EA5YU         599 41        
QSO: 21000 CW 2012-11-10 1243 OK2HBR        599 HOL        R9XS          599 34        
QSO: 21000 CW 2012-11-10 1244 OK2HBR        599 HOL        RT3T          599 38        
QSO: 21000 CW 2012-11-10 1246 OK2HBR        599 HOL        RK9SWF        599 35        
QSO: 21000 CW 2012-11-10 1247 OK2HBR        599 HOL        UP0L          599 59        
QSO: 21000 CW 2012-11-10 1248 OK2HBR        599 HOL        RN6A          599 57        
QSO: 21000 CW 2012-11-10 1250 OK2HBR        599 HOL        R8XF          599 51        
QSO: 21000 CW 2012-11-10 1251 OK2HBR        599 HOL        RU9WZ         599 55        
QSO: 21000 CW 2012-11-10 1252 OK2HBR        599 HOL        UA4PN         599 57        
QSO: 21000 CW 2012-11-10 1254 OK2HBR        599 HOL        RT4W          599 36        
QSO: 21000 CW 2012-11-10 1255 OK2HBR        599 HOL        UN6LN         599 31        
QSO: 21000 CW 2012-11-10 1256 OK2HBR        599 HOL        N4NO          599 33        
QSO: 21000 CW 2012-11-10 1257 OK2HBR        599 HOL        UA4SN         599 11        
