START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: EA6SX
CATEGORY: SINGLE-OP ALL QRP
CLUB: EA CONTEST CLUB
CONTEST: EA-MAJESTAD-CW
CLAIMED-SCORE: 99456
OPERATORS: EA6SX
SOAPBOX: Muy buena propa el sabado con esporadica hasta los 100Mhz 
SOAPBOX: inclusive. Domingo mas flojito. Pero la sensacion ha sido de 
SOAPBOX: concurso de romper records, aunque el QRP es muy durillo pero 
SOAPBOX: interesante. Gracias por vuestra paciencia.
NAME: Miguel Garcia Castaner
CREATED-BY: N1MM Logger+ 1.0.8744.0
QSO: 28032 CW 2023-05-20 1641 EA6SX         599 IB     LW1F          599 88       
QSO: 28018 CW 2023-05-20 1643 EA6SX         599 IB     LT6M          599 080      
QSO: 28018 CW 2023-05-20 1646 EA6SX         599 IB     3G3R          599 49       
QSO: 28015 CW 2023-05-20 1648 EA6SX         599 IB     EA7FPG        599 CA       
QSO: 28010 CW 2023-05-20 1649 EA6SX         599 IB     PY5AMF        599 49       
QSO: 28016 CW 2023-05-20 1651 EA6SX         599 IB     PY5ZSP        599 55       
QSO: 28019 CW 2023-05-20 1652 EA6SX         599 IB     AZ1A          599 53       
QSO: 28020 CW 2023-05-20 1653 EA6SX         599 IB     PY3TD         599 31       
QSO:  7036 CW 2023-05-20 1654 EA6SX         599 IB     EF0F          599 SMR      
QSO:  7037 CW 2023-05-20 1658 EA6SX         599 IB     YT1A          599 97       
QSO:  7037 CW 2023-05-20 1659 EA6SX         599 IB     EA2GP         599 TE       
QSO:  7037 CW 2023-05-20 1701 EA6SX         599 IB     IK1YRA        599 040      
QSO:  7037 CW 2023-05-20 1702 EA6SX         599 IB     EA7J          599 CO       
QSO:  7037 CW 2023-05-20 1703 EA6SX         599 IB     EA3CE         599 B        
QSO:  7020 CW 2023-05-20 1705 EA6SX         599 IB     EC6AAE        599 IB       
QSO:  7014 CW 2023-05-20 1708 EA6SX         599 IB     EA5JAB        599 A        
QSO:  7007 CW 2023-05-20 1709 EA6SX         599 IB     EA2ESB        599 TE       
QSO: 21022 CW 2023-05-20 1712 EA6SX         599 IB     EA4IE         599 TO       
QSO: 21032 CW 2023-05-20 1721 EA6SX         599 IB     EF0F          599 SMR      
QSO: 21037 CW 2023-05-20 1724 EA6SX         599 IB     EC4TA         599 M        
QSO: 21033 CW 2023-05-20 1726 EA6SX         599 IB     EA7FZP        599 AL       
QSO: 21034 CW 2023-05-20 1727 EA6SX         599 IB     EF5K          599 V        
QSO: 21031 CW 2023-05-20 1728 EA6SX         599 IB     EA7HAB        599 GR       
QSO: 21035 CW 2023-05-20 1730 EA6SX         599 IB     EA9EU         599 CE       
QSO: 21026 CW 2023-05-20 1730 EA6SX         599 IB     EA5NY         599 V        
QSO: 21016 CW 2023-05-20 1732 EA6SX         599 IB     EA4FL         599 GU       
QSO: 21014 CW 2023-05-20 1733 EA6SX         599 IB     EA4Z          599 M        
QSO: 21037 CW 2023-05-20 1737 EA6SX         599 IB     EA1IQ         599 PO       
QSO: 21037 CW 2023-05-20 1738 EA6SX         599 IB     E77EA         599 292      
QSO: 21037 CW 2023-05-20 1738 EA6SX         599 IB     PU2UAF        599 29       
QSO: 21037 CW 2023-05-20 1740 EA6SX         599 IB     9A7Z          599 229      
QSO: 21037 CW 2023-05-20 1741 EA6SX         599 IB     LZ9R          599 087      
QSO: 21037 CW 2023-05-20 1741 EA6SX         599 IB     EF5D          599 A        
QSO: 21037 CW 2023-05-20 1742 EA6SX         599 IB     G3P           599 320      
QSO: 21037 CW 2023-05-20 1743 EA6SX         599 IB     EC7ZT         599 MA       
QSO: 21037 CW 2023-05-20 1743 EA6SX         599 IB     LZ5R          599 821      
QSO: 21037 CW 2023-05-20 1744 EA6SX         599 IB     RA4Y          599 12       
QSO: 21037 CW 2023-05-20 1745 EA6SX         599 IB     EA5R          599 MU       
QSO: 21037 CW 2023-05-20 1745 EA6SX         599 IB     ED1B          599 O        
QSO: 21037 CW 2023-05-20 1746 EA6SX         599 IB     9A30T         599 67       
QSO: 21037 CW 2023-05-20 1747 EA6SX         599 IB     PA3BUD        599 51       
QSO: 21037 CW 2023-05-20 1748 EA6SX         599 IB     CT1DRB        599 135      
QSO: 21037 CW 2023-05-20 1748 EA6SX         599 IB     EA5ITT        599 A        
QSO: 21037 CW 2023-05-20 1749 EA6SX         599 IB     EA5HRM        599 CS       
QSO: 21037 CW 2023-05-20 1749 EA6SX         599 IB     IZ4JMA        599 202      
QSO: 21037 CW 2023-05-20 1750 EA6SX         599 IB     EA1IZT        599 AB       
QSO: 21037 CW 2023-05-20 1751 EA6SX         599 IB     EA1WH         599 C        
QSO: 21037 CW 2023-05-20 1756 EA6SX         599 IB     EF5U          599 A        
QSO: 21037 CW 2023-05-20 1758 EA6SX         599 IB     ED7W          599 CO       
QSO: 21037 CW 2023-05-20 1800 EA6SX         599 IB     HG8W          599 222      
QSO: 21037 CW 2023-05-20 1801 EA6SX         599 IB     ED4J          599 CR       
QSO: 21037 CW 2023-05-20 1803 EA6SX         599 IB     EA4U          599 M        
QSO: 21037 CW 2023-05-20 1804 EA6SX         599 IB     EA5LU         599 MU       
QSO: 21037 CW 2023-05-20 1804 EA6SX         599 IB     G4ZCS         599 9        
QSO: 21037 CW 2023-05-20 1806 EA6SX         599 IB     EA4EJR        599 BA       
QSO: 21037 CW 2023-05-20 1806 EA6SX         599 IB     CU5R          599 65       
QSO: 21037 CW 2023-05-20 1808 EA6SX         599 IB     PC4H          599 95       
QSO: 21037 CW 2023-05-20 1810 EA6SX         599 IB     EE4Y          599 TO       
QSO: 21037 CW 2023-05-20 1814 EA6SX         599 IB     UW1M          599 429      
QSO: 21037 CW 2023-05-20 1814 EA6SX         599 IB     EB5F          599 A        
QSO: 21037 CW 2023-05-20 1814 EA6SX         599 IB     EA2A          599 HU       
QSO: 21037 CW 2023-05-20 1821 EA6SX         599 IB     DK9IP         599 25       
QSO: 21037 CW 2023-05-20 1823 EA6SX         599 IB     KP3W          599 15       
QSO: 21037 CW 2023-05-20 1826 EA6SX         599 IB     PY2KJ         599 212      
QSO: 21037 CW 2023-05-20 1827 EA6SX         599 IB     UA6HFI        599 86       
QSO: 21037 CW 2023-05-20 1828 EA6SX         599 IB     GM4HBG        599 124      
QSO: 21013 CW 2023-05-20 1830 EA6SX         599 IB     YU5R          599 081      
QSO: 21045 CW 2023-05-20 1832 EA6SX         599 IB     EA7URC        599 CO       
QSO: 28002 CW 2023-05-20 1833 EA6SX         599 IB     EF0F          599 SMR      
QSO: 28010 CW 2023-05-20 1834 EA6SX         599 IB     EA1TG         599 S        
QSO: 28023 CW 2023-05-20 1835 EA6SX         599 IB     IT9RZU        599 266      
QSO: 28026 CW 2023-05-20 1837 EA6SX         599 IB     EA3AR         599 B        
QSO: 28038 CW 2023-05-20 1839 EA6SX         599 IB     EA3AKA        599 T        
QSO: 28019 CW 2023-05-20 1843 EA6SX         599 IB     EA6UP         599 IB       
QSO: 28037 CW 2023-05-20 1845 EA6SX         599 IB     EA6ZS         599 IB       
QSO: 28037 CW 2023-05-20 1845 EA6SX         599 IB     9A2UN         599 7        
QSO: 28037 CW 2023-05-20 1848 EA6SX         599 IB     OR3A          599 2        
QSO: 28037 CW 2023-05-20 1849 EA6SX         599 IB     ON5JT         599 87       
QSO: 28037 CW 2023-05-20 1850 EA6SX         599 IB     G4FIE         599 1        
QSO: 28037 CW 2023-05-20 1851 EA6SX         599 IB     EE3Z          599 T        
QSO: 28037 CW 2023-05-20 1853 EA6SX         599 IB     I0GOJ         599 151      
QSO: 28037 CW 2023-05-20 1855 EA6SX         599 IB     EA8RM         599 GC       
QSO:  1833 CW 2023-05-20 1858 EA6SX         599 IB     EF0F          599 SMR      
QSO:  3532 CW 2023-05-20 1859 EA6SX         599 IB     EF0F          599 SMR      
QSO:  3524 CW 2023-05-20 1902 EA6SX         599 IB     OK2EA         599 257      
QSO:  3516 CW 2023-05-20 1904 EA6SX         599 IB     Z35F          599 35       
QSO: 14018 CW 2023-05-20 1912 EA6SX         599 IB     EA6EJ         599 IB       
QSO: 14033 CW 2023-05-20 1915 EA6SX         599 IB     SM5CSS        599 80       
QSO: 14033 CW 2023-05-20 1915 EA6SX         599 IB     R4WAE         599 111      
QSO: 14033 CW 2023-05-20 1916 EA6SX         599 IB     DL5XJ         599 137      
QSO: 14033 CW 2023-05-20 1918 EA6SX         599 IB     NS2N          599 28       
QSO: 14033 CW 2023-05-20 1918 EA6SX         599 IB     P3X           599 518      
QSO: 14033 CW 2023-05-20 1921 EA6SX         599 IB     UW1M          599 477      
QSO: 14033 CW 2023-05-20 1922 EA6SX         599 IB     OM7LW         599 259      
QSO: 14033 CW 2023-05-20 1923 EA6SX         599 IB     SG4I          599 210      
QSO: 14033 CW 2023-05-20 1925 EA6SX         599 IB     HA8TKS        599 215      
QSO: 14033 CW 2023-05-20 1926 EA6SX         599 IB     HG5D          599 441      
QSO: 14033 CW 2023-05-20 1926 EA6SX         599 IB     UW1M          599 483      
QSO: 14033 CW 2023-05-20 1927 EA6SX         599 IB     DL8DWW        599 126      
QSO: 14033 CW 2023-05-20 1928 EA6SX         599 IB     OM2VL         599 460      
QSO: 14033 CW 2023-05-20 1928 EA6SX         599 IB     EB5F          599 A        
QSO: 14033 CW 2023-05-20 1928 EA6SX         599 IB     N1LN          599 2        
QSO: 14033 CW 2023-05-20 1929 EA6SX         599 IB     RA4Y          599 97       
QSO: 14033 CW 2023-05-20 1929 EA6SX         599 IB     US7UK         599 133      
QSO: 14033 CW 2023-05-20 1930 EA6SX         599 IB     MR0MPM        599 29       
QSO: 14033 CW 2023-05-20 1931 EA6SX         599 IB     PC5Q          599 44       
QSO: 14033 CW 2023-05-20 1931 EA6SX         599 IB     LZ2PS         599 86       
QSO: 14033 CW 2023-05-20 1932 EA6SX         599 IB     RU6MO         599 21       
QSO: 14033 CW 2023-05-20 1933 EA6SX         599 IB     IZ8JFL        599 181      
QSO: 14033 CW 2023-05-20 1933 EA6SX         599 IB     OK4RQ         599 68       
QSO: 14033 CW 2023-05-20 1933 EA6SX         599 IB     EA1AER        599 LE       
QSO: 14033 CW 2023-05-20 1934 EA6SX         599 IB     SN5J          599 239      
QSO: 14033 CW 2023-05-20 1934 EA6SX         599 IB     DK3YD         599 164      
QSO: 14033 CW 2023-05-20 1935 EA6SX         599 IB     S56C          599 94       
QSO: 14033 CW 2023-05-20 1935 EA6SX         599 IB     9A1AA         599 428      
QSO: 14033 CW 2023-05-20 1935 EA6SX         599 IB     SN3A          599 67       
QSO: 14033 CW 2023-05-20 1936 EA6SX         599 IB     YQ6A          599 364      
QSO: 14033 CW 2023-05-20 1937 EA6SX         599 IB     R7MM          599 297      
QSO: 14033 CW 2023-05-20 1937 EA6SX         599 IB     R3AQ          599 34       
QSO: 14033 CW 2023-05-20 1938 EA6SX         599 IB     R6DMT         599 175      
QSO: 14033 CW 2023-05-20 1938 EA6SX         599 IB     SP9MZH        599 26       
QSO: 14033 CW 2023-05-20 1938 EA6SX         599 IB     DL2SWR        599 74       
QSO: 14033 CW 2023-05-20 1939 EA6SX         599 IB     SV1XG         599 62       
QSO: 14033 CW 2023-05-20 1939 EA6SX         599 IB     E74X          599 145      
QSO: 14033 CW 2023-05-20 1940 EA6SX         599 IB     UR7VA         599 86       
QSO: 14033 CW 2023-05-20 1940 EA6SX         599 IB     PD0JMH        599 028      
QSO: 14033 CW 2023-05-20 1941 EA6SX         599 IB     DL50DAS       599 106      
QSO: 14033 CW 2023-05-20 1941 EA6SX         599 IB     YL4WRTC       599 455      
QSO: 14033 CW 2023-05-20 1942 EA6SX         599 IB     PE1PIX        599 60       
QSO: 14033 CW 2023-05-20 1942 EA6SX         599 IB     HA7UI         599 278      
QSO: 14033 CW 2023-05-20 1943 EA6SX         599 IB     DF3CE         599 28       
QSO: 14033 CW 2023-05-20 1943 EA6SX         599 IB     UA6LCJ        599 180      
QSO: 14033 CW 2023-05-20 1944 EA6SX         599 IB     OH3MZ         599 5        
QSO: 14033 CW 2023-05-20 1945 EA6SX         599 IB     ED4J          599 CR       
QSO: 14033 CW 2023-05-20 1945 EA6SX         599 IB     OK2TJ         599 153      
QSO: 14033 CW 2023-05-20 1946 EA6SX         599 IB     DH2WW         599 93       
QSO: 14033 CW 2023-05-20 1946 EA6SX         599 IB     LA1U          599 34       
QSO: 14033 CW 2023-05-20 1946 EA6SX         599 IB     S50R          599 107      
QSO: 14033 CW 2023-05-20 1947 EA6SX         599 IB     OK1FRJ        599 2        
QSO: 14033 CW 2023-05-20 1947 EA6SX         599 IB     HG6C          599 141      
QSO: 14033 CW 2023-05-20 1948 EA6SX         599 IB     DL9RM         599 006      
QSO: 14033 CW 2023-05-20 1948 EA6SX         599 IB     F6IRA         599 101      
QSO: 14033 CW 2023-05-20 1949 EA6SX         599 IB     RK2M          599 29       
QSO: 14033 CW 2023-05-20 1949 EA6SX         599 IB     EA1JCE        599 S        
QSO: 14033 CW 2023-05-20 1951 EA6SX         599 IB     9A30T         599 190      
QSO: 14033 CW 2023-05-20 1951 EA6SX         599 IB     DP5X          599 73       
QSO: 14033 CW 2023-05-20 1952 EA6SX         599 IB     DL3SYA        599 272      
QSO: 14033 CW 2023-05-20 1952 EA6SX         599 IB     YO4NF         599 234      
QSO: 14033 CW 2023-05-20 1952 EA6SX         599 IB     DJ1OJ         599 91       
