START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: E77R
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: E77R
CLUB: RK "GRACANICA" E74DNO
CLAIMED-SCORE: 60102
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: CW
NAME: Sadmir Delic
SOAPBOX: rig: ft757gxii pwr: 100w  ant: fb33, dipole 80m, dipole 40m
QSO: 14000 CW 2021-09-18 1217 E77R          599      1 OG7A          599     54 0
QSO: 14000 CW 2021-09-18 1218 E77R          599      2 SE0X          599     34 0
QSO: 14000 CW 2021-09-18 1219 E77R          599      3 SD6F          599     35 0
QSO: 14000 CW 2021-09-18 1219 E77R          599      4 OH0T          599     62 0
QSO: 14000 CW 2021-09-18 1220 E77R          599      5 SM5IMO        599     40 0
QSO: 14000 CW 2021-09-18 1221 E77R          599      6 SJ0X          599     54 0
QSO: 14000 CW 2021-09-18 1222 E77R          599      7 SM5S          599     11 0
QSO: 14000 CW 2021-09-18 1223 E77R          599      8 LB6KC         599      6 0
QSO: 14000 CW 2021-09-18 1224 E77R          599      9 OH2PM         599     46 0
QSO: 14000 CW 2021-09-18 1224 E77R          599     10 OH0Z          599     84 0
QSO: 14000 CW 2021-09-18 1224 E77R          599     11 SI6T          599     12 0
QSO: 14000 CW 2021-09-18 1225 E77R          599     12 LA5LJA        599     35 0
QSO: 14000 CW 2021-09-18 1226 E77R          599     13 OZ6SYL        599     23 0
QSO: 14000 CW 2021-09-18 1227 E77R          599     14 SM0FPR        599     13 0
QSO: 14000 CW 2021-09-18 1228 E77R          599     15 LN8W          599     43 0
QSO: 14000 CW 2021-09-18 1229 E77R          599     16 SK5AA         599     48 0
QSO: 14000 CW 2021-09-18 1233 E77R          599     17 OF1TX         599     87 0
QSO: 14000 CW 2021-09-18 1234 E77R          599     18 OH6BA         599     59 0
QSO: 14000 CW 2021-09-18 1236 E77R          599     19 SM7RYR        599     57 0
QSO: 14000 CW 2021-09-18 1237 E77R          599     20 LC5T          599     56 0
QSO: 14000 CW 2021-09-18 1238 E77R          599     21 SM5GRD        599     35 0
QSO: 14000 CW 2021-09-18 1239 E77R          599     22 SM5CSS        599     47 0
QSO: 14000 CW 2021-09-18 1240 E77R          599     23 SM5MX         599     24 0
QSO: 14000 CW 2021-09-18 1241 E77R          599     24 SC7DX         599     78 0
QSO: 14000 CW 2021-09-18 1242 E77R          599     25 OZ3SM         599     64 0
QSO: 14000 CW 2021-09-18 1244 E77R          599     26 OH1VR         599     77 0
QSO: 14000 CW 2021-09-18 1245 E77R          599     27 OF2BH         599    109 0
QSO: 14000 CW 2021-09-18 1245 E77R          599     28 OZ0MF         599     83 0
QSO: 14000 CW 2021-09-18 1247 E77R          599     29 SJ3A          599     32 0
QSO: 14000 CW 2021-09-18 1248 E77R          599     30 OY1CT         599    115 0
QSO: 14000 CW 2021-09-18 1249 E77R          599     31 OG3G          599     94 0
QSO: 14000 CW 2021-09-18 1249 E77R          599     32 OF5Z          599    144 0
QSO: 14000 CW 2021-09-18 1250 E77R          599     33 SM2U          599    119 0
QSO: 14000 CW 2021-09-18 1251 E77R          599     34 SE0B          599     23 0
QSO: 14000 CW 2021-09-18 1252 E77R          599     35 SC3A          599     93 0
QSO: 14000 CW 2021-09-18 1253 E77R          599     36 LA0CX         599     98 0
QSO: 14000 CW 2021-09-18 1254 E77R          599     37 OF5TS         599    115 0
QSO: 14000 CW 2021-09-18 1254 E77R          599     38 OF3FM         599     84 0
QSO: 14000 CW 2021-09-18 1255 E77R          599     39 OZ4UN         599     67 0
