START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: SD6M
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: SA6BGR
CLUB: SK6AW HISINGENS RADIOKLUBB
CLAIMED-SCORE: 220848
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: CW
NAME: Per-eric Säwerström
QSO: 14014 CW 2021-09-18 1208 SD6M          599      1 UT2UB         599      6 0
QSO: 14014 CW 2021-09-18 1209 SD6M          599      2 RU6MO         599      1 0
QSO: 14014 CW 2021-09-18 1210 SD6M          599      3 RN4HAB        599      4 0
QSO: 14014 CW 2021-09-18 1210 SD6M          599      4 LZ1DQ         599     13 0
QSO: 14014 CW 2021-09-18 1211 SD6M          599      5 R4IO          599     12 0
QSO: 14014 CW 2021-09-18 1212 SD6M          599      6 UT5EL         599      7 0
QSO: 14014 CW 2021-09-18 1213 SD6M          599      7 RX9CC         599      2 0
QSO: 14014 CW 2021-09-18 1213 SD6M          599      8 AA2A          599      9 0
QSO: 14014 CW 2021-09-18 1214 SD6M          599      9 EM30UA        599      4 0
QSO: 14014 CW 2021-09-18 1215 SD6M          599     10 RG9A          599     18 0
QSO: 14014 CW 2021-09-18 1215 SD6M          599     11 WX4G          599     12 0
QSO: 14014 CW 2021-09-18 1216 SD6M          599     12 RW4HFH        599      5 0
QSO: 14014 CW 2021-09-18 1216 SD6M          599     13 RD0A          599     22 0
QSO: 14014 CW 2021-09-18 1217 SD6M          599     14 UD4W          599     10 0
QSO: 14014 CW 2021-09-18 1217 SD6M          599     15 UV1IX         599     22 0
QSO: 14014 CW 2021-09-18 1218 SD6M          599     16 VE3NNT        599      7 0
QSO: 14014 CW 2021-09-18 1218 SD6M          599     17 R4HM          599      3 0
QSO: 14014 CW 2021-09-18 1219 SD6M          599     18 UA9CHL        599     13 0
QSO: 14014 CW 2021-09-18 1220 SD6M          599     19 RM7F          599      4 0
QSO: 14014 CW 2021-09-18 1220 SD6M          599     20 F5OHM         599     30 0
QSO: 14014 CW 2021-09-18 1221 SD6M          599     21 LZ6E          599     32 0
QSO: 14014 CW 2021-09-18 1221 SD6M          599     22 IK1BPL        599      9 0
QSO: 14014 CW 2021-09-18 1222 SD6M          599     23 UN9GD         599     20 0
QSO: 14014 CW 2021-09-18 1222 SD6M          599     24 UA9FGJ        599      0 0
QSO: 14014 CW 2021-09-18 1222 SD6M          599     25 RL6MF         599     11 0
QSO: 14014 CW 2021-09-18 1223 SD6M          599     26 F5IND         599      8 0
QSO: 14014 CW 2021-09-18 1224 SD6M          599     27 RW9AV         599     15 0
QSO: 14014 CW 2021-09-18 1225 SD6M          599     28 RA4ACX        599     11 0
