START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: OH3JR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CLUB: CCF
CLAIMED-SCORE: 130200
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: CW
NAME: Henri Olander
QSO: 14055 CW 2021-09-18 1447 OH3JR         599      1 JH4UYB        599    119 0
QSO: 14055 CW 2021-09-18 1448 OH3JR         599      2 VA2WA         599    139 0
QSO: 14055 CW 2021-09-18 1449 OH3JR         599      3 RA3Y          599    113 0
QSO: 14055 CW 2021-09-18 1449 OH3JR         599      4 G3SWC         599     77 0
QSO: 14055 CW 2021-09-18 1450 OH3JR         599      5 4X1VF         599     25 0
QSO: 14055 CW 2021-09-18 1450 OH3JR         599      6 WA1T          599     90 0
QSO: 14055 CW 2021-09-18 1451 OH3JR         599      7 K7SV          599    102 0
QSO: 14055 CW 2021-09-18 1452 OH3JR         599      8 IU6FUB        599      8 0
QSO: 14055 CW 2021-09-18 1453 OH3JR         599      9 M0SEV         599     62 0
QSO: 14055 CW 2021-09-18 1455 OH3JR         599     10 SV1ENG        599    141 0
QSO: 14055 CW 2021-09-18 1455 OH3JR         599     11 EA5D          599     77 0
QSO: 14055 CW 2021-09-18 1456 OH3JR         599     12 IK2AOO        599     39 0
QSO: 14055 CW 2021-09-18 1456 OH3JR         599     13 OK1DXW        599      5 0
QSO: 14055 CW 2021-09-18 1457 OH3JR         599     14 DJ1OJ         599     10 0
QSO: 14055 CW 2021-09-18 1458 OH3JR         599     15 GD4EIP        599     32 0
QSO: 14055 CW 2021-09-18 1459 OH3JR         599     16 S5/M0MPM      599      3 0
QSO: 14055 CW 2021-09-18 1459 OH3JR         599     17 M1X           599    140 0
QSO: 14055 CW 2021-09-18 1500 OH3JR         599     18 YO4DG         599     61 0
QSO: 14055 CW 2021-09-18 1501 OH3JR         599     19 F8KLY         599    150 0
QSO: 14055 CW 2021-09-18 1502 OH3JR         599     20 IK4XQT        599     27 0
