START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: TM6M
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CLAIMED-SCORE: 43296
CATEGORY-OVERLAY: NONE
CATEGORY-MODE: CW
NAME: Seizelet Olivier
SOAPBOX: part time qrv this year due to qrl as ever on saturday! than, was
SOAPBOX: tired so sleep a while in night! others duty aswell sunday! activity
SOAPBOX: was ok! see you next year i hope 73s oli
QSO: 14001 CW 2021-09-18 1518 TM6M          599      1 SM5ACQ        599    170 0
QSO: 14007 CW 2021-09-18 1519 TM6M          599      2 OF8KA         599     36 0
QSO: 14005 CW 2021-09-18 1520 TM6M          599      3 OH0V          599    224 0
QSO: 14008 CW 2021-09-18 1522 TM6M          599      4 OH7R          599    316 0
QSO: 14010 CW 2021-09-18 1522 TM6M          599      5 LA2HFA        599    195 0
QSO: 14020 CW 2021-09-18 1524 TM6M          599      6 SD6F          599    265 0
QSO: 14020 CW 2021-09-18 1526 TM6M          599      7 OH3EX         599     25 0
QSO: 14020 CW 2021-09-18 1526 TM6M          599      8 SJ6A          599     36 0
QSO: 14020 CW 2021-09-18 1527 TM6M          599      9 OH5RP         599      9 0
QSO: 14020 CW 2021-09-18 1528 TM6M          599     10 OF7KA         599     44 0
QSO: 14020 CW 2021-09-18 1529 TM6M          599     11 OH8TX         599     37 0
QSO: 14020 CW 2021-09-18 1530 TM6M          599     12 LA9OI         599    228 0
QSO: 14020 CW 2021-09-18 1532 TM6M          599     13 SM5EPO        599    224 0
QSO: 14020 CW 2021-09-18 1533 TM6M          599     14 SM3EAE        599    136 0
QSO: 14059 CW 2021-09-18 1535 TM6M          599     15 OH8DR         599      9 0
QSO: 14055 CW 2021-09-18 1535 TM6M          599     16 OH3JR         599     71 0
QSO: 14051 CW 2021-09-18 1537 TM6M          599     17 OG5O          599    279 0
QSO: 14044 CW 2021-09-18 1537 TM6M          599     18 OH7KBF        599    186 0
QSO: 14046 CW 2021-09-18 1538 TM6M          599     19 OH3NAQ        599    130 0
QSO: 14039 CW 2021-09-18 1538 TM6M          599     20 OF3AD         599    247 0
QSO: 14039 CW 2021-09-18 1539 TM6M          599     21 OH7K          599    433 0
QSO: 14035 CW 2021-09-18 1540 TM6M          599     22 OF8L          599    367 0
QSO: 14033 CW 2021-09-18 1540 TM6M          599     23 SE5B          599     41 0
QSO: 14029 CW 2021-09-18 1541 TM6M          599     24 OH0T          599    592 0
QSO: 14002 CW 2021-09-18 1542 TM6M          599     25 OG2X          599    216 0
QSO: 14014 CW 2021-09-18 1543 TM6M          599     26 LN8W          599    376 0
QSO: 14015 CW 2021-09-18 1544 TM6M          599     27 OF1F          599    396 0
QSO: 14017 CW 2021-09-18 1544 TM6M          599     28 OZ1AAR        599    207 0
QSO: 14005 CW 2021-09-18 1545 TM6M          599     29 SE0X          599    231 0
QSO: 14018 CW 2021-09-18 1546 TM6M          599     30 LC4C          599    107 0
QSO: 14024 CW 2021-09-18 1547 TM6M          599     31 LB6KC         599    222 0
QSO: 14025 CW 2021-09-18 1548 TM6M          599     32 OZ0MF         599    318 0
QSO: 14057 CW 2021-09-18 1549 TM6M          599     33 LA3NGA        599     81 0
QSO: 14056 CW 2021-09-18 1551 TM6M          599     34 TF3W          599     69 0
QSO: 14054 CW 2021-09-18 1551 TM6M          599     35 OH6TN         599     74 0
QSO: 14041 CW 2021-09-18 1552 TM6M          599     36 SM2EZT        599    187 0
QSO: 14038 CW 2021-09-18 1552 TM6M          599     37 SF1Z          599     84 0
QSO: 14001 CW 2021-09-18 1555 TM6M          599     38 TF3EO         599     60 0
QSO: 14010 CW 2021-09-18 1555 TM6M          599     39 SE4E          599    297 0
QSO: 14022 CW 2021-09-18 1556 TM6M          599     40 OZ2TF         599    271 0
QSO: 14029 CW 2021-09-18 1557 TM6M          599     41 OY1CT         599    426 0
QSO: 14049 CW 2021-09-18 1558 TM6M          599     42 OG4W          599    295 0
QSO: 14048 CW 2021-09-18 1600 TM6M          599     43 OF9W          599    381 0
QSO: 14023 CW 2021-09-18 1603 TM6M          599     44 SC7DX         599    318 0
QSO: 14001 CW 2021-09-18 1605 TM6M          599     45 OF1D          599    340 0
QSO: 14013 CW 2021-09-18 1606 TM6M          599     46 SC3A          599    338 0
QSO: 14016 CW 2021-09-18 1606 TM6M          599     47 OH2OA         599    189 0
QSO: 14017 CW 2021-09-18 1607 TM6M          599     48 OH0Z          599    643 0
QSO: 14021 CW 2021-09-18 1607 TM6M          599     49 OH2PM         599    410 0
QSO: 14025 CW 2021-09-18 1607 TM6M          599     50 OH3GGQ        599    240 0
QSO: 14027 CW 2021-09-18 1608 TM6M          599     51 OF2BH         599    667 0
QSO: 14052 CW 2021-09-18 1608 TM6M          599     52 OH1MM         599     74 0
QSO: 14050 CW 2021-09-18 1609 TM6M          599     53 SM6OEF        599     22 0
QSO: 14048 CW 2021-09-18 1609 TM6M          599     54 OF5LF         599    483 0
QSO: 14044 CW 2021-09-18 1610 TM6M          599     55 SM5COP        599    173 0
QSO: 14043 CW 2021-09-18 1610 TM6M          599     56 OF3KQ         599     29 0
QSO: 14042 CW 2021-09-18 1611 TM6M          599     57 OH2BKX        599    179 0
QSO: 14041 CW 2021-09-18 1611 TM6M          599     58 OF5Z          599    724 0
QSO: 14027 CW 2021-09-18 1612 TM6M          599     59 SF5O          599    259 0
QSO: 14002 CW 2021-09-18 1613 TM6M          599     60 SJ0X          599    469 0
QSO: 14026 CW 2021-09-18 1614 TM6M          599     61 SK3W          599    300 0
QSO: 14034 CW 2021-09-18 1614 TM6M          599     62 OH3Z          599    208 0
QSO: 14032 CW 2021-09-18 1615 TM6M          599     63 OH6XA         599     97 0
QSO: 14049 CW 2021-09-18 1616 TM6M          599     64 SM9X          599    195 0
QSO: 14025 CW 2021-09-18 1618 TM6M          599     65 LA7GIA        599    471 0
QSO: 14042 CW 2021-09-18 1618 TM6M          599     66 OZ3SM         599    293 0
QSO: 14003 CW 2021-09-18 1619 TM6M          599     67 SE5E          599    614 0
QSO: 14045 CW 2021-09-18 1620 TM6M          599     68 SA6NIA        599     82 0
QSO: 14026 CW 2021-09-18 1622 TM6M          599     69 SM7RYR        599    142 0
QSO: 14008 CW 2021-09-18 1622 TM6M          599     70 SM0FPR        599    254 0
QSO: 14017 CW 2021-09-18 1624 TM6M          599     71 OG4X          599    468 0
QSO:  7041 CW 2021-09-18 1626 TM6M          599     72 LA8OM         599    540 0
