START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: SM5CIL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: SM7CIL
CLAIMED-SCORE: 77572
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: TB-WIRES
CATEGORY-MODE: CW
NAME: Arne Gegerfelt
QSO: 14052 CW 2021-09-18 1201 SM5CIL        599      1 RK3P          599      1 0
QSO: 14052 CW 2021-09-18 1202 SM5CIL        599      2 K7SV          599      5 0
QSO: 14052 CW 2021-09-18 1203 SM5CIL        599      3 RV6AA/P       599      2 0
QSO: 14052 CW 2021-09-18 1203 SM5CIL        599      4 LZ5R          599      6 0
QSO: 14052 CW 2021-09-18 1204 SM5CIL        599      5 IV3JCC        599      3 0
QSO: 14052 CW 2021-09-18 1204 SM5CIL        599      6 RJ9J          599      4 0
QSO: 14052 CW 2021-09-18 1205 SM5CIL        599      7 JR6CSY        599      2 0
QSO: 14052 CW 2021-09-18 1207 SM5CIL        599      8 F6API         599      1 0
QSO: 14052 CW 2021-09-18 1208 SM5CIL        599      9 WA1T          599     13 0
QSO: 14052 CW 2021-09-18 1208 SM5CIL        599     10 P3AA          599     12 0
QSO: 14052 CW 2021-09-18 1209 SM5CIL        599     11 R7GU          599      3 0
QSO: 14052 CW 2021-09-18 1210 SM5CIL        599     12 LZ2RS         599      4 0
QSO: 14052 CW 2021-09-18 1211 SM5CIL        599     13 RD0A          599     17 0
QSO: 14052 CW 2021-09-18 1212 SM5CIL        599     14 N6AR          599     10 0
QSO: 14052 CW 2021-09-18 1214 SM5CIL        599     15 UT3EV         599      1 0
QSO: 14052 CW 2021-09-18 1216 SM5CIL        599     16 UN0LM         599     17 0
QSO: 14052 CW 2021-09-18 1219 SM5CIL        599     17 US7IY         599     25 0
QSO: 14052 CW 2021-09-18 1236 SM5CIL        599     18 R6CC          599     16 0
QSO: 14052 CW 2021-09-18 1241 SM5CIL        599     19 K3ZO          599     50 0
QSO: 14052 CW 2021-09-18 1243 SM5CIL        599     20 UN9GD         599     45 0
QSO: 14052 CW 2021-09-18 1247 SM5CIL        599     21 F5SGI         599     32 0
QSO: 14052 CW 2021-09-18 1248 SM5CIL        599     22 WO4O          599     25 0
QSO: 14052 CW 2021-09-18 1249 SM5CIL        599     23 UV1IX         599     58 0
QSO: 14052 CW 2021-09-18 1249 SM5CIL        599     24 UA6GO         599     33 0
QSO: 14052 CW 2021-09-18 1250 SM5CIL        599     25 LZ1DQ         599     47 0
