START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: SE2T
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SE2T
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 21000 PH 2012-02-25 1401 SE2T          59 001 F6GPT         59 33
QSO: 21000 PH 2012-02-25 1404 SE2T          59 002 F5ADE         59 36
QSO: 21000 PH 2012-02-25 1406 SE2T          59 003 F5UTN         59 27
QSO: 21242 PH 2012-02-25 1407 SE2T          59 004 F6CXJ         59 47
QSO: 21245 PH 2012-02-25 1409 SE2T          59 005 F5KMB/P       59 60
QSO: 21250 PH 2012-02-25 1409 SE2T          59 006 TM2OP         59 86
QSO: 14000 PH 2012-02-25 1414 SE2T          59 007 TM5KFU        59 24
QSO: 14123 PH 2012-02-25 1415 SE2T          59 008 F6KNB         59 33
QSO: 14133 PH 2012-02-25 1417 SE2T          59 009 F6KBF         59 78
QSO: 14000 PH 2012-02-25 1420 SE2T          59 010 F5SSQ         59 86
QSO: 14187 PH 2012-02-25 1421 SE2T          59 011 F4GNS         59 72
QSO: 14000 PH 2012-02-25 1422 SE2T          59 012 F6KWP         59 54
QSO: 14142 PH 2012-02-25 1504 SE2T          59 013 F6KRK         59 78
QSO: 14159 PH 2012-02-25 1505 SE2T          59 14 F4FFH         59 50
QSO: 14000 PH 2012-02-25 1507 SE2T          59 015 F6AXN         59 28
QSO: 14000 PH 2012-02-25 1508 SE2T          59 016 F6KCI         59 37
QSO: 21000 PH 2012-02-25 1511 SE2T          59 018 F6KLO         59 19
QSO: 21000 PH 2012-02-25 1511 SE2T          59 017 F8ATM         59 81
QSO: 21284 PH 2012-02-25 1513 SE2T          59 19 F6KMX         59 94
QSO: 21249 PH 2012-02-25 1514 SE2T          59 020 F8KCF         59 74
QSO: 21000 PH 2012-02-25 1515 SE2T          59 021 TM9WAP        59 42
QSO: 21000 PH 2012-02-25 1517 SE2T          59 022 F6KUQ         59 33
QSO: 21000 PH 2012-02-25 1519 SE2T          59 024 F5AMH         59 41
QSO: 21000 PH 2012-02-25 1519 SE2T          59 023 TM22P         59 22
QSO: 21000 PH 2012-02-25 1521 SE2T          59 025 F5KLP         59 49
QSO: 21000 PH 2012-02-25 1523 SE2T          59 026 F4FGY         59 79
QSO: 21000 PH 2012-02-25 1524 SE2T          59 027 F6KJX         59 41
QSO: 21000 PH 2012-02-25 1524 SE2T          59 030 TM44RT        59 67
QSO: 21000 PH 2012-02-25 1525 SE2T          59 029 F5XX          59 81
QSO: 21225 PH 2012-02-25 1525 SE2T          59 028 TM70TRS       59 63
QSO: 14000 PH 2012-02-25 1534 SE2T          59 031 F5KDY/P       59 28
QSO: 14000 PH 2012-02-25 1535 SE2T          59 032 F4CVA/P       59 76
QSO:  7000 PH 2012-02-25 2022 SE2T          59 0033 F5ZK          59 44
QSO:  7000 PH 2012-02-25 2100 SE2T          59 033 F6KWP         59 54
QSO:  7000 PH 2012-02-25 2103 SE2T          59 034 TM22P         59 22
QSO:  7000 PH 2012-02-25 2119 SE2T          59 035 TM9WAP        59 42
QSO:  7000 PH 2012-02-26 0600 SE2T          59 037 F8EMH         59 54
QSO:  7170 PH 2012-02-26 0601 SE2T          59 038 F5KDK/P       59 11
QSO:  7000 PH 2012-02-26 0605 SE2T          59 039 F4FGY         59 79
QSO:  7000 PH 2012-02-26 0610 SE2T          59 040 F6DXY         59 13
QSO:  7131 PH 2012-02-26 0618 SE2T          59 41 F5OTZ         59 83
QSO:  7000 PH 2012-02-26 0619 SE2T          59 042 F5XX          59 81
QSO:  7000 PH 2012-02-26 0623 SE2T          59 043 TM55M         59 55
QSO:  7160 PH 2012-02-26 0624 SE2T          59 044 F5KMB/P       59 60
QSO:  7000 PH 2012-02-26 0627 SE2T          59 045 F4FJH         59 22
QSO:  7132 PH 2012-02-26 0753 SE2T          59 046 F6KNB         59 33
QSO:  7000 PH 2012-02-26 0757 SE2T          59 047 F6APE         59 49
QSO: 14148 PH 2012-02-26 0801 SE2T          59 48 F8DHB         59 60
QSO: 14000 PH 2012-02-26 0804 SE2T          59 051 F5KCC         59 89
QSO: 14000 PH 2012-02-26 0804 SE2T          59 049 F8KHP         59 88
QSO: 14000 PH 2012-02-26 0805 SE2T          59 052 TM9WAP        59 42
QSO: 14125 PH 2012-02-26 0807 SE2T          59 53 F6BZQ         59 84
QSO: 14188 PH 2012-02-26 0809 SE2T          59 054 TK5KP         59 2A
QSO: 14000 PH 2012-02-26 0811 SE2T          59 003 TM57M         59 57
QSO: 14236 PH 2012-02-26 0813 SE2T          59 066 F5KMB/P       59 60
QSO: 14000 PH 2012-02-26 0817 SE2T          59 058 F5ADE         59 36
QSO: 14000 PH 2012-02-26 0818 SE2T          59 059 F6APE         59 49
QSO: 14220 PH 2012-02-26 0820 SE2T          59 60 TM2T          59 13
END-OF-LOG:
