START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F8KGS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F8KGS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 0948 F8KGS         59 59 6V7A          59 119
QSO: 14000 PH 2012-02-25 1021 F8KGS         59 59 F5AGQ         59 81
QSO: 14118 PH 2012-02-25 1322 F8KGS         59 59 F8KGH         59 83
QSO: 14115 PH 2012-02-25 1328 F8KGS         59 59 YO3CZW        59 0196
QSO: 14127 PH 2012-02-25 1445 F8KGS         59 59 CN8SG         59 0098
QSO: 14125 PH 2012-02-25 1635 F8KGS         59 59 RF9C          59 190
QSO: 14130 PH 2012-02-25 1706 F8KGS         59 59 TM2T          59 13
QSO:  7118 PH 2012-02-26 0953 F8KGS         59 59 F4GTD         59 45
QSO:  7000 PH 2012-02-26 0957 F8KGS         59 59 F8KGZ         59 54
QSO:  7000 PH 2012-02-26 0958 F8KGS         59 59 F4CVA/P       59 76
QSO:  7056 PH 2012-02-26 0959 F8KGS         59 59 F5CCX         59 91
QSO:  7000 PH 2012-02-26 1007 F8KGS         59 59 F4DJG         59 76
QSO:  7000 PH 2012-02-26 1009 F8KGS         59 59 F6ARS         59 77
QSO:  7000 PH 2012-02-26 1014 F8KGS         59 59 F5OEQ/P       59 49
QSO:  7000 PH 2012-02-26 1026 F8KGS         59 59 F5PPG         59 57
QSO:  7000 PH 2012-02-26 1030 F8KGS         59 59 F4DNK         59 76
QSO:  7000 PH 2012-02-26 1039 F8KGS         59 59 F5KOU         59 80
QSO:  7000 PH 2012-02-26 1042 F8KGS         59 59 F8EMH         59 54
QSO:  7000 PH 2012-02-26 1045 F8KGS         59 59 F6AWU         59 44
QSO:  7000 PH 2012-02-26 1048 F8KGS         59 59 F6IRM         59 52
QSO:  7131 PH 2012-02-26 1050 F8KGS         59 59 TM1T          59 44
END-OF-LOG:
