START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: SP1MVW
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SP1MVW
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 0930 SP1MVW        59 001 F5OHM         59 36
QSO: 14000 PH 2012-02-25 0932 SP1MVW        59 002 F5DRD         59 80
QSO: 14178 PH 2012-02-25 1403 SP1MVW        59 003 TM6D          59 38
QSO: 14160 PH 2012-02-25 1408 SP1MVW        59 004 F5OAM         59 47
QSO: 14133 PH 2012-02-25 1414 SP1MVW        59 005 F6KBF         59 78
QSO: 14000 PH 2012-02-25 1508 SP1MVW        59 007 F6GPT         59 33
QSO: 14000 PH 2012-02-25 1509 SP1MVW        59 006 F4EAT         59 77
QSO: 14000 PH 2012-02-25 1515 SP1MVW        59 008 F6AXN         59 28
QSO:  7000 PH 2012-02-25 1706 SP1MVW        59 009 F8EMH         59 54
QSO:  7178 PH 2012-02-25 1708 SP1MVW        59 010 F6KBF         59 78
QSO:  3500 PH 2012-02-25 2113 SP1MVW        59 011 F5UTN         59 27
QSO:  3500 PH 2012-02-25 2119 SP1MVW        59 012 TM9FL         59 86
QSO: 14000 PH 2012-02-26 0942 SP1MVW        59 013 F5MMF         59 24
QSO: 14000 PH 2012-02-26 0946 SP1MVW        59 015 F6KTM         59 59
QSO: 14000 PH 2012-02-26 0947 SP1MVW        59 0140 F5FDC         59 82
QSO: 14000 PH 2012-02-26 0948 SP1MVW        59 016 F4BYB         59 02
QSO: 14268 PH 2012-02-26 0958 SP1MVW        59 018 F5RAB         59 28
QSO: 14000 PH 2012-02-26 1005 SP1MVW        59 019 F6CLQ         59 89
QSO: 14000 PH 2012-02-26 1007 SP1MVW        59 020 F6DRP         59 85
QSO: 14189 PH 2012-02-26 1012 SP1MVW        59 021 F5UTN         59 27
QSO: 14000 PH 2012-02-26 1013 SP1MVW        59 022 TM22P         59 22
QSO: 14000 PH 2012-02-26 1058 SP1MVW        59 023 F8BUO         59 68
END-OF-LOG:
