START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: DL1ROT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL1ROT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3500 PH 2012-02-25 0602 DL1ROT        59 001 TM55M         59 55
QSO:  3721 PH 2012-02-25 0605 DL1ROT        59 002 F8KCF         59 74
QSO:  3673 PH 2012-02-25 0607 DL1ROT        59 003 TM6GGR        59 37
QSO:  3694 PH 2012-02-25 0614 DL1ROT        59 004 TM2B          59 03
QSO:  3734 PH 2012-02-25 0615 DL1ROT        59 5 TM2T          59 13
QSO:  7000 PH 2012-02-25 0642 DL1ROT        59 006 F8AEE         59 10
QSO:  7000 PH 2012-02-25 0647 DL1ROT        59 007 F6DXY         59 13
QSO:  7000 PH 2012-02-25 0652 DL1ROT        59 008 F8BUO         59 68
QSO:  7000 PH 2012-02-25 0739 DL1ROT        59 009 F5TLZ         59 54
QSO:  7120 PH 2012-02-25 0744 DL1ROT        59 010 F4EEI         59 52
QSO:  7000 PH 2012-02-25 0813 DL1ROT        59 011 F6KDL         59 68
QSO:  7000 PH 2012-02-25 0820 DL1ROT        59 012 TM57M         59 57
QSO:  7000 PH 2012-02-25 0850 DL1ROT        59 014 F5POJ         59 02
QSO: 14159 PH 2012-02-25 1001 DL1ROT        59 015 TM7X          59 12
QSO: 14000 PH 2012-02-25 1003 DL1ROT        59 016 F6KEH         59 34
QSO: 14125 PH 2012-02-25 1033 DL1ROT        59 017 F6KNB         59 33
QSO: 14000 PH 2012-02-25 1043 DL1ROT        59 018 F4AIF         59 01
QSO:  7000 PH 2012-02-25 1112 DL1ROT        59 0019 F6KMB         59 59
QSO: 14178 PH 2012-02-25 1129 DL1ROT        59 020 TM6D          59 38
QSO: 14126 PH 2012-02-25 1158 DL1ROT        59 021 TK5KP         59 2A
QSO: 14000 PH 2012-02-25 1211 DL1ROT        59 022 F6KGI         59 11
QSO: 14200 PH 2012-02-25 1212 DL1ROT        59 023 F6REF         59 00
QSO:  7000 PH 2012-02-25 1233 DL1ROT        59 024 F5KMY         59 25
QSO: 14000 PH 2012-02-25 1236 DL1ROT        59 025 F6KKA         59 30
QSO: 14000 PH 2012-02-25 1241 DL1ROT        59 026 F6KLO         59 19
QSO: 14000 PH 2012-02-25 1256 DL1ROT        59 028 F4PCM         59 84
QSO: 14118 PH 2012-02-25 1302 DL1ROT        59 029 F8KGH         59 83
QSO:  7000 PH 2012-02-25 1331 DL1ROT        59 030 F8FSC         59 39
QSO: 14000 PH 2012-02-25 1349 DL1ROT        59 031 F6KJX         59 41
QSO: 14000 PH 2012-02-25 1417 DL1ROT        59 032 F6KUQ         59 33
QSO: 21272 PH 2012-02-25 1434 DL1ROT        59 033 FM5CD         59 FM
QSO:  7000 PH 2012-02-25 1440 DL1ROT        59 034 F4EHB         59 08
QSO: 14000 PH 2012-02-25 1450 DL1ROT        59 035 F5IF          59 66
QSO: 14000 PH 2012-02-25 1452 DL1ROT        59 036 F6GPT         59 33
QSO: 14000 PH 2012-02-25 1457 DL1ROT        59 037 F5ISY         59 11
QSO: 21000 PH 2012-02-25 1511 DL1ROT        59 038 FM5AN         59 FM
QSO: 14118 PH 2012-02-25 1516 DL1ROT        59 039 F6KBF         59 78
QSO: 14000 PH 2012-02-25 1522 DL1ROT        59 015 F6KUU         59 26
QSO: 14186 PH 2012-02-25 1543 DL1ROT        59 041 F6KHM         59 29
QSO:  7000 PH 2012-02-25 1555 DL1ROT        59 042 F8KGN         59 59
QSO: 14181 PH 2012-02-25 1559 DL1ROT        59 043 TM70TRS       59 63
QSO: 14000 PH 2012-02-25 1605 DL1ROT        59 044 TM9FL         59 86
QSO: 14237 PH 2012-02-25 1607 DL1ROT        59 045 TM1T          59 44
QSO: 14000 PH 2012-02-25 1639 DL1ROT        59 046 F4FMG         59 79
QSO: 14000 PH 2012-02-25 1640 DL1ROT        59 047 F4FGY         59 79
QSO: 14000 PH 2012-02-25 1701 DL1ROT        59 048 TK5XN         59 2A
QSO: 14000 PH 2012-02-25 1706 DL1ROT        59 049 F1PVR         59 31
QSO: 14000 PH 2012-02-25 1728 DL1ROT        59 0051 F6DZU         59 40
QSO: 14000 PH 2012-02-25 1750 DL1ROT        59 052 F8ATM         59 81
QSO:  7000 PH 2012-02-25 1754 DL1ROT        59 053 F8EMH         59 54
QSO:  7000 PH 2012-02-25 1758 DL1ROT        59 054 F4GVP         59 67
QSO:  7000 PH 2012-02-25 1846 DL1ROT        59 057 F4FSV         59 64
QSO:  7000 PH 2012-02-25 1911 DL1ROT        59 058 F4EAN         59 13
QSO:  3500 PH 2012-02-25 1959 DL1ROT        59 059 F5PPG         59 57
QSO:  3500 PH 2012-02-25 2023 DL1ROT        59 060 TM44RT        59 67
