START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F8CPA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F8CPA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 1024 F8CPA         59 56 6V7A          59 159
QSO:  7000 PH 2012-02-25 1049 F8CPA         59 56 F6IRM         59 52
QSO:  7000 PH 2012-02-25 1054 F8CPA         59 56 TM9WAP        59 42
QSO:  7000 PH 2012-02-25 1107 F8CPA         59 56 F4GGQ         59 29
QSO:  7000 PH 2012-02-25 1108 F8CPA         59 56 TM22P         59 22
QSO:  7000 PH 2012-02-25 1114 F8CPA         59 56 F6ARS         59 77
QSO:  7000 PH 2012-02-25 1115 F8CPA         59 56 F5SIZ         59 12
QSO:  7070 PH 2012-02-25 1906 F8CPA         59 56 F8KCF         59 74
QSO:  3711 PH 2012-02-25 1912 F8CPA         59 56 TM5FFT        59 56
QSO:  3753 PH 2012-02-25 1914 F8CPA         59 56 F6KNB         59 33
QSO:  3500 PH 2012-02-25 1916 F8CPA         59 56 F5ADE         59 36
QSO:  3761 PH 2012-02-25 1917 F8CPA         59 56 F5GFA         59 47
QSO:  3770 PH 2012-02-25 1918 F8CPA         59 56 F6KBF         59 78
QSO:  3500 PH 2012-02-25 1922 F8CPA         59 56 F4FJH         59 22
QSO:  3736 PH 2012-02-25 1923 F8CPA         59 56 F6KHM         59 29
QSO:  3702 PH 2012-02-25 1926 F8CPA         59 56 F6FDR         59 84
QSO:  3500 PH 2012-02-25 1928 F8CPA         59 56 F8CNX         59 85
QSO:  3500 PH 2012-02-25 1929 F8CPA         59 56 F5AGQ         59 81
QSO:  3500 PH 2012-02-25 1931 F8CPA         59 56 F5KDY/P       59 28
QSO:  7000 PH 2012-02-26 0711 F8CPA         59 56 F5AGQ         59 81
QSO:  7000 PH 2012-02-26 0712 F8CPA         59 56 F6DXY         59 13
QSO:  7090 PH 2012-02-26 0715 F8CPA         59 56 F6KMX         59 94
QSO:  7093 PH 2012-02-26 0715 F8CPA         59 56 F8UNF         59 57
QSO: 14173 PH 2012-02-26 1117 F8CPA         59 56 FG1PP         59 FG
QSO: 14158 PH 2012-02-26 1134 F8CPA         59 56 TK5KP         59 2A
QSO:  7000 PH 2012-02-26 1249 F8CPA         59 56 F5BQV         59 56
QSO:  7000 PH 2012-02-26 1659 F8CPA         59 56 F4FSV         59 64
QSO:  7000 PH 2012-02-26 1700 F8CPA         59 56 F4FCH         59 18
QSO:  7000 PH 2012-02-26 1701 F8CPA         59 56 F4GIB         59 85
QSO:  7085 PH 2012-02-26 1702 F8CPA         59 56 F4FFH         59 50
QSO:  7092 PH 2012-02-26 1703 F8CPA         59 56 F6KHM         59 29
QSO:  7000 PH 2012-02-26 1709 F8CPA         59 56 F4CWZ         59 54
QSO:  7000 PH 2012-02-26 1710 F8CPA         59 56 F4FTV         59 63
QSO:  7120 PH 2012-02-26 1712 F8CPA         59 56 F6KBF         59 78
QSO:  7000 PH 2012-02-26 1714 F8CPA         59 56 F6KCI         59 37
QSO:  7000 PH 2012-02-26 1714 F8CPA         59 56 F6KJX         59 41
QSO:  7155 PH 2012-02-26 1716 F8CPA         59 56 F5RAB         59 28
END-OF-LOG:
