START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F6OYU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6OYU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3603 PH 2012-02-25 0604 F6OYU         59 71 F6KBF         59 78
QSO:  3500 PH 2012-02-25 0607 F6OYU         59 71 F4CPS         59 26
QSO:  3500 PH 2012-02-25 0952 F6OYU         59 71 F5LMG         59 27
QSO:  3500 PH 2012-02-25 0955 F6OYU         59 71 F4EKQ         59 86
QSO:  7000 PH 2012-02-25 1000 F6OYU         59 71 F8ATM         59 81
QSO:  7000 PH 2012-02-25 1001 F6OYU         59 71 F5POJ         59 02
QSO:  7000 PH 2012-02-25 1003 F6OYU         59 71 F5SZB         59 16
QSO:  7000 PH 2012-02-25 1008 F6OYU         59 71 TM9FL         59 86
QSO:  7000 PH 2012-02-25 1009 F6OYU         59 71 F5OHM         59 36
QSO:  7000 PH 2012-02-25 1012 F6OYU         59 71 F6KLO         59 19
QSO:  7000 PH 2012-02-25 1017 F6OYU         59 71 F5KMY         59 25
QSO:  7000 PH 2012-02-25 1018 F6OYU         59 71 F6APE         59 49
QSO:  7000 PH 2012-02-25 1019 F6OYU         59 71 F6BKD         59 47
QSO:  7085 PH 2012-02-25 1019 F6OYU         59 71 F5UTN         59 27
QSO:  7000 PH 2012-02-25 1021 F6OYU         59 71 F1PKH         59 40
QSO:  7088 PH 2012-02-25 1022 F6OYU         59 71 F6KBF         59 78
QSO:  7000 PH 2012-02-25 1023 F6OYU         59 71 F6KKN         59 42
QSO:  7152 PH 2012-02-25 1025 F6OYU         59 71 TM2OP         59 86
QSO:  7080 PH 2012-02-25 1029 F6OYU         59 71 F4BDV         59 82
QSO:  7000 PH 2012-02-25 1032 F6OYU         59 71 F4FMG         59 79
QSO:  7000 PH 2012-02-25 1033 F6OYU         59 71 F5PZR         59 77
QSO: 14116 PH 2012-02-25 1034 F6OYU         59 71 YO3CZW        59 0068
QSO:  7000 PH 2012-02-25 1034 F6OYU         59 71 F5AAR         59 49
QSO: 14000 PH 2012-02-25 1036 F6OYU         59 71 6V7A          59 166
QSO: 14140 PH 2012-02-25 1037 F6OYU         59 71 SE5S          59 0026
QSO: 14160 PH 2012-02-25 1038 F6OYU         59 71 SP3SPK        59 0033
QSO: 14189 PH 2012-02-25 1039 F6OYU         59 71 YL2TB         59 0002
QSO:  7000 PH 2012-02-25 1048 F6OYU         59 71 F6BHI         59 19
QSO:  7180 PH 2012-02-25 1049 F6OYU         59 71 F6REF         59 00
QSO:  7000 PH 2012-02-25 1052 F6OYU         59 71 F1PYR         59 95
QSO:  7000 PH 2012-02-25 1052 F6OYU         59 71 F8FSC         59 39
QSO:  7000 PH 2012-02-25 1054 F6OYU         59 71 F5SIZ         59 12
QSO:  7000 PH 2012-02-25 1056 F6OYU         59 71 F6ARS         59 77
QSO:  7000 PH 2012-02-25 1058 F6OYU         59 71 F5WK          59 77
QSO:  7000 PH 2012-02-25 1059 F6OYU         59 71 F5RJW         59 71
QSO:  7000 PH 2012-02-25 1102 F6OYU         59 71 F5KKD         59 93
QSO:  7000 PH 2012-02-25 1106 F6OYU         59 71 F4GGQ         59 29
QSO:  7000 PH 2012-02-25 1106 F6OYU         59 71 F6KKA         59 30
QSO:  7000 PH 2012-02-25 1109 F6OYU         59 71 TM5KFU        59 24
QSO:  7122 PH 2012-02-25 1110 F6OYU         59 71 F4GTD         59 45
QSO:  7000 PH 2012-02-25 1113 F6OYU         59 71 F6CLQ         59 89
QSO:  7185 PH 2012-02-25 1135 F6OYU         59 71 ON7USB        59 0224
QSO:  7000 PH 2012-02-25 1138 F6OYU         59 71 F8KHO         59 51
QSO:  7000 PH 2012-02-25 1138 F6OYU         59 71 TM57M         59 57
QSO:  7123 PH 2012-02-25 1143 F6OYU         59 71 F5KMB/P       59 60
QSO:  7000 PH 2012-02-25 1145 F6OYU         59 71 F5IF          59 66
QSO:  7000 PH 2012-02-25 1150 F6OYU         59 71 F8KGN         59 59
QSO:  7000 PH 2012-02-25 1640 F6OYU         59 71 F4CUI         59 43
QSO:  3500 PH 2012-02-25 1719 F6OYU         59 71 F1UGK         59 79
END-OF-LOG:
