START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: HB9MXY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HB9MXY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3500 PH 2012-02-25 2033 HB9MXY        59 003 F1AGR/P       59 78
QSO:  3791 PH 2012-02-25 2033 HB9MXY        59 002 F6BZQ         59 84
QSO:  3780 PH 2012-02-25 2036 HB9MXY        59 004 F6REF         59 00
QSO:  3776 PH 2012-02-25 2037 HB9MXY        59 005 F6KBF         59 78
QSO:  3500 PH 2012-02-25 2041 HB9MXY        59 006 TM55M         59 55
QSO:  3761 PH 2012-02-25 2044 HB9MXY        59 007 F5OAM         59 47
QSO:  3709 PH 2012-02-25 2049 HB9MXY        59 008 F1RHS         59 82
QSO:  3500 PH 2012-02-25 2051 HB9MXY        59 0009 F6DZU         59 40
QSO:  3500 PH 2012-02-25 2057 HB9MXY        59 010 F8CNX         59 85
QSO:  3753 PH 2012-02-25 2059 HB9MXY        59 011 F6KNB         59 33
QSO:  3761 PH 2012-02-25 2102 HB9MXY        59 012 F8UNF         59 57
QSO:  3775 PH 2012-02-25 2107 HB9MXY        59 013 F4BDV         59 82
QSO:  7000 PH 2012-02-26 0820 HB9MXY        59 014 F6EQZ         59 51
QSO:  7191 PH 2012-02-26 0822 HB9MXY        59 016 TM2OP         59 86
QSO:  7000 PH 2012-02-26 0828 HB9MXY        59 017 F8BPN         59 19
QSO:  7112 PH 2012-02-26 0831 HB9MXY        59 018 F5OAM         59 47
QSO:  7170 PH 2012-02-26 0838 HB9MXY        59 019 F5KDK/P       59 11
QSO:  7000 PH 2012-02-26 0843 HB9MXY        59 020 F2GL          59 89
QSO:  7000 PH 2012-02-26 0844 HB9MXY        59 021 F4FGY         59 79
QSO:  7000 PH 2012-02-26 0846 HB9MXY        59 022 F5PZR         59 77
QSO:  7000 PH 2012-02-26 0851 HB9MXY        59 024 F8EMH         59 54
QSO:  7125 PH 2012-02-26 0852 HB9MXY        59 025 TM6GGR        59 37
QSO:  7000 PH 2012-02-26 0855 HB9MXY        59 026 F8CNX         59 85
QSO:  7099 PH 2012-02-26 0857 HB9MXY        59 027 F8KCF         59 74
QSO:  7089 PH 2012-02-26 0858 HB9MXY        59 028 F4FFH         59 50
QSO: 14149 PH 2012-02-26 1417 HB9MXY        59 029 F6KHM         59 29
QSO: 28000 PH 2012-02-26 1451 HB9MXY        59 031 FM5AN         59 FM
QSO: 21000 PH 2012-02-26 1519 HB9MXY        59 032 FM5AN         59 FM
END-OF-LOG:
