START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: DF7EF
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DF7EF
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 28497 PH 2012-02-25 1606 DF7EF         59 001 FG1PP         59 FG
QSO: 21000 PH 2012-02-25 1615 DF7EF         59 002 FM5AN         59 FM
QSO: 21262 PH 2012-02-25 1626 DF7EF         59 003 TK5KP         59 2A
QSO: 14000 PH 2012-02-25 1632 DF7EF         59 004 FR1LB         59 FR
QSO: 28000 PH 2012-02-25 1642 DF7EF         59 005 FG4NO         59 FG
QSO:  7166 PH 2012-02-25 1829 DF7EF         59 007 TK5KP         59 2A
QSO:  3500 PH 2012-02-25 1850 DF7EF         59 008 TM55M         59 55
QSO:  7000 PH 2012-02-25 2140 DF7EF         59 009 FM5AN         59 FM
QSO:  3500 PH 2012-02-25 2211 DF7EF         59 011 F6IGS         59 33
QSO:  3500 PH 2012-02-25 2214 DF7EF         59 012 F6EQZ         59 51
QSO:  3500 PH 2012-02-25 2215 DF7EF         59 006 F6EQZ         59 82
QSO:  3500 PH 2012-02-25 2216 DF7EF         59 013 F5JFU         59 58
QSO:  3500 PH 2012-02-25 2223 DF7EF         59 014 F6KDL         59 68
QSO:  3500 PH 2012-02-25 2224 DF7EF         59 015 F6APE         59 49
QSO:  3724 PH 2012-02-25 2225 DF7EF         59 016 F8KCF         59 74
QSO:  3500 PH 2012-02-25 2228 DF7EF         59 017 F2GL          59 89
QSO:  3500 PH 2012-02-25 2229 DF7EF         59 018 TM57M         59 57
QSO:  3500 PH 2012-02-25 2230 DF7EF         59 019 F5PPG         59 57
QSO: 21000 PH 2012-02-26 1624 DF7EF         59 021 FY5PO         59 FY
QSO: 14000 PH 2012-02-26 1642 DF7EF         59 022 FM5AN         59 FM
QSO: 21252 PH 2012-02-26 1644 DF7EF         59 023 FM1HN         59 FM
END-OF-LOG:
