START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F4AXK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F4AXK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 1216 F4AXK         59 79 F8EMH         59 54
QSO:  7155 PH 2012-02-25 1229 F4AXK         59 79 F5RAB         59 28
QSO:  7000 PH 2012-02-26 0827 F4AXK         59 79 TM22P         59 22
QSO: 21244 PH 2012-02-26 0935 F4AXK         59 79 YO3CZW        59 0610
QSO: 14000 PH 2012-02-26 1050 F4AXK         59 79 IZ5MMB        59 173
QSO: 21165 PH 2012-02-26 1117 F4AXK         59 79 CN8PA         59 0220
QSO: 28000 PH 2012-02-26 1129 F4AXK         59 79 UA6AGE        59 319
QSO:  7000 PH 2012-02-26 1205 F4AXK         59 79 EA2DT         59 327
QSO:  7000 PH 2012-02-26 1512 F4AXK         59 79 F6KCI         59 37
QSO:  7156 PH 2012-02-26 1557 F4AXK         59 79 TM2T          59 13
QSO:  7170 PH 2012-02-26 1616 F4AXK         59 79 F5KDK/P       59 11
QSO:  7000 PH 2012-02-26 1624 F4AXK         59 79 F6GPT         59 33
QSO:  7000 PH 2012-02-26 1640 F4AXK         59 79 F5AMH         59 41
QSO:  7000 PH 2012-02-26 1650 F4AXK         59 79 F4GLK         59 60
QSO:  7120 PH 2012-02-26 1700 F4AXK         59 79 F6KBF         59 78
QSO:  7081 PH 2012-02-26 1731 F4AXK         59 79 F4GTD         59 45
QSO:  7000 PH 2012-02-26 1737 F4AXK         59 79 F6KEH         59 34
QSO:  7000 PH 2012-02-26 1753 F4AXK         59 79 IZ3SQW        59 357
QSO:  7000 PH 2012-02-26 1818 F4AXK         59 79 F4GER         59 35
END-OF-LOG:
