START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: DL9GS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL9GS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 0845 DL9GS         59 001 F6CLQ         59 89
QSO:  7000 PH 2012-02-25 0847 DL9GS         59 002 F6GPT         59 33
QSO:  7122 PH 2012-02-25 0849 DL9GS         59 003 F4GTD         59 45
QSO:  7000 PH 2012-02-25 0851 DL9GS         59 005 TM44RT        59 67
QSO:  7000 PH 2012-02-25 0852 DL9GS         59 004 F4GGQ         59 29
QSO:  7000 PH 2012-02-25 0854 DL9GS         59 006 TM9WAP        59 42
QSO:  7000 PH 2012-02-25 0857 DL9GS         59 007 TM55M         59 55
QSO:  7000 PH 2012-02-25 0906 DL9GS         59 010 F1AGR/P       59 78
QSO:  7000 PH 2012-02-25 0914 DL9GS         59 011 F5ADE         59 36
QSO:  7137 PH 2012-02-25 0916 DL9GS         59 012 F6KHM         59 29
QSO:  7000 PH 2012-02-25 0917 DL9GS         59 014 F6KTM         59 59
QSO:  7093 PH 2012-02-25 0919 DL9GS         59 014 F5KMB/P       59 60
QSO:  7166 PH 2012-02-25 0921 DL9GS         59 015 F8DZU         59 63
QSO:  7143 PH 2012-02-25 0924 DL9GS         59 017 F1NZC         59 63
QSO:  7000 PH 2012-02-25 0925 DL9GS         59 018 F4FGY         59 79
QSO:  7000 PH 2012-02-25 0932 DL9GS         59 019 F8KHP         59 88
QSO:  7000 PH 2012-02-25 1338 DL9GS         59 020 F5JSQ         59 51
QSO:  7000 PH 2012-02-25 1343 DL9GS         59 021 F6AWU         59 44
QSO:  7000 PH 2012-02-25 1344 DL9GS         59 021 F4CUI         59 43
QSO:  7000 PH 2012-02-25 1346 DL9GS         59 022 F4DNK         59 76
QSO:  7000 PH 2012-02-25 1350 DL9GS         59 0023 F6IRM         59 52
QSO:  7160 PH 2012-02-25 1351 DL9GS         59 024 F5OWT         59 45
QSO:  7112 PH 2012-02-25 1355 DL9GS         59 025 F5CCX         59 91
QSO:  7000 PH 2012-02-25 1358 DL9GS         59 026 F8CNX         59 85
QSO:  7000 PH 2012-02-25 1404 DL9GS         59 027 F4EAT         59 77
QSO:  7000 PH 2012-02-25 1407 DL9GS         59 029 F8EMH         59 54
QSO: 14160 PH 2012-02-25 1419 DL9GS         59 031 F5OAM         59 47
QSO: 14000 PH 2012-02-25 1420 DL9GS         59 032 F1MOZ         59 40
QSO: 14000 PH 2012-02-25 1422 DL9GS         59 033 TM57M         59 57
QSO: 14000 PH 2012-02-25 1422 DL9GS         59 034 TM9WAP        59 42
QSO: 14000 PH 2012-02-25 1428 DL9GS         59 035 F4GCU         59 66
QSO: 14000 PH 2012-02-25 1429 DL9GS         59 036 F6KUQ         59 33
QSO: 14200 PH 2012-02-25 1432 DL9GS         59 037 F4BDV         59 82
QSO: 21000 PH 2012-02-25 1441 DL9GS         59 038 FY5PO         59 FY
QSO:  7000 PH 2012-02-25 1457 DL9GS         59 040 F5TLZ         59 54
QSO:  7000 PH 2012-02-25 1507 DL9GS         59 041 F6BIG         59 74
QSO:  7101 PH 2012-02-25 1508 DL9GS         59 042 TM6D          59 38
QSO:  7000 PH 2012-02-25 1550 DL9GS         59 043 F4FTV         59 63
QSO:  7000 PH 2012-02-25 1553 DL9GS         59 045 TM5KFU        59 24
QSO:  7000 PH 2012-02-25 1555 DL9GS         59 046 F6KCI         59 37
QSO:  7000 PH 2012-02-25 1558 DL9GS         59 0047 F6DZU         59 40
QSO:  7000 PH 2012-02-25 1606 DL9GS         59 0048 F6ARS         59 77
QSO:  7000 PH 2012-02-25 1618 DL9GS         59 049 F1TZG         59 26
QSO:  7172 PH 2012-02-25 1622 DL9GS         59 050 F4GPB         59 10
QSO: 14000 PH 2012-02-25 1632 DL9GS         59 032 F4FGY         59 79
QSO: 14186 PH 2012-02-25 1632 DL9GS         59 053 F6KHM         59 29
QSO: 14000 PH 2012-02-25 1633 DL9GS         59 054 TM44RT        59 67
QSO:  3500 PH 2012-02-25 2018 DL9GS         59 055 F1AGR/P       59 78
QSO:  3761 PH 2012-02-25 2021 DL9GS         59 047 F5OAM         59 47
QSO:  3500 PH 2012-02-25 2023 DL9GS         59 058 F4EIK         59 52
QSO:  3500 PH 2012-02-25 2023 DL9GS         59 0059 F6DZU         59 40
QSO:  3500 PH 2012-02-25 2024 DL9GS         59 060 TM9WAP        59 42
QSO:  3600 PH 2012-02-25 2132 DL9GS         59 061 F4LKJ         59 47
QSO:  3608 PH 2012-02-25 2132 DL9GS         59 062 F5OWT         59 45
QSO:  3709 PH 2012-02-25 2134 DL9GS         59 064 F1RHS         59 82
QSO:  3500 PH 2012-02-25 2136 DL9GS         59 063 F4EAT         59 77
QSO:  3500 PH 2012-02-25 2139 DL9GS         59 065 F1UGK         59 79
QSO:  3500 PH 2012-02-25 2140 DL9GS         59 067 TM55M         59 55
QSO:  3775 PH 2012-02-25 2140 DL9GS         59 066 F4BDV         59 82
QSO:  7000 PH 2012-02-25 2144 DL9GS         59 068 FM5AN         59 FM
QSO:  3500 PH 2012-02-25 2153 DL9GS         59 069 F6CLQ         59 89
QSO:  3500 PH 2012-02-25 2155 DL9GS         59 070 F4FJH         59 22
QSO:  3500 PH 2012-02-25 2157 DL9GS         59 071 F5AAR         59 49
QSO:  3500 PH 2012-02-25 2203 DL9GS         59 072 F6EQZ         59 51
QSO:  3500 PH 2012-02-25 2204 DL9GS         59 073 F6AWU         59 44
QSO:  3500 PH 2012-02-25 2206 DL9GS         59 074 F4CVA/P       59 76
