START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: VE1BB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE1BB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 21249 PH 2012-02-25 1155 VE1BB         59 001 F6KMX         59 94
QSO: 21231 PH 2012-02-25 1159 VE1BB         59 002 F4FFH         59 50
QSO: 21000 PH 2012-02-25 1202 VE1BB         59 003 FY5PO         59 FY
QSO: 21238 PH 2012-02-25 1208 VE1BB         59 004 TM6D          59 38
QSO: 21000 PH 2012-02-25 1212 VE1BB         59 005 F8KHP         59 88
QSO: 21000 PH 2012-02-25 1213 VE1BB         59 006 F1TZG         59 26
QSO: 21000 PH 2012-02-25 1220 VE1BB         59 007 F6CLQ         59 89
QSO: 21000 PH 2012-02-25 1345 VE1BB         59 0008 F6DZU         59 40
QSO: 21000 PH 2012-02-25 1346 VE1BB         59 009 F5KKD         59 93
QSO: 28000 PH 2012-02-25 1358 VE1BB         59 001 FG4NO         59 FG
QSO: 21000 PH 2012-02-25 1446 VE1BB         59 011 TM9FL         59 86
QSO: 21250 PH 2012-02-25 1446 VE1BB         59 012 TM2OP         59 86
QSO: 14149 PH 2012-02-25 1647 VE1BB         59 014 TM2B          59 03
QSO: 21255 PH 2012-02-25 1706 VE1BB         59 015 F2FZ          59 47
QSO: 21000 PH 2012-02-25 1715 VE1BB         59 016 TM0L          59 46
QSO: 21272 PH 2012-02-26 1217 VE1BB         59 016 TK5KP         59 2A
QSO: 21000 PH 2012-02-26 1250 VE1BB         59 017 F4GGQ         59 29
QSO: 14203 PH 2012-02-26 1312 VE1BB         59 018 TM6GGR        59 37
QSO: 21000 PH 2012-02-26 1433 VE1BB         59 019 TM57M         59 57
QSO: 28000 PH 2012-02-26 1441 VE1BB         59 020 F4FJH         59 22
END-OF-LOG:
