START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F4CVA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F4CVA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3676 PH 2012-02-25 0603 F4CVA         59 76 F8DZU         59 63
QSO:  3500 PH 2012-02-25 0634 F4CVA         59 76 F4DNU         59 79
QSO:  3500 PH 2012-02-25 0634 F4CVA         59 76 F5SHM         59 03
QSO:  3500 PH 2012-02-25 0644 F4CVA         59 76 F5RBP         59 30
QSO:  3500 PH 2012-02-25 0705 F4CVA         59 76 F5AUB         59 81
QSO:  3500 PH 2012-02-25 0715 F4CVA         59 75 F6IAK         59 19
QSO:  3500 PH 2012-02-25 0735 F4CVA         59 76 F4TPV         59 19
QSO:  3500 PH 2012-02-25 0803 F4CVA         59 76 F5ETA         59 23
QSO:  3675 PH 2012-02-25 0821 F4CVA         59 76 F8UNF         59 57
QSO:  3500 PH 2012-02-25 0852 F4CVA         59 76 F5PBG         59 29
QSO:  3500 PH 2012-02-25 0856 F4CVA         59 76 F5GBS         59 49
QSO:  7000 PH 2012-02-25 0916 F4CVA         59 76 F1ELA         59 59
QSO:  7000 PH 2012-02-25 0952 F4CVA         59 76 F8GGZ         59 39
QSO:  7000 PH 2012-02-25 1009 F4CVA         59 76 F5ASO         59 10
QSO:  7000 PH 2012-02-25 1015 F4CVA         59 76 F5AUB         59 81
QSO:  7000 PH 2012-02-25 1016 F4CVA         59 76 F4GLK         59 60
QSO:  7000 PH 2012-02-25 1017 F4CVA         59 76 F5RFS         59 85
QSO:  7000 PH 2012-02-25 1043 F4CVA         59 76 F5GBS         59 49
QSO:  7000 PH 2012-02-25 1047 F4CVA         59 76 F5KOI         59 86
QSO:  7000 PH 2012-02-25 1102 F4CVA         59 76 F4FZI         59 84
QSO: 14000 PH 2012-02-25 1500 F4CVA         59 76 YB3IZK        59 021
QSO: 14176 PH 2012-02-25 1531 F4CVA         59 76 F8KGH         59 83
QSO:  7000 PH 2012-02-25 1641 F4CVA         59 76 F5KRY         59 42
QSO:  7075 PH 2012-02-25 1651 F4CVA         59 76 F5ONA         59 47
QSO:  7000 PH 2012-02-25 1800 F4CVA         59 76 F4BEV         59 41
QSO:  3500 PH 2012-02-25 2124 F4CVA         59 76 F6KTM         59 59
QSO:  3500 PH 2012-02-25 2232 F4CVA         59 76 F4FGB         59 73
QSO:  3500 PH 2012-02-25 2257 F4CVA         59 76 F5ASO         59 10
QSO:  3500 PH 2012-02-26 0457 F4CVA         59 76 TK5XN         59 2A
QSO:  3500 PH 2012-02-26 0459 F4CVA         59 76 F6KKH         59 11
QSO:  7000 PH 2012-02-26 0712 F4CVA         59 76 F5LWD         59 51
QSO:  7000 PH 2012-02-26 0733 F4CVA         59 76 F4DNU         59 79
QSO:  7000 PH 2012-02-26 0757 F4CVA         59 76 F6CVD         59 47
QSO:  7000 PH 2012-02-26 0816 F4CVA         59 76 F6KFV         59 78
QSO:  7000 PH 2012-02-26 0825 F4CVA         59 76 F5SDO         59 82
QSO:  7000 PH 2012-02-26 0936 F4CVA         59 76 F8AYU         59 47
QSO:  7000 PH 2012-02-26 0948 F4CVA         59 76 F5PCQ         59 47
QSO: 21265 PH 2012-02-26 1249 F4CVA         59 76 F6KNB         59 33
QSO: 21000 PH 2012-02-26 1304 F4CVA         59 76 N8DE          59 127
QSO: 14000 PH 2012-02-26 1453 F4CVA         59 76 F4DSE         59 16
QSO: 14199 PH 2012-02-26 1459 F4CVA         59 76 LA5LJA        59 021
QSO: 14000 PH 2012-02-26 1512 F4CVA         59 76 F6ARS         59 77
QSO: 14000 PH 2012-02-26 1532 F4CVA         59 76 TM5KFU        59 24
END-OF-LOG:
