START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F5LMJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5LMJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 0848 F5LMJ         59 67 F5POJ         59 02
QSO:  7000 PH 2012-02-25 0851 F5LMJ         59 67 F6KJX         59 41
QSO:  7068 PH 2012-02-25 0852 F5LMJ         59 67 DF3FS         59 014
QSO:  7000 PH 2012-02-25 0854 F5LMJ         59 67 TM57M         59 57
QSO:  7000 PH 2012-02-25 0855 F5LMJ         59 67 F4DJG         59 76
QSO:  7088 PH 2012-02-25 0857 F5LMJ         59 67 F6KBF         59 78
QSO:  7000 PH 2012-02-25 0859 F5LMJ         59 67 TM44RT        59 67
QSO:  7000 PH 2012-02-25 0903 F5LMJ         59 67 TM9WAP        59 42
QSO:  7000 PH 2012-02-25 0912 F5LMJ         59 67 F4AIF         59 01
QSO:  7111 PH 2012-02-25 0932 F5LMJ         59 67 TM6GGR        59 37
QSO:  7128 PH 2012-02-25 0941 F5LMJ         59 67 F4FFH         59 50
QSO:  7000 PH 2012-02-25 0958 F5LMJ         59 67 F4EOH         59 84
QSO:  7000 PH 2012-02-25 0958 F5LMJ         59 67 F4EOH         59 19
QSO:  7000 PH 2012-02-25 1039 F5LMJ         59 67 F6KKN         59 42
QSO:  7000 PH 2012-02-25 1052 F5LMJ         59 67 F5KKD         59 93
QSO:  7000 PH 2012-02-25 1405 F5LMJ         59 67 F5JSQ         59 51
QSO: 28480 PH 2012-02-25 1436 F5LMJ         59 67 ZW7REF        59 0172
QSO: 21215 PH 2012-02-25 1544 F5LMJ         59 67 SV1JGX        59 0147
QSO: 21000 PH 2012-02-25 1614 F5LMJ         59 67 FM5AN         59 FM
QSO: 14000 PH 2012-02-25 1719 F5LMJ         59 67 6V7A          59 519
QSO: 14136 PH 2012-02-25 1730 F5LMJ         59 67 F6KHM         59 29
QSO: 14000 PH 2012-02-25 1740 F5LMJ         59 67 FM5AN         59 FM
QSO: 14130 PH 2012-02-25 1741 F5LMJ         59 67 TM2T          59 13
QSO:  3678 PH 2012-02-25 2114 F5LMJ         59 67 F5KMB/P       59 60
QSO:  3500 PH 2012-02-25 2116 F5LMJ         59 67 TM9FL         59 86
QSO:  3633 PH 2012-02-25 2118 F5LMJ         59 67 TM6GGR        59 37
