START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: PD0MHZ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PD0MHZ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 0729 PD0MHZ        59 002 F8AEE         59 10
QSO:  7000 PH 2012-02-25 0744 PD0MHZ        59 004 F8BUO         59 68
QSO:  7120 PH 2012-02-25 0750 PD0MHZ        59 006 F4EEI         59 52
QSO:  7097 PH 2012-02-25 0807 PD0MHZ        59 007 F5CCX         59 91
QSO:  7080 PH 2012-02-25 0814 PD0MHZ        59 008 F4BDV         59 82
QSO:  7000 PH 2012-02-25 0822 PD0MHZ        59 009 F5POJ         59 02
QSO:  7085 PH 2012-02-25 0834 PD0MHZ        59 010 F5UTN         59 27
QSO: 14000 PH 2012-02-25 0954 PD0MHZ        59 011 F6KEH         59 34
QSO: 14150 PH 2012-02-25 0955 PD0MHZ        59 012 F2FZ          59 47
QSO: 14000 PH 2012-02-25 1020 PD0MHZ        59 013 F6IPQ         59 47
QSO:  7088 PH 2012-02-25 1034 PD0MHZ        59 014 F6KBF         59 78
QSO: 14171 PH 2012-02-25 1038 PD0MHZ        59 015 F5KDK/P       59 11
QSO: 14000 PH 2012-02-25 1044 PD0MHZ        59 016 F4FSV         59 64
QSO: 14000 PH 2012-02-25 1054 PD0MHZ        59 017 F6KGI         59 11
QSO:  7000 PH 2012-02-25 1419 PD0MHZ        59 0018 F4DPW         59 95
QSO:  7000 PH 2012-02-25 1420 PD0MHZ        59 019 F4GLJ         59 95
QSO:  7000 PH 2012-02-25 1510 PD0MHZ        59 023 F5PPG         59 57
QSO:  7000 PH 2012-02-25 1543 PD0MHZ        59 0025 F6ARS         59 77
QSO:  7000 PH 2012-02-26 0749 PD0MHZ        59 026 F8EMH         59 54
QSO:  7079 PH 2012-02-26 0757 PD0MHZ        59 027 F6KHM         59 29
QSO:  7091 PH 2012-02-26 0817 PD0MHZ        59 028 F8UNF         59 57
QSO:  7000 PH 2012-02-26 0837 PD0MHZ        59 0029 F6GNG         59 27
QSO:  7000 PH 2012-02-26 0852 PD0MHZ        59 030 F4CVA/P       59 76
QSO:  7089 PH 2012-02-26 0900 PD0MHZ        59 032 F4FFH         59 50
QSO:  7099 PH 2012-02-26 0919 PD0MHZ        59 033 F8KCF         59 74
QSO: 14000 PH 2012-02-26 0936 PD0MHZ        59 035 F5XX          59 81
QSO: 14158 PH 2012-02-26 0943 PD0MHZ        59 036 TK5KP         59 2A
QSO: 14000 PH 2012-02-26 0953 PD0MHZ        59 037 F1MOZ         59 40
QSO: 14000 PH 2012-02-26 0954 PD0MHZ        59 0038 F6DZU         59 40
QSO: 14000 PH 2012-02-26 1000 PD0MHZ        59 039 TM22P         59 22
QSO: 14114 PH 2012-02-26 1009 PD0MHZ        59 040 TM5FFT        59 56
QSO: 14000 PH 2012-02-26 1012 PD0MHZ        59 041 F6DRP         59 85
QSO: 14208 PH 2012-02-26 1024 PD0MHZ        59 042 TM7X          59 12
QSO: 14000 PH 2012-02-26 1036 PD0MHZ        59 043 F5KHP         59 32
QSO: 14000 PH 2012-02-26 1100 PD0MHZ        59 0044 F6HIA         59 30
QSO: 14000 PH 2012-02-26 1114 PD0MHZ        59 045 F1RCH         59 13
QSO:  7000 PH 2012-02-26 1128 PD0MHZ        59 047 F6APE         59 49
QSO:  7000 PH 2012-02-26 1135 PD0MHZ        59 048 F6EQZ         59 51
QSO:  7000 PH 2012-02-26 1141 PD0MHZ        59 049 F5KKD         59 93
QSO: 14000 PH 2012-02-26 1153 PD0MHZ        59 050 F4GCU         59 66
QSO: 14200 PH 2012-02-26 1215 PD0MHZ        59 051 F4BDV         59 82
END-OF-LOG:
