START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: IK7RVY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK7RVY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7122 PH 2012-02-25 0605 IK7RVY        59 002 F4GTD         59 45
QSO:  7000 PH 2012-02-25 0606 IK7RVY        59 003 F8EMH         59 54
QSO:  7154 PH 2012-02-25 0608 IK7RVY        59 004 F6BZQ         59 84
QSO:  7000 PH 2012-02-25 0613 IK7RVY        59 005 F4FTV         59 63
QSO:  7000 PH 2012-02-25 0618 IK7RVY        59 006 F6CLQ         59 89
QSO:  7000 PH 2012-02-25 0624 IK7RVY        59 007 F6AXN         59 28
QSO: 14000 PH 2012-02-25 1006 IK7RVY        59 008 F4DSE         59 16
QSO: 14000 PH 2012-02-25 1009 IK7RVY        59 009 TM55M         59 55
QSO: 14159 PH 2012-02-25 1009 IK7RVY        59 010 TM7X          59 12
QSO:  7156 PH 2012-02-26 1541 IK7RVY        59 123 TM2T          59 13
QSO:  7125 PH 2012-02-26 1543 IK7RVY        59 124 TM70TRS       59 63
QSO:  7109 PH 2012-02-26 1544 IK7RVY        59 121 TM6D          59 38
QSO: 14116 PH 2012-02-26 1547 IK7RVY        59 125 F6KBF         59 78
QSO: 14186 PH 2012-02-26 1602 IK7RVY        59 128 F4FFH         59 50
QSO: 14000 PH 2012-02-26 1604 IK7RVY        59 129 F5AAR         59 49
QSO: 14000 PH 2012-02-26 1605 IK7RVY        59 130 F4FPF         59 57
QSO: 14219 PH 2012-02-26 1606 IK7RVY        59 131 F8KGH         59 83
QSO: 14000 PH 2012-02-26 1607 IK7RVY        59 132 F6GDO         59 73
QSO: 14000 PH 2012-02-26 1609 IK7RVY        59 133 F6FTB         59 21
END-OF-LOG:
