START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: EW8ZO
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EW8ZO
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 0835 EW8ZO         59 002 F5DRD         59 80
QSO: 14000 PH 2012-02-25 0938 EW8ZO         59 004 F4DSE         59 16
QSO: 14000 PH 2012-02-25 0948 EW8ZO         59 005 TM55M         59 55
QSO: 21000 PH 2012-02-25 1015 EW8ZO         59 006 F5MMF         59 24
QSO: 21000 PH 2012-02-25 1021 EW8ZO         59 007 TM9WAP        59 42
QSO: 21210 PH 2012-02-25 1026 EW8ZO         59 008 F2FZ          59 47
QSO: 21203 PH 2012-02-25 1028 EW8ZO         59 009 F6BZQ         59 84
QSO: 21237 PH 2012-02-25 1043 EW8ZO         59 011 TM2B          59 03
QSO: 21248 PH 2012-02-25 1048 EW8ZO         59 013 F4FFH         59 50
QSO: 21000 PH 2012-02-25 1102 EW8ZO         59 014 F5AGQ         59 81
QSO: 21000 PH 2012-02-25 1110 EW8ZO         59 015 F2GL          59 89
QSO: 14180 PH 2012-02-25 1115 EW8ZO         59 016 F5KMB/P       59 60
QSO: 14178 PH 2012-02-25 1121 EW8ZO         59 017 TM6D          59 38
QSO: 14000 PH 2012-02-25 1129 EW8ZO         59 019 F5AMH         59 41
QSO: 14216 PH 2012-02-25 1139 EW8ZO         59 020 F6HRL         59 86
QSO: 14000 PH 2012-02-25 1147 EW8ZO         59 0021 F6ARS         59 77
QSO: 14148 PH 2012-02-25 1149 EW8ZO         59 022 F5UTN         59 27
QSO: 14000 PH 2012-02-25 1154 EW8ZO         59 023 F5KLP         59 49
QSO: 14126 PH 2012-02-25 1211 EW8ZO         59 025 TK5KP         59 2A
QSO: 14184 PH 2012-02-25 1222 EW8ZO         59 026 TM2OP         59 86
QSO: 21200 PH 2012-02-25 1456 EW8ZO         59 027 TM6GGR        59 37
QSO: 21252 PH 2012-02-25 1502 EW8ZO         59 029 F5OWT         59 45
QSO: 21000 PH 2012-02-25 1506 EW8ZO         59 030 F5AMH         59 41
QSO: 21000 PH 2012-02-25 1515 EW8ZO         59 031 F5UTN         59 27
QSO: 21249 PH 2012-02-25 1518 EW8ZO         59 032 F8KCF         59 74
QSO: 21000 PH 2012-02-25 1525 EW8ZO         59 033 TM44RT        59 67
QSO: 21000 PH 2012-02-25 1532 EW8ZO         59 034 F5KLP         59 49
QSO: 21257 PH 2012-02-25 1543 EW8ZO         59 036 TM2OP         59 86
QSO: 21000 PH 2012-02-25 1612 EW8ZO         59 037 F6DRP         59 85
QSO: 14000 PH 2012-02-25 1629 EW8ZO         59 038 F8DRE         59 28
QSO: 14186 PH 2012-02-25 1634 EW8ZO         59 038 F6KHM         59 29
QSO: 14180 PH 2012-02-25 1639 EW8ZO         59 040 TM70TRS       59 63
QSO: 14149 PH 2012-02-25 1642 EW8ZO         59 001 TM2B          59 03
QSO: 14000 PH 2012-02-25 1643 EW8ZO         59 042 F6CLQ         59 89
QSO: 14000 PH 2012-02-25 1653 EW8ZO         59 043 F6KJX         59 41
QSO: 14000 PH 2012-02-25 1704 EW8ZO         59 044 TK5XN         59 2A
QSO: 14000 PH 2012-02-25 1722 EW8ZO         59 045 F6KGL         59 93
QSO: 14000 PH 2012-02-25 1723 EW8ZO         59 046 F6KLO         59 19
QSO: 14000 PH 2012-02-25 1743 EW8ZO         59 047 F6GPT         59 33
QSO: 14000 PH 2012-02-25 1745 EW8ZO         59 048 F6APE         59 49
QSO: 14000 PH 2012-02-25 1748 EW8ZO         59 049 F8ATM         59 81
QSO: 14000 PH 2012-02-25 1758 EW8ZO         59 051 F5MMF         59 24
QSO: 14000 PH 2012-02-25 1800 EW8ZO         59 052 F5BOY         59 73
QSO: 14130 PH 2012-02-25 1802 EW8ZO         59 053 TM2T          59 13
QSO:  7000 PH 2012-02-25 1812 EW8ZO         59 054 F5AMH         59 41
QSO:  7000 PH 2012-02-25 1814 EW8ZO         59 055 F6KJX         59 41
QSO:  7183 PH 2012-02-25 1821 EW8ZO         59 056 F6FDR         59 84
QSO:  7166 PH 2012-02-25 1825 EW8ZO         59 054 TK5KP         59 2A
QSO:  7000 PH 2012-02-25 1828 EW8ZO         59 058 F4FGY         59 79
QSO:  7127 PH 2012-02-25 1835 EW8ZO         59 59 F6KMX         59 94
QSO:  7000 PH 2012-02-26 0327 EW8ZO         59 060 F5KCC         59 89
QSO:  7000 PH 2012-02-26 0329 EW8ZO         59 061 F6KLO         59 19
QSO:  3500 PH 2012-02-26 0345 EW8ZO         59 062 F8KHP         59 88
QSO:  3500 PH 2012-02-26 0345 EW8ZO         59 063 TM57M         59 57
QSO:  3790 PH 2012-02-26 0353 EW8ZO         59 064 F6KHM         59 29
QSO: 21243 PH 2012-02-26 1227 EW8ZO         59 066 TM1T          59 44
QSO: 21220 PH 2012-02-26 1230 EW8ZO         59 067 F6KNB         59 33
QSO: 21000 PH 2012-02-26 1233 EW8ZO         59 068 TM9FL         59 86
QSO: 21191 PH 2012-02-26 1237 EW8ZO         59 069 F5KDK/P       59 11
QSO: 21215 PH 2012-02-26 1240 EW8ZO         59 070 F4EEI         59 52
QSO: 21000 PH 2012-02-26 1250 EW8ZO         59 071 TM55M         59 55
QSO: 14171 PH 2012-02-26 1308 EW8ZO         59 072 F4EEI         59 52
QSO: 14200 PH 2012-02-26 1330 EW8ZO         59 073 F4BDV         59 82
QSO: 21250 PH 2012-02-26 1357 EW8ZO         59 077 F6KHM         59 29
QSO: 21000 PH 2012-02-26 1359 EW8ZO         59 078 F6GPT         59 33
QSO: 21000 PH 2012-02-26 1402 EW8ZO         59 079 F6APE         59 49
QSO: 21000 PH 2012-02-26 1412 EW8ZO         59 080 TM57M         59 57
QSO: 21000 PH 2012-02-26 1416 EW8ZO         59 081 F6BOA         59 93
QSO: 21000 PH 2012-02-26 1417 EW8ZO         59 082 F5KDB/P       59 59
QSO: 21000 PH 2012-02-26 1419 EW8ZO         59 083 F6KWP         59 54
QSO: 21000 PH 2012-02-26 1423 EW8ZO         59 084 F5LHV         59 44
QSO: 21000 PH 2012-02-26 1427 EW8ZO         59 085 F8KHP         59 88
QSO: 21000 PH 2012-02-26 1429 EW8ZO         59 086 F6HDI         59 57
