START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F6BQG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6BQG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3603 PH 2012-02-25 0720 F6BQG         59 35 F6KBF         59 78
QSO:  3610 PH 2012-02-25 0723 F6BQG         59 35 F5UTN         59 27
QSO:  3500 PH 2012-02-25 0724 F6BQG         59 35 F6IGS         59 33
QSO:  3500 PH 2012-02-25 0732 F6BQG         59 31 TM9FL         59 86
QSO:  3500 PH 2012-02-25 0735 F6BQG         59 35 F6AXN         59 28
QSO:  3500 PH 2012-02-25 0737 F6BQG         59 35 TM1T          59 44
QSO:  3500 PH 2012-02-25 0740 F6BQG         59 35 F8KHO         59 51
QSO:  3500 PH 2012-02-25 0742 F6BQG         59 33 F1ELA         59 59
QSO:  3648 PH 2012-02-25 0743 F6BQG         59 35 F5GFA         59 47
QSO:  3500 PH 2012-02-25 0745 F6BQG         59 35 F1DLZ         59 60
QSO:  3500 PH 2012-02-25 0748 F6BQG         59 35 F6KCI         59 37
QSO:  3608 PH 2012-02-25 0752 F6BQG         59 35 F6KMX         59 94
QSO:  3500 PH 2012-02-25 0754 F6BQG         59 35 F4KIO         59 35
QSO:  3673 PH 2012-02-25 0800 F6BQG         59 35 TM6GGR        59 37
QSO:  3500 PH 2012-02-25 0801 F6BQG         59 35 F4CVA/P       59 76
QSO:  3500 PH 2012-02-25 0806 F6BQG         59 35 F5KOU         59 80
QSO:  3500 PH 2012-02-25 0807 F6BQG         59 35 F6DRP         59 85
QSO:  3500 PH 2012-02-25 0808 F6BQG         59 35 F8KOU/P       59 23
QSO:  3527 PH 2012-02-25 0813 F6BQG         59 35 F5RAB         59 28
QSO:  3713 PH 2012-02-25 0814 F6BQG         59 35 TM2OP         59 86
QSO:  3500 PH 2012-02-25 0817 F6BQG         59 35 F5MMF         59 24
QSO:  3600 PH 2012-02-25 0819 F6BQG         59 35 F6BKD         59 47
