START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: VE5VG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE5VG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 21203 PH 2012-02-25 1613 VE5VG         59 001 F6KNB         59 33
QSO: 21000 PH 2012-02-25 1617 VE5VG         59 002 F6DRP         59 85
QSO: 21000 PH 2012-02-25 1620 VE5VG         59 003 F5UTN         59 27
QSO: 21256 PH 2012-02-25 1621 VE5VG         59 004 F4FFH         59 50
QSO: 21262 PH 2012-02-25 1628 VE5VG         59 005 TK5KP         59 2A
QSO: 21271 PH 2012-02-25 1631 VE5VG         59 006 TM2OP         59 86
QSO: 21205 PH 2012-02-25 1723 VE5VG         59 007 F6KHM         59 29
QSO: 21000 PH 2012-02-25 1726 VE5VG         59 008 F4GGQ         59 29
QSO: 21000 PH 2012-02-25 1738 VE5VG         59 010 F5JFU         59 58
QSO: 21248 PH 2012-02-25 1744 VE5VG         59 011 F5KMB/P       59 60
QSO: 21312 PH 2012-02-25 1833 VE5VG         59 012 F5VNB         59 47
QSO: 14154 PH 2012-02-25 1849 VE5VG         59 013 TM6GGR        59 37
QSO: 14182 PH 2012-02-25 1852 VE5VG         59 014 TM1T          59 44
QSO: 14187 PH 2012-02-25 1854 VE5VG         59 015 TM2OP         59 86
QSO: 21205 PH 2012-02-26 1502 VE5VG         59 016 TM2B          59 03
QSO: 21243 PH 2012-02-26 1506 VE5VG         59 017 TM1T          59 44
QSO: 21200 PH 2012-02-26 1515 VE5VG         59 018 F4BDV         59 82
QSO: 21000 PH 2012-02-26 1606 VE5VG         59 019 TM9FL         59 86
QSO: 21000 PH 2012-02-26 1609 VE5VG         59 020 F6KEH         59 34
QSO: 21000 PH 2012-02-26 1619 VE5VG         59 022 F4FGY         59 79
END-OF-LOG:
