START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: DJ9UN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DJ9UN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 1343 DJ9UN         59 001 F6KJU         59 59
QSO:  7160 PH 2012-02-25 1344 DJ9UN         59 002 F5OWT         59 45
QSO:  7000 PH 2012-02-25 1347 DJ9UN         59 0003 F6IRM         59 52
QSO:  7000 PH 2012-02-25 1349 DJ9UN         59 0004 F6GNG         59 27
QSO:  7000 PH 2012-02-25 1351 DJ9UN         59 006 F8EMH         59 54
QSO:  7000 PH 2012-02-25 1355 DJ9UN         59 007 F5JSQ         59 51
QSO: 14000 PH 2012-02-25 1357 DJ9UN         59 008 TM1T          59 44
QSO: 14000 PH 2012-02-25 1401 DJ9UN         59 0009 F5ZK          59 44
QSO:  3500 PH 2012-02-25 2024 DJ9UN         59 010 F5KCC         59 89
QSO:  3776 PH 2012-02-25 2026 DJ9UN         59 011 F6KBF         59 78
QSO:  3500 PH 2012-02-25 2033 DJ9UN         59 012 TM55M         59 55
QSO:  3736 PH 2012-02-25 2035 DJ9UN         59 013 F6KHM         59 29
QSO:  3727 PH 2012-02-25 2037 DJ9UN         59 014 F6KRK         59 78
QSO:  3723 PH 2012-02-25 2038 DJ9UN         59 015 TM2T          59 13
QSO:  3500 PH 2012-02-25 2041 DJ9UN         59 016 F5JSQ         59 51
QSO:  3703 PH 2012-02-25 2043 DJ9UN         59 017 TM2OP         59 86
QSO:  3696 PH 2012-02-25 2044 DJ9UN         59 018 F4EJO         59 17
QSO:  3500 PH 2012-02-25 2049 DJ9UN         59 019 F4CVA/P       59 76
QSO:  3500 PH 2012-02-25 2049 DJ9UN         59 020 TM44RT        59 67
QSO:  3500 PH 2012-02-25 2054 DJ9UN         59 021 F5JFU         59 58
QSO:  3637 PH 2012-02-25 2058 DJ9UN         59 023 TM70TRS       59 63
QSO:  3633 PH 2012-02-25 2100 DJ9UN         59 024 TM6GGR        59 37
QSO:  3500 PH 2012-02-25 2101 DJ9UN         59 025 F6IGS         59 33
QSO:  3608 PH 2012-02-25 2104 DJ9UN         59 026 F5OWT         59 45
QSO:  3500 PH 2012-02-25 2106 DJ9UN         59 027 F4GIB         59 85
QSO:  3603 PH 2012-02-25 2107 DJ9UN         59 028 TM6D          59 38
QSO:  3775 PH 2012-02-25 2210 DJ9UN         59 029 F4BDV         59 82
QSO:  3500 PH 2012-02-25 2312 DJ9UN         59 031 F8BMX         59 74
QSO:  7191 PH 2012-02-26 0847 DJ9UN         59 032 TM2OP         59 86
QSO:  7000 PH 2012-02-26 0849 DJ9UN         59 038 F6KTM         59 59
QSO:  7000 PH 2012-02-26 0851 DJ9UN         59 0040 F6IRM         59 52
QSO:  7000 PH 2012-02-26 0852 DJ9UN         59 041 F4FGY         59 79
QSO:  7000 PH 2012-02-26 0852 DJ9UN         59 042 TM44RT        59 67
QSO:  7000 PH 2012-02-26 0900 DJ9UN         59 044 TM9WAP        59 42
QSO:  7089 PH 2012-02-26 0904 DJ9UN         59 45 F4FFH         59 50
QSO: 14224 PH 2012-02-26 1039 DJ9UN         59 049 F4GNS         59 72
QSO: 14208 PH 2012-02-26 1041 DJ9UN         59 051 TM7X          59 12
QSO: 14189 PH 2012-02-26 1043 DJ9UN         59 052 TM6GGR        59 37
QSO: 14167 PH 2012-02-26 1044 DJ9UN         59 054 F2FZ          59 47
QSO: 14163 PH 2012-02-26 1045 DJ9UN         59 055 F6KHM         59 29
QSO: 14000 PH 2012-02-26 1047 DJ9UN         59 056 F4FGY         59 79
QSO: 14000 PH 2012-02-26 1049 DJ9UN         59 057 F5AGQ         59 81
QSO: 14158 PH 2012-02-26 1109 DJ9UN         59 059 TK5KP         59 2A
QSO: 21000 PH 2012-02-26 1613 DJ9UN         59 060 FM5AN         59 FM
QSO:  7081 PH 2012-02-26 1709 DJ9UN         59 062 F4EJO         59 17
QSO:  7092 PH 2012-02-26 1712 DJ9UN         59 063 F6KHM         59 29
QSO:  7000 PH 2012-02-26 1715 DJ9UN         59 064 F4CWZ         59 54
QSO:  7120 PH 2012-02-26 1717 DJ9UN         59 065 F6KBF         59 78
QSO:  7000 PH 2012-02-26 1718 DJ9UN         59 068 F6KGL         59 93
QSO:  7156 PH 2012-02-26 1722 DJ9UN         59 067 F6KNB         59 33
QSO:  7185 PH 2012-02-26 1727 DJ9UN         59 068 F6BZQ         59 84
QSO:  7189 PH 2012-02-26 1728 DJ9UN         59 069 TK5KP         59 2A
QSO:  3500 PH 2012-02-26 1734 DJ9UN         59 070 F4FRQ         59 90
QSO:  3500 PH 2012-02-26 1735 DJ9UN         59 071 F8KGN         59 59
QSO:  3500 PH 2012-02-26 1737 DJ9UN         59 072 F8CZI         59 68
QSO:  3741 PH 2012-02-26 1740 DJ9UN         59 073 TM2B          59 03
QSO:  3500 PH 2012-02-26 1742 DJ9UN         59 074 F5OHM         59 36
QSO:  3500 PH 2012-02-26 1743 DJ9UN         59 075 F5PPG         59 57
QSO:  3500 PH 2012-02-26 1746 DJ9UN         59 076 F5ADE         59 36
QSO:  3710 PH 2012-02-26 1747 DJ9UN         59 077 F6HRL         59 86
QSO:  3500 PH 2012-02-26 1752 DJ9UN         59 079 F5RJW         59 71
QSO:  3500 PH 2012-02-26 1752 DJ9UN         59 078 F8KHO         59 51
QSO:  3648 PH 2012-02-26 1755 DJ9UN         59 080 F8KCF         59 74
QSO:  3638 PH 2012-02-26 1756 DJ9UN         59 081 F5UTN         59 27
QSO:  3500 PH 2012-02-26 1758 DJ9UN         59 082 F6AXN         59 28
END-OF-LOG:
