START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F4EZJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F4EZJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 1054 F4EZJ         59 16 F5PZR         59 77
QSO:  7153 PH 2012-02-25 1054 F4EZJ         59 16 TK5KP         59 2A
QSO:  7153 PH 2012-02-25 1054 F4EZJ         59 16 TM6D          59 38
QSO:  7000 PH 2012-02-25 1055 F4EZJ         59 16 F4DXP         59 29
QSO:  7000 PH 2012-02-25 1055 F4EZJ         59 16 F5LZN         59 84
QSO:  7000 PH 2012-02-25 1056 F4EZJ         59 16 F5PPG         59 57
QSO:  7000 PH 2012-02-25 1056 F4EZJ         59 16 F8GGZ         59 39
QSO:  7000 PH 2012-02-25 1057 F4EZJ         59 16 TK4LS         59 2B
QSO:  7000 PH 2012-02-25 1100 F4EZJ         59 16 F1PHB         59 57
QSO:  7000 PH 2012-02-25 1102 F4EZJ         59 16 F4ELD         59 51
QSO:  7000 PH 2012-02-25 1102 F4EZJ         59 16 F5JMI         59 84
QSO:  7000 PH 2012-02-25 1103 F4EZJ         59 16 F4EDN         59 12
QSO:  7000 PH 2012-02-25 1103 F4EZJ         59 16 F4FPF         59 57
QSO:  7000 PH 2012-02-25 1103 F4EZJ         59 16 F4GKN         59 84
QSO:  7000 PH 2012-02-25 1104 F4EZJ         59 16 F5KAY         59 33
QSO:  7000 PH 2012-02-25 1105 F4EZJ         59 16 F4GLN         59 27
QSO:  7000 PH 2012-02-25 1106 F4EZJ         59 16 F4FHW         59 85
QSO:  7000 PH 2012-02-25 1108 F4EZJ         59 16 F4GWO         59 66
QSO:  7000 PH 2012-02-25 1110 F4EZJ         59 16 F1HDY         59 61
QSO: 28415 PH 2012-02-25 1120 F4EZJ         59 16 RF9C          59 6
QSO: 28000 PH 2012-02-25 1121 F4EZJ         59 16 F8ATM         59 81
QSO: 28415 PH 2012-02-25 1121 F4EZJ         59 16 RL3ZH         59 36
QSO: 28000 PH 2012-02-25 1122 F4EZJ         59 16 F4FJH         59 22
QSO: 28416 PH 2012-02-25 1122 F4EZJ         59 16 RW6HJV        59 0017
QSO: 28416 PH 2012-02-25 1126 F4EZJ         59 16 TM2B          59 03
QSO: 28000 PH 2012-02-25 1134 F4EZJ         59 16 F1OKV         59 19
QSO: 28469 PH 2012-02-25 1136 F4EZJ         59 16 TM2OP         59 86
QSO: 28400 PH 2012-02-25 1140 F4EZJ         59 16 F4BDV         59 82
