START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F5KDK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5KDK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3500 PH 2012-02-25 0621 F5KDK         59 11 F6KCI         59 37
QSO:  3500 PH 2012-02-25 0636 F5KDK         59 11 F8KHP         59 88
QSO:  3500 PH 2012-02-25 0641 F5KDK         59 11 F5VMR         59 23
QSO:  3500 PH 2012-02-25 0703 F5KDK         59 11 F4EAT         59 77
QSO:  3500 PH 2012-02-25 0716 F5KDK         59 11 F4DNU         59 79
QSO:  7000 PH 2012-02-25 0745 F5KDK         59 11 F4GNG         59 84
QSO:  7000 PH 2012-02-25 0807 F5KDK         59 11 F5PBG         59 29
QSO:  7067 PH 2012-02-25 0818 F5KDK         59 11 F8KGH         59 83
QSO:  7000 PH 2012-02-25 0824 F5KDK         59 11 F5KHP         59 32
QSO:  7000 PH 2012-02-25 0849 F5KDK         59 11 F4EYR         59 56
QSO:  7000 PH 2012-02-25 0853 F5KDK         59 11 F5RFS         59 85
QSO:  7067 PH 2012-02-25 0901 F5KDK         59 11 F4FSY         59 69
QSO:  7000 PH 2012-02-25 0911 F5KDK         59 11 F5IIQ         59 64
QSO:  7000 PH 2012-02-25 0913 F5KDK         59 11 F1MOZ         59 40
QSO:  7000 PH 2012-02-25 0943 F5KDK         59 11 EA3IM         59 010
QSO:  7000 PH 2012-02-25 0948 F5KDK         59 11 F8GGZ         59 39
QSO: 21200 PH 2012-02-25 1335 F5KDK         59 11 YC1LA         59 0012
QSO: 14000 PH 2012-02-25 1608 F5KDK         59 11 DL1XAS        59 018
QSO:  3500 PH 2012-02-25 1936 F5KDK         59 11 F4GKP         59 87
QSO:  3500 PH 2012-02-25 1958 F5KDK         59 11 F6KAP         59 17
QSO:  3600 PH 2012-02-25 2003 F5KDK         59 11 F5MQP         59 47
QSO:  3698 PH 2012-02-25 2014 F5KDK         59 11 F4FSY         59 69
QSO:  3500 PH 2012-02-25 2027 F5KDK         59 11 F5AUB         59 81
QSO:  3500 PH 2012-02-25 2041 F5KDK         59 11 F8DVC         59 47
QSO:  3698 PH 2012-02-25 2042 F5KDK         59 11 F5ELL/P       59 34
QSO:  3500 PH 2012-02-25 2132 F5KDK         59 11 F1HGH         59 13
QSO:  3500 PH 2012-02-25 2156 F5KDK         59 11 F4EAN         59 13
QSO:  3698 PH 2012-02-25 2211 F5KDK         59 11 LA6FJA        59 020
QSO:  3500 PH 2012-02-25 2214 F5KDK         59 11 DF2SD         59 050
QSO:  7170 PH 2012-02-26 0733 F5KDK         59 11 F8DZU         59 63
QSO:  7000 PH 2012-02-26 0812 F5KDK         59 11 F6CVD         59 47
QSO:  7000 PH 2012-02-26 0839 F5KDK         59 11 F5ZK          59 44
QSO:  7000 PH 2012-02-26 0841 F5KDK         59 11 F5NKP         59 92
QSO:  7000 PH 2012-02-26 0931 F5KDK         59 11 F5LTU         59 47
QSO:  7000 PH 2012-02-26 0933 F5KDK         59 11 F4EKC         59 95
QSO:  7000 PH 2012-02-26 0936 F5KDK         59 11 F4BEV         59 41
QSO:  7000 PH 2012-02-26 1002 F5KDK         59 11 F1HDY         59 61
QSO: 21000 PH 2012-02-26 1301 F5KDK         59 11 SV3GKU        59 102
QSO: 14000 PH 2012-02-26 1437 F5KDK         59 11 UR5WHT        59 037
QSO:  7000 PH 2012-02-26 1601 F5KDK         59 11 F5LAS         59 15
QSO:  7000 PH 2012-02-26 1603 F5KDK         59 11 F8KOU/P       59 23
QSO:  7000 PH 2012-02-26 1737 F5KDK         59 11 F6HEQ         59 28
END-OF-LOG:
