START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: PA4J
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PA4J
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 1443 PA4J          59 047 F2LN          59 33
QSO:  7000 PH 2012-02-26 0749 PA4J          59 028 F4GAJ         59 14
QSO:  7000 PH 2012-02-26 0752 PA4J          59 029 F5AMH         59 41
QSO:  7000 PH 2012-02-26 0753 PA4J          59 030 F4FMG         59 79
QSO:  7172 PH 2012-02-26 0754 PA4J          59 031 F4FFH         59 50
QSO:  7000 PH 2012-02-26 0756 PA4J          59 033 F4FGY         59 79
QSO:  7167 PH 2012-02-26 0756 PA4J          59 032 TM2B          59 03
QSO:  7000 PH 2012-02-26 0758 PA4J          59 034 F6APE         59 49
QSO:  7118 PH 2012-02-26 0800 PA4J          59 035 F4GTD         59 45
QSO:  7000 PH 2012-02-26 0802 PA4J          59 036 F6KWP         59 54
QSO:  7167 PH 2012-02-26 0803 PA4J          59 37 F1NZC         59 63
QSO:  7000 PH 2012-02-26 0805 PA4J          59 037 F1NZC         59 75
QSO:  7132 PH 2012-02-26 0805 PA4J          59 038 F6KNB         59 33
QSO:  7000 PH 2012-02-26 0807 PA4J          59 039 F6KDL         59 68
QSO:  7125 PH 2012-02-26 0807 PA4J          59 040 TM6GGR        59 37
QSO:  7122 PH 2012-02-26 0808 PA4J          59 041 F5UTN         59 27
QSO:  7112 PH 2012-02-26 0809 PA4J          59 042 F5OAM         59 47
QSO:  7080 PH 2012-02-26 0811 PA4J          59 043 F4BDV         59 82
QSO:  7000 PH 2012-02-26 0813 PA4J          59 045 TM9WAP        59 42
QSO:  7091 PH 2012-02-26 0817 PA4J          59 047 F8UNF         59 57
QSO:  7000 PH 2012-02-26 0819 PA4J          59 048 TM5KFU        59 24
QSO:  7000 PH 2012-02-26 0820 PA4J          59 046 F2GL          59 89
QSO:  7079 PH 2012-02-26 0820 PA4J          59 049 F6KHM         59 29
QSO:  7074 PH 2012-02-26 0821 PA4J          59 050 F6KBF         59 78
QSO:  7071 PH 2012-02-26 0822 PA4J          59 051 TM70TRS       59 63
QSO:  7000 PH 2012-02-26 0823 PA4J          59 053 F5POJ         59 02
QSO:  7000 PH 2012-02-26 0823 PA4J          59 0052 F6GNG         59 27
QSO:  7000 PH 2012-02-26 1050 PA4J          59 054 F6KJG         59 10
QSO:  7000 PH 2012-02-26 1358 PA4J          59 055 F5XX          59 81
QSO:  7000 PH 2012-02-26 1400 PA4J          59 056 F6GDO         59 73
QSO:  7000 PH 2012-02-26 1405 PA4J          59 0057 F4DPW         59 95
QSO:  7000 PH 2012-02-26 1412 PA4J          59 058 F5KOU         59 80
QSO:  7000 PH 2012-02-26 1413 PA4J          59 059 F5ADE         59 36
QSO:  7000 PH 2012-02-26 1416 PA4J          59 060 F6BXD         59 59
QSO:  7000 PH 2012-02-26 1418 PA4J          59 051 F4FNL         59 73
QSO:  7169 PH 2012-02-26 1421 PA4J          59 063 F6KRK         59 78
QSO:  7000 PH 2012-02-26 1423 PA4J          59 0064 F6KMB         59 59
QSO:  7000 PH 2012-02-26 1434 PA4J          59 066 F5SUL         59 44
QSO:  7000 PH 2012-02-26 1438 PA4J          59 068 F5RJW         59 71
QSO:  7000 PH 2012-02-26 1439 PA4J          59 064 F8KGN         59 59
QSO:  7000 PH 2012-02-26 1441 PA4J          59 069 F5KED/P       59 36
QSO:  7108 PH 2012-02-26 1442 PA4J          59 070 TM6D          59 38
QSO:  7000 PH 2012-02-26 1444 PA4J          59 071 F1DBE         59 95
QSO:  7000 PH 2012-02-26 1446 PA4J          59 072 F8DRE         59 28
QSO:  7000 PH 2012-02-26 1450 PA4J          59 073 F8KHO         59 51
QSO:  7000 PH 2012-02-26 1455 PA4J          59 0072 F4KIU         59 67
QSO:  7000 PH 2012-02-26 1455 PA4J          59 075 F6EQZ         59 51
QSO:  7100 PH 2012-02-26 1555 PA4J          59 076 F4EEI         59 52
QSO:  7083 PH 2012-02-26 1556 PA4J          59 077 F8KCF         59 74
QSO:  7118 PH 2012-02-26 1558 PA4J          59 058 F4EJO         59 17
QSO:  7000 PH 2012-02-26 1602 PA4J          59 080 F4GIB         59 85
QSO:  7000 PH 2012-02-26 1605 PA4J          59 051 F5JFU         59 58
QSO:  7028 PH 2012-02-26 1607 PA4J          59 082 F5HIJ         59 33
QSO:  7000 PH 2012-02-26 1613 PA4J          59 083 F4AIF         59 01
QSO:  7000 PH 2012-02-26 1620 PA4J          59 084 F8EMH         59 54
QSO:  7000 PH 2012-02-26 1622 PA4J          59 085 TM0L          59 46
QSO:  7000 PH 2012-02-26 1623 PA4J          59 086 F6GPT         59 33
QSO:  7156 PH 2012-02-26 1624 PA4J          59 87 TM2T          59 13
QSO:  7000 PH 2012-02-26 1625 PA4J          59 088 TM22P         59 22
QSO:  7170 PH 2012-02-26 1628 PA4J          59 059 F5KDK/P       59 11
QSO:  7000 PH 2012-02-26 1630 PA4J          59 590 F6KTM         59 59
QSO:  7000 PH 2012-02-26 1632 PA4J          59 091 F5OJN         59 87
QSO: 14000 PH 2012-02-26 1636 PA4J          59 092 F5UTN         59 27
QSO: 14000 PH 2012-02-26 1639 PA4J          59 094 TM55M         59 55
QSO: 14000 PH 2012-02-26 1640 PA4J          59 095 F6CLQ         59 89
QSO: 14161 PH 2012-02-26 1641 PA4J          59 096 TK5KP         59 2A
QSO: 14000 PH 2012-02-26 1643 PA4J          59 099 FM5AN         59 FM
QSO: 14000 PH 2012-02-26 1643 PA4J          59 098 TM9FL         59 86
QSO: 14127 PH 2012-02-26 1646 PA4J          59 100 F8KCF         59 74
END-OF-LOG:
