START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: EI7JZ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EI7JZ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7000 PH 2012-02-25 0847 EI7JZ         59 001 TM1T          59 44
QSO:  7000 PH 2012-02-25 0853 EI7JZ         59 002 F4GGQ         59 29
QSO:  7000 PH 2012-02-25 0856 EI7JZ         59 003 F8CNX         59 85
QSO:  7000 PH 2012-02-25 0858 EI7JZ         59 004 F4EQH         59 85
QSO:  7052 PH 2012-02-25 0901 EI7JZ         59 005 F6CXJ         59 47
QSO:  7000 PH 2012-02-25 0904 EI7JZ         59 006 F6APE         59 49
QSO:  7085 PH 2012-02-25 0908 EI7JZ         59 007 F5UTN         59 27
QSO:  7088 PH 2012-02-25 0912 EI7JZ         59 008 F6KBF         59 78
QSO:  7000 PH 2012-02-25 0914 EI7JZ         59 009 F4FJH         59 22
QSO:  7000 PH 2012-02-25 0918 EI7JZ         59 010 F4GIB         59 85
QSO:  7000 PH 2012-02-25 0923 EI7JZ         59 0011 F5ZK          59 44
QSO:  7000 PH 2012-02-25 0926 EI7JZ         59 012 F4FGY         59 79
QSO:  7143 PH 2012-02-25 0929 EI7JZ         59 13 F1NZC         59 63
QSO:  7151 PH 2012-02-25 0931 EI7JZ         59 14 TM2T          59 13
QSO:  7000 PH 2012-02-25 0935 EI7JZ         59 015 F5AMH         59 41
QSO:  7000 PH 2012-02-25 0936 EI7JZ         59 016 F6CLQ         59 89
QSO: 14205 PH 2012-02-26 1138 EI7JZ         59 017 TM7X          59 12
QSO: 14000 PH 2012-02-26 1142 EI7JZ         59 018 F5KCC         59 89
QSO: 14172 PH 2012-02-26 1146 EI7JZ         59 020 F8KCF         59 74
QSO: 14000 PH 2012-02-26 1147 EI7JZ         59 019 F8KHO         59 51
QSO: 14000 PH 2012-02-26 1149 EI7JZ         59 021 F4GCU         59 66
END-OF-LOG:
