START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: YT1RK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YT1RK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14163 PH 2012-02-25 1329 YT1RK         59 010 F5OAM         59 47
QSO: 14000 PH 2012-02-25 1336 YT1RK         59 011 F6APE         59 49
QSO: 14000 PH 2012-02-25 1343 YT1RK         59 012 F5KLP         59 49
QSO: 14000 PH 2012-02-25 1400 YT1RK         59 013 F8CZI         59 68
QSO: 14000 PH 2012-02-25 1412 YT1RK         59 050 F5PPG         59 57
QSO: 14133 PH 2012-02-25 1415 YT1RK         59 015 F6KBF         59 78
QSO: 14000 PH 2012-02-25 1417 YT1RK         59 015 F6KJX         59 41
QSO: 14000 PH 2012-02-25 1432 YT1RK         59 020 F5SSQ         59 86
QSO: 14131 PH 2012-02-25 1442 YT1RK         59 021 F6KNB         59 33
QSO: 14000 PH 2012-02-25 1446 YT1RK         59 022 F6GPT         59 33
QSO: 14000 PH 2012-02-25 1503 YT1RK         59 024 F6AXN         59 28
QSO: 14000 PH 2012-02-25 1522 YT1RK         59 025 F5ISY         59 11
QSO: 14000 PH 2012-02-25 1525 YT1RK         59 026 F8KHO         59 51
QSO:  7169 PH 2012-02-25 2209 YT1RK         59 027 TM2B          59 03
QSO:  7000 PH 2012-02-25 2211 YT1RK         59 028 F4GTD         59 45
QSO:  7050 PH 2012-02-25 2216 YT1RK         59 029 F5UTN         59 27
QSO: 14000 PH 2012-02-26 1123 YT1RK         59 030 F8FSC         59 39
QSO: 14000 PH 2012-02-26 1147 YT1RK         59 031 F5KCC         59 89
QSO: 14000 PH 2012-02-26 1207 YT1RK         59 032 F1RCH         59 13
END-OF-LOG:
