START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: SP9BGS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SP9BGS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 1535 SP9BGS        59 001 F6AXN         59 28
QSO: 14000 PH 2012-02-25 1541 SP9BGS        59 002 F5ISY         59 11
QSO: 14000 PH 2012-02-25 1553 SP9BGS        59 003 F5ADE         59 36
QSO: 14118 PH 2012-02-25 1556 SP9BGS        59 004 F6KBF         59 78
QSO: 14000 PH 2012-02-25 1559 SP9BGS        59 005 F4DNK         59 76
QSO: 14000 PH 2012-02-25 1600 SP9BGS        59 006 F5JSQ         59 51
QSO: 14000 PH 2012-02-25 1601 SP9BGS        59 007 F5POJ         59 02
QSO: 14000 PH 2012-02-25 1603 SP9BGS        59 008 F6EQZ         59 51
QSO: 14000 PH 2012-02-25 1604 SP9BGS        59 009 F6CLQ         59 89
QSO: 14000 PH 2012-02-25 1605 SP9BGS        59 010 TM9FL         59 86
QSO: 14166 PH 2012-02-25 1607 SP9BGS        59 011 F5OWT         59 45
QSO: 14220 PH 2012-02-25 1610 SP9BGS        59 012 F5HIJ         59 33
QSO: 14181 PH 2012-02-25 1613 SP9BGS        59 013 TM70TRS       59 63
QSO: 14186 PH 2012-02-25 1647 SP9BGS        59 014 F6KHM         59 29
QSO: 14000 PH 2012-02-25 1653 SP9BGS        59 016 F6KGL         59 93
QSO: 14000 PH 2012-02-25 1655 SP9BGS        59 017 F5AGQ         59 81
QSO: 14000 PH 2012-02-25 1658 SP9BGS        59 018 F6KUQ         59 33
QSO: 14130 PH 2012-02-25 1700 SP9BGS        59 019 TM2T          59 13
QSO: 14000 PH 2012-02-25 1704 SP9BGS        59 020 F6APE         59 49
QSO: 14000 PH 2012-02-25 1705 SP9BGS        59 021 F6GPT         59 33
QSO: 14169 PH 2012-02-25 1710 SP9BGS        59 022 F5KDK/P       59 11
QSO: 14000 PH 2012-02-25 1713 SP9BGS        59 024 F5KLP         59 49
QSO: 14200 PH 2012-02-25 1713 SP9BGS        59 023 F4BDV         59 82
QSO: 14000 PH 2012-02-25 1717 SP9BGS        59 025 F6KOH         59 76
QSO: 14000 PH 2012-02-25 1718 SP9BGS        59 0026 F6DZU         59 40
QSO: 14000 PH 2012-02-25 1721 SP9BGS        59 027 F1PVR         59 31
