START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F5TVG/P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5TVG/P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 28444 PH 2012-02-25 1129 F5TVG/P       59 77 RF9C          59 11
QSO: 21215 PH 2012-02-25 1144 F5TVG/P       59 77 SV1JGX        59 0033
QSO: 14126 PH 2012-02-25 1157 F5TVG/P       59 77 TK5KP         59 2A
QSO: 21264 PH 2012-02-25 1201 F5TVG/P       59 77 TF3AO         59 0009
QSO: 28480 PH 2012-02-25 1346 F5TVG/P       59 94 ZW7REF        59 0129
QSO: 21257 PH 2012-02-25 1352 F5TVG/P       59 77 RF9C          59 76
QSO: 28480 PH 2012-02-25 1357 F5TVG/P       59 77 ZW7REF        59 0138
QSO: 21272 PH 2012-02-25 1440 F5TVG/P       59 77 FM5CD         59 FM
QSO: 14150 PH 2012-02-25 1500 F5TVG/P       59 77 RU3FN         59 115
QSO: 21235 PH 2012-02-25 1525 F5TVG/P       59 77 LZ2JA         59 0077
QSO: 21000 PH 2012-02-25 1538 F5TVG/P       59 77 FR1LB         59 FR
QSO: 21000 PH 2012-02-25 1606 F5TVG/P       59 77 LA6KOA        59 117
QSO: 21000 PH 2012-02-25 1634 F5TVG/P       59 77 FY5PO         59 FY
QSO:  7187 PH 2012-02-25 1753 F5TVG/P       59 77 ON7USB        59 0429
QSO:  7166 PH 2012-02-25 1755 F5TVG/P       59 77 TK5KP         59 2A
QSO:  7000 PH 2012-02-25 1800 F5TVG/P       59 77 EA2DT         59 050
QSO:  7000 PH 2012-02-25 1834 F5TVG/P       59 77 IZ3SQW        59 158
QSO:  7143 PH 2012-02-25 1841 F5TVG/P       59 77 UI4I          59 128
QSO:  7080 PH 2012-02-25 1844 F5TVG/P       59 77 RF9C          59 258
QSO:  7100 PH 2012-02-25 2022 F5TVG/P       59 77 ZW7REF        59 0352
QSO:  3712 PH 2012-02-26 0556 F5TVG/P       59 77 TK5KP         59 2A
QSO:  3764 PH 2012-02-26 0622 F5TVG/P       59 77 ON7USB        59 0658
QSO:  7064 PH 2012-02-26 0843 F5TVG/P       59 77 ON5GQ         59 476
QSO: 14000 PH 2012-02-26 0942 F5TVG/P       59 77 OM4KK         59 121
QSO: 14000 PH 2012-02-26 0955 F5TVG/P       59 77 OM1XL         59 235
QSO: 14152 PH 2012-02-26 1016 F5TVG/P       59 77 OK2KG         59 0239
QSO: 14000 PH 2012-02-26 1051 F5TVG/P       59 77 IZ5MMB        59 175
QSO:  7000 PH 2012-02-26 1101 F5TVG/P       59 77 C31CT         59 0022
QSO: 21000 PH 2012-02-26 1332 F5TVG/P       59 77 VA2TG         59 275
QSO: 21250 PH 2012-02-26 1348 F5TVG/P       59 77 ZW7REF        59 0607
QSO: 21000 PH 2012-02-26 1434 F5TVG/P       59 77 OH4BNP        59 0165
QSO: 14000 PH 2012-02-26 1538 F5TVG/P       59 77 IV3KKW        59 099
QSO: 14000 PH 2012-02-26 1734 F5TVG/P       59 77 ZW7REF        59 0678
END-OF-LOG:
