START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F1ISM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F1ISM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14126 PH 2012-02-25 1300 F1ISM         59 60 TK5KP         59 2A
QSO: 14118 PH 2012-02-25 1301 F1ISM         59 60 F8KGH         59 83
QSO: 28000 PH 2012-02-25 1307 F1ISM         59 60 F4CVA/P       59 76
QSO:  7112 PH 2012-02-25 1311 F1ISM         59 60 F5CCX         59 91
QSO:  7000 PH 2012-02-25 1312 F1ISM         59 60 F5JSQ         59 51
QSO:  7000 PH 2012-02-25 1313 F1ISM         59 60 F5KCC         59 89
QSO:  7000 PH 2012-02-25 1314 F1ISM         59 60 TM44RT        59 67
QSO:  7000 PH 2012-02-25 1316 F1ISM         59 60 F6IPQ         59 47
QSO:  7160 PH 2012-02-25 1321 F1ISM         59 60 F5OWT         59 45
QSO:  7000 PH 2012-02-25 1322 F1ISM         59 60 F6GDO         59 73
QSO:  7000 PH 2012-02-25 1324 F1ISM         59 60 F6GNG         59 27
QSO:  7000 PH 2012-02-25 1325 F1ISM         59 60 F8EMH         59 54
QSO:  7000 PH 2012-02-25 1327 F1ISM         59 60 F6KCI         59 37
QSO:  7000 PH 2012-02-25 1328 F1ISM         59 60 F5OHM         59 36
QSO:  7000 PH 2012-02-25 1342 F1ISM         59 60 F4FRQ         59 90
QSO:  7000 PH 2012-02-25 1346 F1ISM         59 60 F8GGZ         59 39
QSO:  7000 PH 2012-02-25 1349 F1ISM         59 60 F4DPW         59 95
QSO: 28431 PH 2012-02-25 1437 F1ISM         59 60 F5KMB/P       59 60
QSO: 14000 PH 2012-02-25 1442 F1ISM         59 60 F4CVA/P       59 76
QSO:  7000 PH 2012-02-25 1446 F1ISM         59 60 F4CPS         59 26
QSO: 28497 PH 2012-02-25 1518 F1ISM         59 60 FG1PP         59 FG
QSO:  7000 PH 2012-02-25 1551 F1ISM         59 60 F4GLK         59 60
QSO:  7000 PH 2012-02-25 1601 F1ISM         59 60 TM5KFU        59 24
QSO:  7000 PH 2012-02-25 1602 F1ISM         59 60 F5SIZ         59 12
QSO:  7000 PH 2012-02-25 1605 F1ISM         59 60 F1PYR         59 95
QSO:  7000 PH 2012-02-25 1606 F1ISM         59 60 TM57M         59 57
QSO:  7122 PH 2012-02-25 1606 F1ISM         59 60 F4GTD         59 45
QSO:  7000 PH 2012-02-25 1608 F1ISM         59 60 F6IRM         59 52
QSO:  7087 PH 2012-02-25 1608 F1ISM         59 60 F5OAM         59 47
QSO:  7000 PH 2012-02-25 1610 F1ISM         59 60 F6DZU         59 40
QSO:  7000 PH 2012-02-25 1611 F1ISM         59 60 F6KFV         59 78
QSO:  7155 PH 2012-02-25 1614 F1ISM         59 60 F5RAB         59 28
QSO:  7000 PH 2012-02-25 1615 F1ISM         59 60 F4EIK         59 52
QSO:  7000 PH 2012-02-25 1617 F1ISM         59 60 F5IIQ         59 64
QSO:  3500 PH 2012-02-25 1622 F1ISM         59 60 F6IGS         59 33
QSO:  7000 PH 2012-02-25 1647 F1ISM         59 60 F4CVA/P       59 76
QSO: 14142 PH 2012-02-25 1657 F1ISM         59 60 F5KMB/P       59 60
QSO:  3500 PH 2012-02-25 1814 F1ISM         59 60 F4CPS         59 26
QSO:  3500 PH 2012-02-25 1820 F1ISM         59 60 F1DLZ         59 60
QSO:  3709 PH 2012-02-25 1837 F1ISM         59 60 F1RHS         59 82
QSO:  3500 PH 2012-02-25 2141 F1ISM         59 60 F4DPW         59 95
QSO:  3500 PH 2012-02-25 2146 F1ISM         59 60 F5UTN         59 27
QSO:  3500 PH 2012-02-26 0723 F1ISM         59 60 F4CHU         59 15
QSO:  3500 PH 2012-02-26 0724 F1ISM         59 60 F4GMO         59 62
QSO:  3500 PH 2012-02-26 0728 F1ISM         59 60 F4GAJ         59 14
QSO:  7167 PH 2012-02-26 0731 F1ISM         59 60 F1NZC         59 63
QSO:  7132 PH 2012-02-26 0732 F1ISM         59 60 F6KNB         59 33
QSO:  7125 PH 2012-02-26 0734 F1ISM         59 60 TM6GGR        59 37
QSO:  7099 PH 2012-02-26 0735 F1ISM         59 60 F8KCF         59 74
QSO:  7000 PH 2012-02-26 1038 F1ISM         59 60 F8KOU/P       59 23
END-OF-LOG:
