START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: HA5AGP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HA5AGP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 14000 PH 2012-02-25 1346 HA5AGP        59 001 TM5KFU        59 24
QSO: 14126 PH 2012-02-25 1349 HA5AGP        59 002 TK5KP         59 2A
QSO: 14000 PH 2012-02-25 1355 HA5AGP        59 003 F6KJX         59 41
QSO: 14000 PH 2012-02-25 1359 HA5AGP        59 004 F6KLO         59 19
QSO: 14000 PH 2012-02-25 1401 HA5AGP        59 005 TM1T          59 44
QSO: 14000 PH 2012-02-25 1402 HA5AGP        59 006 TM55M         59 55
QSO: 14000 PH 2012-02-25 1403 HA5AGP        59 0007 F6KMB         59 59
QSO: 14000 PH 2012-02-25 1405 HA5AGP        59 008 F1MOZ         59 40
QSO: 14187 PH 2012-02-25 1410 HA5AGP        59 009 F4GNS         59 72
QSO: 14000 PH 2012-02-25 1416 HA5AGP        59 010 F6FTB         59 21
QSO: 14000 PH 2012-02-25 1417 HA5AGP        59 011 TM9WAP        59 42
QSO:  7000 PH 2012-02-25 2137 HA5AGP        59 013 F4GTD         59 45
QSO:  7120 PH 2012-02-25 2142 HA5AGP        59 014 TM2B          59 03
QSO:  7000 PH 2012-02-25 2144 HA5AGP        59 015 F1DUZ         59 49
QSO:  7143 PH 2012-02-25 2151 HA5AGP        59 0187 TM1T          59 44
QSO:  7150 PH 2012-02-25 2153 HA5AGP        59 017 TK5KP         59 2A
QSO:  7000 PH 2012-02-25 2159 HA5AGP        59 018 F1AGR/P       59 78
QSO:  7000 PH 2012-02-25 2159 HA5AGP        59 019 F5XX          59 81
QSO:  7050 PH 2012-02-25 2202 HA5AGP        59 020 F5UTN         59 27
QSO:  7165 PH 2012-02-25 2211 HA5AGP        59 021 F4FFH         59 50
QSO:  7149 PH 2012-02-25 2217 HA5AGP        59 022 F6KNB         59 33
QSO:  7000 PH 2012-02-25 2218 HA5AGP        59 023 F6JSP         59 49
QSO:  7189 PH 2012-02-25 2318 HA5AGP        59 024 F6KHM         59 29
QSO:  7139 PH 2012-02-26 0001 HA5AGP        59 025 TM2OP         59 86
QSO:  7153 PH 2012-02-26 0015 HA5AGP        59 026 TM6GGR        59 37
QSO: 14209 PH 2012-02-26 0907 HA5AGP        59 28 F1NZC         59 63
QSO: 14000 PH 2012-02-26 0911 HA5AGP        59 029 TM57M         59 57
END-OF-LOG:
