START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F1HTU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F1HTU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  3611 PH 2012-02-25 0644 F1HTU         59 72 F5UTN         59 27
QSO:  3500 PH 2012-02-25 0645 F1HTU         59 22 F1ELA         59 59
QSO:  3500 PH 2012-02-25 0648 F1HTU         59 53 F4FGY         59 79
QSO:  3500 PH 2012-02-25 0656 F1HTU         59 72 F6KJX         59 41
QSO:  3500 PH 2012-02-25 0659 F1HTU         59 72 F1MPR         59 29
QSO:  3500 PH 2012-02-25 0705 F1HTU         59 72 F5AMH         59 41
QSO:  3713 PH 2012-02-25 0708 F1HTU         59 72 TM2OP         59 86
QSO:  3500 PH 2012-02-25 0710 F1HTU         59 72 F6APE         59 49
QSO:  3776 PH 2012-02-25 0715 F1HTU         59 72 F6KHM         59 29
QSO:  3500 PH 2012-02-25 0717 F1HTU         59 72 F4GAJ         59 14
QSO:  3500 PH 2012-02-25 0719 F1HTU         59 72 F6KFV         59 78
QSO:  3776 PH 2012-02-25 0720 F1HTU         59 72 F6KHM         59 29
QSO:  3767 PH 2012-02-25 0722 F1HTU         59 72 F6DYX         59 49
QSO:  3500 PH 2012-02-25 0724 F1HTU         59 72 F4EQH         59 85
QSO:  3741 PH 2012-02-25 0725 F1HTU         59 72 F6KNB         59 33
QSO:  3721 PH 2012-02-25 0730 F1HTU         59 72 F4FFH         59 50
QSO:  3694 PH 2012-02-25 0734 F1HTU         59 72 TM2B          59 03
QSO:  3500 PH 2012-02-25 0735 F1HTU         59 72 F5AAR         59 49
QSO:  3673 PH 2012-02-25 0737 F1HTU         59 72 TM6GGR        59 37
QSO:  3527 PH 2012-02-25 0746 F1HTU         59 72 F5RAB         59 28
QSO:  3500 PH 2012-02-25 0754 F1HTU         59 72 TM1T          59 44
