START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: F5ODA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5ODA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO:  7137 PH 2012-02-25 0915 F5ODA         59 11 F6KHM         59 29
QSO:  7000 PH 2012-02-25 0918 F5ODA         59 11 F6KLO         59 19
QSO:  7000 PH 2012-02-25 0924 F5ODA         59 11 F1MOZ         59 40
QSO:  7067 PH 2012-02-25 0937 F5ODA         59 11 F5KDK/P       59 11
QSO:  7000 PH 2012-02-25 0940 F5ODA         59 11 F4FGY         59 79
QSO:  7147 PH 2012-02-25 0945 F5ODA         59 11 F6KNB         59 33
QSO:  7000 PH 2012-02-25 0947 F5ODA         59 11 F6GPT         59 33
QSO:  7000 PH 2012-02-25 0952 F5ODA         59 11 F8CNX         59 85
QSO: 14171 PH 2012-02-25 1144 F5ODA         59 11 F5KDK/P       59 11
QSO: 14200 PH 2012-02-25 1146 F5ODA         59 11 LY2BIS        59 063
QSO: 14000 PH 2012-02-25 1147 F5ODA         59 11 OM1XL         59 059
QSO: 14148 PH 2012-02-25 1148 F5ODA         59 11 F5UTN         59 27
QSO: 28000 PH 2012-02-25 1153 F5ODA         59 11 LA6KOA        59 43
QSO: 28467 PH 2012-02-25 1154 F5ODA         59 11 RF9C          59 21
QSO: 28000 PH 2012-02-25 1156 F5ODA         59 11 59            033
QSO: 28000 PH 2012-02-25 1157 F5ODA         59 11 RA3NC         59 005
QSO: 28480 PH 2012-02-25 1420 F5ODA         59 11 ZW7REF        59 0156
QSO: 28405 PH 2012-02-25 1437 F5ODA         59 11 F5KDK/P       59 11
QSO: 21207 PH 2012-02-25 1438 F5ODA         59 11 YO3CZW        59 0242
QSO: 21235 PH 2012-02-25 1443 F5ODA         59 11 LZ2JA         59 0030
QSO: 21215 PH 2012-02-25 1446 F5ODA         59 11 SV1JGX        59 0110
QSO: 21000 PH 2012-02-25 1447 F5ODA         59 11 FM5AN         59 FM
QSO: 21000 PH 2012-02-25 1448 F5ODA         59 11 FY5PO         59 FY
QSO: 21000 PH 2012-02-25 1450 F5ODA         59 11 6V7A          59 338
QSO: 21000 PH 2012-02-25 1452 F5ODA         59 11 FR1LB         59 FR
QSO: 21000 PH 2012-02-25 1453 F5ODA         59 11 N8DE          59 071
QSO: 21254 PH 2012-02-25 1453 F5ODA         59 11 9A2UZ         59 0106
QSO: 21254 PH 2012-02-25 1454 F5ODA         59 11 SH0G          59 0106
QSO: 21253 PH 2012-02-25 1456 F5ODA         59 11 TM2B          59 03
