START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: Coupe du REF
CALLSIGN: VE2BVV
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE2BVV
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for Coupe du REF REF/2012/SSB.
QSO: 21000 PH 2012-02-25 1944 VE2BVV        59 001 FY5PO         59 FY
QSO: 14000 PH 2012-02-25 1950 VE2BVV        59 002 F4DSE         59 16
QSO: 14000 PH 2012-02-25 1954 VE2BVV        59 003 FM5AN         59 FM
QSO: 14182 PH 2012-02-25 1957 VE2BVV        59 004 TM1T          59 44
QSO: 14000 PH 2012-02-25 2003 VE2BVV        59 005 FG4NO         59 FG
QSO: 14000 PH 2012-02-25 2008 VE2BVV        59 006 F6KLO         59 19
QSO: 14160 PH 2012-02-25 2053 VE2BVV        59 008 FM1HN         59 FM
QSO: 14000 PH 2012-02-25 2056 VE2BVV        59 009 F6AXN         59 28
QSO: 14167 PH 2012-02-25 2104 VE2BVV        59 010 F6CXJ         59 47
QSO: 14000 PH 2012-02-25 2108 VE2BVV        59 011 F6EMJ         59 14
QSO:  7143 PH 2012-02-25 2143 VE2BVV        59 012 TM1T          59 44
QSO:  7120 PH 2012-02-25 2155 VE2BVV        59 014 TM2B          59 03
QSO:  7050 PH 2012-02-25 2158 VE2BVV        59 015 F5UTN         59 27
QSO:  7000 PH 2012-02-25 2208 VE2BVV        59 016 F8BPN         59 19
QSO:  7149 PH 2012-02-25 2219 VE2BVV        59 017 F6KNB         59 33
QSO:  7151 PH 2012-02-26 0140 VE2BVV        59 018 F6KHM         59 29
QSO:  7159 PH 2012-02-26 0141 VE2BVV        59 019 TM2T          59 13
QSO:  7000 PH 2012-02-26 0151 VE2BVV        59 020 F5JFU         59 58
QSO:  7000 PH 2012-02-26 0158 VE2BVV        59 021 F6KLO         59 19
QSO:  7175 PH 2012-02-26 0206 VE2BVV        59 022 F5KDK/P       59 11
QSO:  7000 PH 2012-02-26 0237 VE2BVV        59 023 FM5AN         59 FM
QSO:  7138 PH 2012-02-26 0305 VE2BVV        59 024 TM6GGR        59 37
QSO:  7000 PH 2012-02-26 0406 VE2BVV        59 025 TM0L          59 46
QSO:  7000 PH 2012-02-26 0421 VE2BVV        59 026 F5MMF         59 24
QSO:  7160 PH 2012-02-26 0442 VE2BVV        59 024 F5KMB/P       59 60
END-OF-LOG:
